created_timestamp,ASIN,customer_context,action,device_family,country,preferred_marketplace
2025-03-05T18:25:02Z,B0DD1VWZ4Z,Not Applicable,Search,Mac,Not Available,www.amazon.com
2025-02-09T22:48:15Z,B0C4JMJBNX,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-07-28T17:59:28Z,B0CW1J839S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-09-27T01:56:44Z,B08LDYBGJD,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T22:46:42Z,B0C4JMJBNX,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-04-16T00:07:48Z,B0CW1J839S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-15T18:24:04Z,B0CW1FKFB9,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-09-08T04:03:12Z,5DE54701F9AB457893A2E196F7E4F894,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-03-17T19:20:59Z,B00TU3BTUI,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-06-14T01:40:05Z,B09JBCGQB8,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T00:08:32Z,B0C4JMJBNX,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-01-27T17:20:17Z,B0BGDM197Q,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T02:44:00Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-08-10T15:05:19Z,75138A0188C24E0CB2340EECDBF7A111,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-04-21T17:01:12Z,B0CW1J839S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T03:26:25Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-10T04:37:41Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-08-11T03:18:24Z,B0CZP7QV5D,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-03-20T04:14:37Z,B0CL1C4PM4,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-07-31T22:11:00Z,B0CW1J839S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-03T18:58:57Z,B0BY9M2C4X,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-16T00:38:54Z,B0CW1FKFB9,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-06-29T20:22:57Z,B0CZP7QV5D,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-05-11T16:34:36Z,B00JAXSEFQ,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-08-08T22:11:45Z,75138A0188C24E0CB2340EECDBF7A111,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-04-18T03:03:37Z,B0D7F96JNZ,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-09-04T00:11:29Z,B0C6NBLBL2,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-10T04:37:46Z,B0CW1FKFB9,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T03:12:34Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-06-22T23:06:53Z,B0DFGDFM4V,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-07-31T22:19:50Z,B0CW1J839S,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-07-04T04:56:58Z,B0DKG9MS7S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-08-10T15:05:08Z,75138A0188C24E0CB2340EECDBF7A111,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-07-31T22:13:22Z,B0CW1J839S,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-13T19:44:37Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-16T00:40:27Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-04-18T02:26:51Z,B0D7F96JNZ,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-02-15T18:23:19Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-14T00:06:04Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-15T23:09:47Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T22:46:45Z,B0C4JMJBNX,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-08-16T21:11:51Z,B0CZP7QV5D,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-02-11T02:43:53Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-03-28T22:49:28Z,B08HJDG47W,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-06-30T00:52:08Z,B0D5YMWD9Y,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-08-08T22:15:11Z,75138A0188C24E0CB2340EECDBF7A111,Not Applicable,GoToResult,Kindle for iOS,Not Available,www.amazon.com
2025-09-04T00:11:02Z,B0C6NBLBL2,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-01-27T17:20:05Z,B0BGDM197Q,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-08-10T04:39:12Z,75138A0188C24E0CB2340EECDBF7A111,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-01-27T17:20:15Z,B0BGDM197Q,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-06-17T00:52:08Z,B0BL1L6XPD,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-09-04T00:08:43Z,B0C6NBLBL2,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-02-12T01:18:31Z,B0CW1FKFB9,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
2025-04-18T03:02:27Z,B0D7F96JNZ,Not Applicable,Search,Kindle for iOS,Not Available,www.amazon.com
