created_timestamp,ASIN,customer_context,action,is_starred,device_family,country,preferred_marketplace
2025-02-09T15:13:29Z,B0BHV6ZHT1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-07T06:32:18Z,B0CQ371ZTP,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-22T00:56:07Z,B0CGJJTBKJ,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-20T12:12:29Z,B0DJM93XSS,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-29T01:02:04Z,B0F1Y9XH1B,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-17T17:25:54Z,B08Y758VM1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T21:20:12Z,B0BHV6ZHT1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T13:49:31Z,B0BHV6ZHT1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-01T00:32:41Z,B01ANM7GJC,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-09T01:41:49Z,B01D6TA9Y8,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-01T19:33:59Z,B0CZKKHB94,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-02-26T06:56:25Z,B09HLCTYZ8,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-03T11:00:17Z,B0BFW44657,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-25T17:40:34Z,B07K6G7QBR,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-02T14:31:51Z,B093WB84G1,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-05-04T16:02:52Z,B00IUS9FOG,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-05-05T04:34:51Z,B074N6J64B,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-31T01:46:57Z,B07QBC8QTP,Reading View And Menu,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-07-14T11:52:47Z,B0CMJRJPC7,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-02T00:15:41Z,B0CZKKHB94,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T14:40:59Z,B0BHV6ZHT1,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-07T16:44:24Z,B0CW18879C,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-04T03:50:50Z,B01MTZDCUN,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-04T13:44:37Z,B09NHPZZS5,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-12T21:48:19Z,B09DFCYN4V,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-27T21:22:05Z,B09ZKRWCG4,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-13T00:25:00Z,B08PTD2GFJ,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-28T05:47:54Z,B0BTZ8VWJ8,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-12T00:31:35Z,B089H1D5V6,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-10-22T22:46:37Z,B0CPD3911D,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-02T18:19:27Z,B0CLFB86PL,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
