created_timestamp,preferred_marketplace,country,device_family,ASIN,Previous Aa Reading Ruler Style,Current Aa Reading Ruler Style
2024-03-16T02:47:21Z,US,,Kindle for iOS,B017S3J3X6,Banded,Solid
