"Event Date","Event Reason","Event Category","Event Source","Business Event","Action","Event Count","Direct Listener Count","New Trial Count","Convert Trial Count","Cancel Trial Count","Cancel Audible Listener Count","Return Audible Listener Count","Switch Audible Listener Count","New Audible Listener Count","Hiatus Start Count","Hiatus End Count","Delinquency Start Count","Delinquency End Count","Cancel Save Count","Cancel Bail Count","Migration Out Count","Migration In Count","Current Hiatus Number","Current Delinquency Number","New Trial Pre Authorization Count","Cancel Bail Trial Count","Cancel Bail Audible Listener Count","Cancel Save Trial Count","Cancel Save Audible Listener Count","Same Day Cancel Audible Listener Count","Upgrade Count","Downgrade Count","Crossgrade Count","Future Cancel Count","Future Cancel Undo Count","Future Cancel Trial Count","Future Cancel Trial Undo Count"
"2023-10-09","Not Available","Not Available","Not Available","Event occurs at the time of new membership trial cancellation","Holiday Promo 2023 | Amazon | PDP Buy Box","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
