created_timestamp,ASIN,customer_context,action,is_starred,highlight_menu_setting,device_family,country,preferred_marketplace
2024-03-01T00:07:41Z,B091SLLP6H,SelectedTextMenu,OpenInNotepad,No,Not Available,Kindle for iOS,Not Available,US
