created_timestamp,preferred_marketplace,country,device_family,ASIN,Old Tab Selected,New Tab Selected
2024-04-06T17:18:25Z,www.amazon.com,US,Kindle E-reader,B00FO60CH6,kindle_aa_theme_tab,kindle_aa_font_tab
2024-04-06T20:23:09Z,www.amazon.com,US,Kindle E-reader,B00H57X864,kindle_aa_theme_tab,kindle_aa_font_tab
2024-03-30T01:45:45Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,kindle_aa_theme_tab,kindle_aa_font_tab
2024-03-30T01:46:07Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,kindle_aa_font_tab,kindle_aa_layout_tab
2024-04-07T22:02:19Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,kindle_aa_theme_tab,kindle_aa_font_tab
2024-04-07T22:02:21Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,kindle_aa_font_tab,kindle_aa_layout_tab
