asin,end_time,reading_marketplace,start_time,total_reading_milliseconds
B01BU2NFTO,2024-03-16T14:26:36.200Z,US,2024-03-16T14:24:46.600Z,109600
B07XQK3SGQ,2024-03-15T19:32:07.900Z,US,2024-03-15T19:31:45.900Z,22000
B017S3J3X6,2024-03-16T04:16:51.200Z,US,2024-03-16T03:58:01.100Z,1130100
B017S3J3X6,2024-03-16T03:24:12Z,US,2024-03-16T03:23:58.900Z,13100
B017S3J3X6,2024-03-16T03:56:14.500Z,US,2024-03-16T03:55:53.600Z,20900
B07XQK3SGQ,2024-03-15T16:25:34.500Z,US,2024-03-15T16:19:44.400Z,350100
B017S3J3X6,2024-03-16T03:02:24.100Z,US,2024-03-16T03:02:02.600Z,21500
B07XQK3SGQ,2024-03-15T21:06:08.400Z,US,2024-03-15T21:02:11.600Z,236800
B07XQK3SGQ,2024-03-15T20:26:12.300Z,US,2024-03-15T20:02:38.800Z,1413500
B01BU2NFTO,2024-03-16T14:17:44Z,US,2024-03-16T14:17:39.400Z,4600
B07XQK3SGQ,2024-03-15T23:45:04.500Z,US,2024-03-15T23:33:12.700Z,711800
B017S3J3X6,2024-03-16T03:01:25.700Z,US,2024-03-16T03:01:03.800Z,21900
B07XQK3SGQ,2024-03-15T17:09:45.600Z,US,2024-03-15T17:09:35.700Z,9900
B07XQK3SGQ,2024-03-15T22:19:42.500Z,US,2024-03-15T22:18:04.800Z,97700
B017S3J3X6,2024-03-16T02:47:48.800Z,US,2024-03-16T02:45:30.900Z,137900
B07XQK3SGQ,2024-03-15T19:21:10.600Z,US,2024-03-15T19:21:05.900Z,4700
B07XQK3SGQ,2024-03-15T21:45:05.900Z,US,2024-03-15T21:31:52.500Z,793400
B07XQK3SGQ,2024-03-16T01:26:31.300Z,US,2024-03-16T01:26:16.400Z,14900
B07XQK3SGQ,2024-03-15T23:31:22.800Z,US,2024-03-15T23:31:08.500Z,14300
B07XQK3SGQ,2024-03-15T22:45:02.500Z,US,2024-03-15T22:40:18.900Z,283600
B017S3J3X6,2024-03-16T02:48:30.500Z,US,2024-03-16T02:48:10.300Z,20200
B07XQK3SGQ,2024-03-15T15:32:02.900Z,US,2024-03-15T15:32:00.400Z,2500
B017S3J3X6,2024-03-16T01:34:19Z,US,2024-03-16T01:34:19Z,0
B017S3J3X6,2024-03-16T03:29:43.900Z,US,2024-03-16T03:24:59.100Z,284800
B07XQK3SGQ,2024-03-16T00:42:39.400Z,US,2024-03-16T00:39:57.800Z,161600
B01BU2NFTO,2024-03-16T09:42:46.300Z,US,2024-03-16T08:59:06.500Z,2619800
B01BU2NFTO,2024-03-16T11:16:51.900Z,US,2024-03-16T10:36:00.600Z,2451300
B07XQK3SGQ,2024-03-15T22:30:26.600Z,US,2024-03-15T22:30:14.100Z,12500
B07XQK3SGQ,2024-03-15T23:46:13.300Z,US,2024-03-15T23:45:38.700Z,34600
B017S3J3X6,2024-03-16T04:17:43Z,US,2024-03-16T04:17:43Z,0
B07XQK3SGQ,2024-03-15T21:30:50.600Z,US,2024-03-15T21:25:56.500Z,294100
B01BU2NFTO,2024-03-16T14:18:13.600Z,US,2024-03-16T14:17:55.200Z,18400
B017S3J3X6,2024-03-16T03:30:08.500Z,US,2024-03-16T03:29:51.400Z,17100
B07XQK3SGQ,2024-03-15T20:58:00.200Z,US,2024-03-15T20:51:28.200Z,392000
B07XQK3SGQ,2024-03-15T22:53:49.500Z,US,2024-03-15T22:53:44.400Z,5100
B07XQK3SGQ,2024-03-15T19:19:43.600Z,US,2024-03-15T19:19:08.100Z,35500
B07XQK3SGQ,2024-03-16T01:25:30.400Z,US,2024-03-16T01:25:24.600Z,5800
B07XQK3SGQ,2024-03-15T16:04:59.600Z,US,2024-03-15T16:04:41.400Z,18200
B07XQK3SGQ,2024-03-16T00:52:59.800Z,US,2024-03-16T00:42:41.900Z,617900
B017S3J3X6,2024-03-16T07:52:18.400Z,US,2024-03-16T06:23:23.600Z,5334800
B07XQK3SGQ,2024-03-15T16:29:45.900Z,US,2024-03-15T16:28:54Z,51900
B01BU2NFTO,2024-03-16T13:59:52.300Z,US,2024-03-16T13:35:27Z,1465300
B07XQK3SGQ,2024-03-15T17:43:16.300Z,US,2024-03-15T17:43:11Z,5300
B017S3J3X6,2024-03-16T01:34:17.900Z,US,2024-03-16T01:34:05.500Z,12400
B017S3J3X6,2024-03-16T03:37:44.400Z,US,2024-03-16T03:37:23.400Z,21000
B07XQK3SGQ,2024-03-15T20:26:16.700Z,US,2024-03-15T20:26:14.100Z,2600
B07XQK3SGQ,2024-03-15T22:20:32.400Z,US,2024-03-15T22:20:22.400Z,10000
B017S3J3X6,2024-03-16T03:35:43.700Z,US,2024-03-16T03:30:53.100Z,290600
B017S3J3X6,2024-03-16T06:22:18.600Z,US,2024-03-16T05:15:22.200Z,4016400
B07XQK3SGQ,2024-03-15T17:11:41.400Z,US,2024-03-15T17:10:15Z,86400
B07XQK3SGQ,2024-03-15T16:37:29.200Z,US,2024-03-15T16:36:49.800Z,39400
B017S3J3X6,2024-03-16T03:54:52Z,US,2024-03-16T03:53:53.500Z,58500
B01BU2NFTO,2024-03-16T14:30:35.200Z,US,2024-03-16T14:26:53.400Z,221800
B07XQK3SGQ,2024-03-16T00:11:41.255Z,US,2024-03-16T00:11:41.255Z,0
B017S3J3X6,2024-03-16T01:36:18.300Z,US,2024-03-16T01:36:15.200Z,3100
B017S3J3X6,2024-03-16T01:32:09.700Z,US,2024-03-16T01:32:00.700Z,9000
B01M04PNMH,2024-03-16T14:59:42.700Z,US,2024-03-16T14:46:03.800Z,818900
B07XQK3SGQ,2024-03-15T19:12:07.800Z,US,2024-03-15T18:54:24.900Z,1062900
B07XQK3SGQ,2024-03-15T20:43:16.500Z,US,2024-03-15T20:35:43.500Z,453000
B07XQK3SGQ,2024-03-15T19:25:13.500Z,US,2024-03-15T19:21:27Z,226500
B017S3J3X6,2024-03-16T03:23:51.200Z,US,2024-03-16T03:19:21.200Z,270000
B07XQK3SGQ,2024-03-15T23:30:01.200Z,US,2024-03-15T23:29:59.900Z,1300
B017S3J3X6,2024-03-16T04:43:12Z,US,2024-03-16T04:43:12Z,0
B07XQK3SGQ,2024-03-15T16:00:38.400Z,US,2024-03-15T15:59:33Z,65400
B01BU2NFTO,2024-03-16T14:10:37.400Z,US,2024-03-16T14:06:29Z,248400
B017S3J3X6,2024-03-16T03:19:11.800Z,US,2024-03-16T03:18:54.400Z,17400
B07XQK3SGQ,2024-03-15T22:20:06.100Z,US,2024-03-15T22:19:49Z,17100
B07XQK3SGQ,2024-03-15T22:17:33.500Z,US,2024-03-15T21:46:52.500Z,1841000
B017S3J3X6,2024-03-16T03:55:07.900Z,US,2024-03-16T03:55:01Z,6900
B017S3J3X6,2024-03-16T04:36:51Z,US,2024-03-16T04:36:51Z,0
B07XQK3SGQ,2024-03-15T17:15:51.100Z,US,2024-03-15T17:11:49.800Z,241300
B01M04PNMH,2024-03-16T14:45:49Z,US,2024-03-16T14:44:04.600Z,104400
B07XQK3SGQ,2024-03-15T22:17:53.700Z,US,2024-03-15T22:17:48.300Z,5400
B07XQK3SGQ,2024-03-15T22:28:11.700Z,US,2024-03-15T22:27:22.100Z,49600
B01BU2NFTO,2024-03-16T14:41:25.400Z,US,2024-03-16T14:41:22.800Z,2600
B07XQK3SGQ,2024-03-15T16:04:10.100Z,US,2024-03-15T16:04:03.700Z,6400
B07XQK3SGQ,2024-03-15T22:17:42.500Z,US,2024-03-15T22:17:40.800Z,1700
B07XQK3SGQ,2024-03-15T19:18:50.800Z,US,2024-03-15T19:12:21.100Z,389700
B017S3J3X6,2024-03-16T03:51:57.500Z,US,2024-03-16T03:50:06.600Z,110900
B01BU2NFTO,2024-03-16T14:13:30.800Z,US,2024-03-16T14:13:15.600Z,15200
B07XQK3SGQ,2024-03-15T20:01:40.600Z,US,2024-03-15T19:58:35.400Z,185200
B07XQK3SGQ,2024-03-15T20:46:48.400Z,US,2024-03-15T20:43:33.100Z,195300
B07XQK3SGQ,2024-03-15T16:07:00.700Z,US,2024-03-15T16:05:45Z,75700
B07XQK3SGQ,2024-03-15T18:52:13.800Z,US,2024-03-15T18:47:39.600Z,274200
B01BU2NFTO,2024-03-16T08:52:30.600Z,US,2024-03-16T08:52:30.600Z,0
B07XQK3SGQ,2024-03-15T18:47:28.400Z,US,2024-03-15T18:27:48.300Z,1180100
B01BU2NFTO,2024-03-16T14:06:25.500Z,US,2024-03-16T14:03:10.500Z,195000
B07XQK3SGQ,2024-03-15T21:24:53.600Z,US,2024-03-15T21:19:51.900Z,301700
B07XQK3SGQ,2024-03-15T20:33:22.800Z,US,2024-03-15T20:33:13.600Z,9200
B07XQK3SGQ,2024-03-15T23:08:05.700Z,US,2024-03-15T23:06:07.500Z,118200
B017S3J3X6,2024-03-16T03:37:45Z,US,2024-03-16T03:37:45Z,0
B07XQK3SGQ,2024-03-15T23:29:41.400Z,US,2024-03-15T23:14:06.100Z,935300
B01M04PNMH,2024-03-16T16:20:41.300Z,US,2024-03-16T16:20:18.500Z,22800
B0757CRTLY,2024-03-17T04:29:42.031Z,US,2024-03-17T04:29:42.031Z,0
B0757CRTLY,2024-03-17T03:59:13Z,US,2024-03-17T03:55:42.300Z,210700
B01M04PNMH,2024-03-16T20:16:02Z,US,2024-03-16T20:16:02Z,0
B01M04PNMH,2024-03-16T20:37:44.700Z,US,2024-03-16T20:36:52.200Z,52500
B01M04PNMH,2024-03-16T18:15:18.700Z,US,2024-03-16T18:15:07Z,11700
B01M04PNMH,2024-03-16T15:54:30.800Z,US,2024-03-16T15:52:59.800Z,91000
B01M04PNMH,2024-03-16T20:20:27Z,US,2024-03-16T20:20:27Z,0
B0757CRTLY,2024-03-17T14:10:41.900Z,US,2024-03-17T14:08:10.300Z,151600
B01M04PNMH,2024-03-16T19:21:55.600Z,US,2024-03-16T19:16:22.300Z,333300
B01M04PNMH,2024-03-16T17:08:44.700Z,US,2024-03-16T17:07:52.300Z,52400
B01M04PNMH,2024-03-16T18:15:06.900Z,US,2024-03-16T18:15:06.200Z,700
B01M04PNMH,2024-03-16T16:25:59.600Z,US,2024-03-16T16:25:56.800Z,2800
B01M04PNMH,2024-03-16T17:10:47.700Z,US,2024-03-16T17:10:27.400Z,20300
B0757CRTLY,2024-03-17T04:05:08.200Z,US,2024-03-17T04:05:06.600Z,1600
B01M04PNMH,2024-03-16T15:18:34Z,US,2024-03-16T15:15:10.200Z,203800
B01M04PNMH,2024-03-16T18:34:16.200Z,US,2024-03-16T18:34:13Z,3200
B01M04PNMH,2024-03-16T17:46:04.400Z,US,2024-03-16T17:44:22.200Z,102200
B01M04PNMH,2024-03-16T18:29:28Z,US,2024-03-16T18:19:41.500Z,586500
B01M04PNMH,2024-03-16T19:30:56.100Z,US,2024-03-16T19:26:41.800Z,254300
B01M04PNMH,2024-03-16T19:49:57Z,US,2024-03-16T19:49:57Z,0
B01M04PNMH,2024-03-16T18:30:51.300Z,US,2024-03-16T18:30:30Z,21300
B01M04PNMH,2024-03-16T18:45:49.400Z,US,2024-03-16T18:45:44.200Z,5200
B01M04PNMH,2024-03-16T16:19:14.300Z,US,2024-03-16T16:18:37.100Z,37200
B01M04PNMH,2024-03-16T19:57:50Z,US,2024-03-16T19:57:50Z,0
B01M04PNMH,2024-03-16T17:06:58.200Z,US,2024-03-16T17:06:50.100Z,8100
B01M04PNMH,2024-03-16T18:08:15.500Z,US,2024-03-16T18:07:06.800Z,68700
B01M04PNMH,2024-03-16T18:48:31.200Z,US,2024-03-16T18:46:50.100Z,101100
B0757CRTLY,2024-03-17T04:29:55.900Z,US,2024-03-17T04:08:13.400Z,1302500
B0757CRTLY,2024-03-17T04:31:23Z,US,2024-03-17T04:31:23Z,0
B01M04PNMH,2024-03-16T19:26:06.200Z,US,2024-03-16T19:22:04.700Z,241500
B01M04PNMH,2024-03-16T18:46:06.500Z,US,2024-03-16T18:45:57.500Z,9000
B0757CRTLY,2024-03-17T11:33:48Z,US,2024-03-17T11:33:48Z,0
B01M04PNMH,2024-03-16T18:11:47.500Z,US,2024-03-16T18:11:37Z,10500
B0757CRTLY,2024-03-17T04:40:42Z,US,2024-03-17T04:40:42Z,0
B01M04PNMH,2024-03-16T16:25:05.100Z,US,2024-03-16T16:24:48.100Z,17000
B01M04PNMH,2024-03-16T17:40:20.400Z,US,2024-03-16T17:40:14Z,6400
B01M04PNMH,2024-03-16T16:55:47.300Z,US,2024-03-16T16:54:07.100Z,100200
B01M04PNMH,2024-03-16T18:48:27Z,US,2024-03-16T18:48:27Z,0
B01M04PNMH,2024-03-16T16:07:52.600Z,US,2024-03-16T16:07:37.500Z,15100
B01M04PNMH,2024-03-16T19:49:58Z,US,2024-03-16T19:49:58Z,0
B0757CRTLY,2024-03-17T11:42:11Z,US,2024-03-17T11:42:11Z,0
B01M04PNMH,2024-03-16T16:35:30.200Z,US,2024-03-16T16:26:07.800Z,562400
B01M04PNMH,2024-03-16T16:08:57.900Z,US,2024-03-16T16:08:20.200Z,37700
B01M04PNMH,2024-03-16T18:33:08.900Z,US,2024-03-16T18:32:46.100Z,22800
B01M04PNMH,2024-03-16T20:39:57.100Z,US,2024-03-16T20:39:49.600Z,7500
B01M04PNMH,2024-03-16T18:09:03.600Z,US,2024-03-16T18:09:00.500Z,3100
B01M04PNMH,2024-03-16T16:47:08.900Z,US,2024-03-16T16:35:43Z,685900
B01M04PNMH,2024-03-16T19:31:52.800Z,US,2024-03-16T19:31:33.700Z,19100
B01M04PNMH,2024-03-16T17:51:57.900Z,US,2024-03-16T17:46:22.900Z,335000
B01M04PNMH,2024-03-16T17:21:19Z,US,2024-03-16T17:14:23.800Z,415200
B01M04PNMH,2024-03-16T20:11:32Z,US,2024-03-16T20:11:32Z,0
B01M04PNMH,2024-03-16T16:19:47.400Z,US,2024-03-16T16:19:44Z,3400
B0757CRTLY,2024-03-17T04:48:43Z,US,2024-03-17T04:48:43Z,0
B01M04PNMH,2024-03-16T16:24:06.800Z,US,2024-03-16T16:20:48.500Z,198300
B01M04PNMH,2024-03-16T17:05:58.500Z,US,2024-03-16T17:05:00.400Z,58100
B01M04PNMH,2024-03-16T18:47:32Z,US,2024-03-16T18:47:32Z,0
B01M04PNMH,2024-03-16T18:52:59.400Z,US,2024-03-16T18:48:49.800Z,249600
B01M04PNMH,2024-03-16T17:34:21.100Z,US,2024-03-16T17:34:19.500Z,1600
B0757CRTLY,2024-03-17T11:31:01.900Z,US,2024-03-17T11:30:57.300Z,4600
B01M04PNMH,2024-03-16T17:25:46.400Z,US,2024-03-16T17:25:32.300Z,14100
B01M04PNMH,2024-03-16T17:42:05.200Z,US,2024-03-16T17:41:45.700Z,19500
B01M04PNMH,2024-03-16T20:39:42.500Z,US,2024-03-16T20:39:37.100Z,5400
B01M04PNMH,2024-03-16T17:30:36.500Z,US,2024-03-16T17:29:15.300Z,81200
B01M04PNMH,2024-03-16T20:17:29Z,US,2024-03-16T20:17:29Z,0
B0757CRTLY,2024-03-17T04:58:43Z,US,2024-03-17T04:58:43Z,0
B01M04PNMH,2024-03-16T17:38:29.400Z,US,2024-03-16T17:38:22.600Z,6800
B01M04PNMH,2024-03-16T20:51:46.500Z,US,2024-03-16T20:51:43.500Z,3000
B01M04PNMH,2024-03-16T17:27:04.500Z,US,2024-03-16T17:26:54.800Z,9700
B01M04PNMH,2024-03-16T16:18:12.900Z,US,2024-03-16T16:09:54.600Z,498300
B01M04PNMH,2024-03-16T17:38:45.900Z,US,2024-03-16T17:38:35.700Z,10200
B0757CRTLY,2024-03-17T01:55:26Z,US,2024-03-17T01:55:23.500Z,2500
B01M04PNMH,2024-03-16T17:03:50.300Z,US,2024-03-16T17:00:15.500Z,214800
B01M04PNMH,2024-03-16T18:36:31.500Z,US,2024-03-16T18:34:38.300Z,113200
B0757CRTLY,2024-03-17T04:33:26Z,US,2024-03-17T04:33:26Z,0
B01M04PNMH,2024-03-16T15:50:36.400Z,US,2024-03-16T15:25:49.200Z,1487200
B017S3J3X6,2024-03-17T03:54:42.800Z,US,2024-03-17T03:54:38.500Z,4300
B01M04PNMH,2024-03-16T16:07:27.100Z,US,2024-03-16T15:54:51.700Z,755400
B0757CRTLY,2024-03-17T03:59:56.400Z,US,2024-03-17T03:59:19.800Z,36600
B01M04PNMH,2024-03-16T16:20:03.400Z,US,2024-03-16T16:19:55.900Z,7500
B0757CRTLY,2024-03-17T11:30:55.900Z,US,2024-03-17T10:08:03.500Z,4972400
B01M04PNMH,2024-03-16T16:25:44.100Z,US,2024-03-16T16:25:16.200Z,27900
B01M04PNMH,2024-03-16T18:12:08Z,US,2024-03-16T18:12:02.200Z,5800
B0CHWQPB49,2024-03-17T01:55:31.300Z,US,2024-03-17T01:55:28.900Z,2400
B01M04PNMH,2024-03-16T16:08:10.900Z,US,2024-03-16T16:07:55Z,15900
B01M04PNMH,2024-03-16T20:54:34.965Z,US,2024-03-16T20:54:34.965Z,0
B01M04PNMH,2024-03-16T20:07:50Z,US,2024-03-16T20:07:50Z,0
B01M04PNMH,2024-03-16T20:17:50Z,US,2024-03-16T20:17:50Z,0
B01M04PNMH,2024-03-16T16:51:59.400Z,US,2024-03-16T16:48:35.700Z,203700
B01M04PNMH,2024-03-16T18:39:28.800Z,US,2024-03-16T18:38:30.400Z,58400
B01M04PNMH,2024-03-16T20:02:29Z,US,2024-03-16T20:02:29Z,0
B01M04PNMH,2024-03-16T18:31:36.500Z,US,2024-03-16T18:31:22.700Z,13800
B01M04PNMH,2024-03-16T18:46:51Z,US,2024-03-16T18:46:51Z,0
B0757CRTLY,2024-03-17T01:41:54.700Z,US,2024-03-17T01:40:55.500Z,59200
B0757CRTLY,2024-03-17T11:31:25Z,US,2024-03-17T11:31:25Z,0
B0757CRTLY,2024-03-17T11:41:15Z,US,2024-03-17T11:41:15Z,0
B0757CRTLY,2024-03-16T20:54:54.988Z,US,2024-03-16T20:54:54.988Z,0
B01M04PNMH,2024-03-16T19:42:00Z,US,2024-03-16T19:32:08.600Z,591400
B0757CRTLY,2024-03-17T04:07:20Z,US,2024-03-17T04:06:01.400Z,78600
B01M04PNMH,2024-03-16T18:01:44.500Z,US,2024-03-16T17:54:57.400Z,407100
B01M04PNMH,2024-03-16T17:38:06Z,US,2024-03-16T17:36:49Z,77000
B01M04PNMH,2024-03-16T20:51:43.300Z,US,2024-03-16T20:40:12.500Z,690800
B01M04PNMH,2024-03-16T18:06:36.700Z,US,2024-03-16T18:05:49.600Z,47100
B01M04PNMH,2024-03-16T20:11:27Z,US,2024-03-16T20:11:27Z,0
B01M04PNMH,2024-03-16T15:25:09.800Z,US,2024-03-16T15:20:19.800Z,290000
B0757CRTLY,2024-03-17T03:55:31.600Z,US,2024-03-17T03:54:47Z,44600
B01M04PNMH,2024-03-16T19:11:13.400Z,US,2024-03-16T18:53:25.200Z,1068200
B01M04PNMH,2024-03-16T20:36:41.500Z,US,2024-03-16T20:20:27.900Z,973600
B01M04PNMH,2024-03-16T16:09:42Z,US,2024-03-16T16:09:10.100Z,31900
B01M04PNMH,2024-03-16T18:32:28.100Z,US,2024-03-16T18:32:04.100Z,24000
B01M04PNMH,2024-03-16T15:14:55.600Z,US,2024-03-16T15:13:28.500Z,87100
B01M04PNMH,2024-03-16T19:15:14.100Z,US,2024-03-16T19:11:41.400Z,212700
B01M04PNMH,2024-03-16T18:45:11.800Z,US,2024-03-16T18:45:02.800Z,9000
B01M04PNMH,2024-03-16T16:24:45Z,US,2024-03-16T16:24:15Z,30000
B01M04PNMH,2024-03-16T18:46:31.100Z,US,2024-03-16T18:46:28Z,3100
B0757CRTLY,2024-03-17T11:33:47Z,US,2024-03-17T11:33:47Z,0
B01M04PNMH,2024-03-16T17:07:31.800Z,US,2024-03-16T17:07:26Z,5800
B01M04PNMH,2024-03-16T19:47:50.700Z,US,2024-03-16T19:47:47Z,3700
B01M04PNMH,2024-03-16T17:22:36.100Z,US,2024-03-16T17:22:28.500Z,7600
B01M04PNMH,2024-03-16T19:47:38.500Z,US,2024-03-16T19:42:12.700Z,325800
B01M04PNMH,2024-03-16T19:30:37.884Z,US,2024-03-16T19:30:37.884Z,0
B017S3J3X6,2024-03-16T08:52:01.827Z,US,2024-03-16T08:52:01.827Z,0
B01M04PNMH,2024-03-16T18:16:46.500Z,US,2024-03-16T18:15:41.500Z,65000
B017S3J3X6,2024-03-17T01:56:06.300Z,US,2024-03-17T01:55:48.600Z,17700
B01M04PNMH,2024-03-16T16:59:53.400Z,US,2024-03-16T16:56:37.400Z,196000
B01N7KLCRR,2024-03-18T03:17:07.100Z,US,2024-03-18T03:14:11.200Z,175900
B00846REIS,2024-03-18T13:06:37.300Z,US,2024-03-18T13:06:08.200Z,29100
B0CLT4QRQL,2024-03-17T23:39:50.500Z,US,2024-03-17T23:11:57.700Z,1672800
B0CLT4QRQL,2024-03-17T20:20:16.800Z,US,2024-03-17T20:20:16.800Z,0
B0CLT4QRQL,2024-03-18T00:26:22.500Z,US,2024-03-18T00:25:24.900Z,57600
B0CLT4QRQL,2024-03-18T00:57:52.700Z,US,2024-03-18T00:52:29.500Z,323200
B0CLT4QRQL,2024-03-18T00:18:35.100Z,US,2024-03-18T00:03:00.600Z,934500
B0CLT4QRQL,2024-03-17T22:28:17.200Z,US,2024-03-17T22:27:15.700Z,61500
B00846REIS,2024-03-18T12:23:41.800Z,US,2024-03-18T12:23:26.200Z,15600
B00846REIS,2024-03-18T04:35:04.200Z,US,2024-03-18T04:15:17.200Z,1187000
B0CLT4QRQL,2024-03-17T23:44:37.300Z,US,2024-03-17T23:40:42.300Z,235000
B0CLT4QRQL,2024-03-18T00:52:11.200Z,US,2024-03-18T00:44:16.300Z,474900
B0CLT4QRQL,2024-03-17T23:07:05.700Z,US,2024-03-17T22:47:56.100Z,1149600
B0CLT4QRQL,2024-03-18T01:55:28.300Z,US,2024-03-18T01:40:16.300Z,912000
B0CLT4QRQL,2024-03-17T23:11:39.800Z,US,2024-03-17T23:11:36Z,3800
B0CLT4QRQL,2024-03-17T22:18:08.300Z,US,2024-03-17T22:17:48.200Z,20100
B0CLT4QRQL,2024-03-17T22:44:32.900Z,US,2024-03-17T22:44:31.600Z,1300
B0CLT4QRQL,2024-03-17T20:46:29.723Z,US,2024-03-17T20:46:29.723Z,0
B0757CRTLY,2024-03-17T19:16:56.800Z,US,2024-03-17T19:13:45.200Z,191600
B00846REIS,2024-03-18T11:41:14.600Z,US,2024-03-18T11:39:12Z,122600
B0CLT4QRQL,2024-03-17T22:32:15.100Z,US,2024-03-17T22:32:01.500Z,13600
B0CLT4QRQL,2024-03-17T22:34:24.400Z,US,2024-03-17T22:34:16.400Z,8000
B0757CRTLY,2024-03-17T19:13:24.800Z,US,2024-03-17T18:56:38.100Z,1006700
B0CLT4QRQL,2024-03-17T22:19:13Z,US,2024-03-17T22:18:23.100Z,49900
B0757CRTLY,2024-03-17T17:18:52.600Z,US,2024-03-17T17:14:45.800Z,246800
B0757CRTLY,2024-03-17T18:33:29.600Z,US,2024-03-17T18:30:32.500Z,177100
B0CLT4QRQL,2024-03-17T22:17:30.100Z,US,2024-03-17T22:17:27.500Z,2600
B0CLT4QRQL,2024-03-18T02:21:59.100Z,US,2024-03-18T01:56:19.700Z,1539400
B00846REIS,2024-03-18T11:50:42.900Z,US,2024-03-18T11:50:25.100Z,17800
B0CLT4QRQL,2024-03-18T00:23:27.500Z,US,2024-03-18T00:19:33.200Z,234300
B0CLT4QRQL,2024-03-17T22:47:20.900Z,US,2024-03-17T22:44:44.100Z,156800
B0757CRTLY,2024-03-17T17:21:13.500Z,US,2024-03-17T17:19:21.500Z,112000
B0CLT4QRQL,2024-03-18T02:45:37.200Z,US,2024-03-18T02:25:18.200Z,1219000
B0757CRTLY,2024-03-17T19:52:43.900Z,US,2024-03-17T19:17:00.400Z,2143500
B0757CRTLY,2024-03-17T18:30:17Z,US,2024-03-17T18:21:01.500Z,555500
B0CLT4QRQL,2024-03-17T23:53:15.100Z,US,2024-03-17T23:51:48.200Z,86900
B0CLT4QRQL,2024-03-17T22:33:39.500Z,US,2024-03-17T22:33:25.100Z,14400
B0CLT4QRQL,2024-03-18T00:34:20Z,US,2024-03-18T00:26:41.300Z,458700
B01N7KLCRR,2024-03-18T03:17:05.433Z,US,2024-03-18T03:17:05.433Z,0
B0CLT4QRQL,2024-03-18T01:32:53.300Z,US,2024-03-18T01:20:20.500Z,752800
B0757CRTLY,2024-03-17T18:20:53.900Z,US,2024-03-17T18:19:32.300Z,81600
B00846REIS,2024-03-18T12:38:07.700Z,US,2024-03-18T12:38:05.500Z,2200
B0757CRTLY,2024-03-17T17:28:28.700Z,US,2024-03-17T17:24:42.200Z,226500
B00846REIS,2024-03-18T12:53:18.700Z,US,2024-03-18T12:52:39.800Z,38900
B00846REIS,2024-03-18T12:43:30.400Z,US,2024-03-18T12:39:57Z,213400
B0CLT4QRQL,2024-03-18T00:44:08Z,US,2024-03-18T00:43:55.800Z,12200
B0CLT4QRQL,2024-03-18T01:38:48.900Z,US,2024-03-18T01:33:19.200Z,329700
B0CLT4QRQL,2024-03-18T01:19:37.300Z,US,2024-03-18T00:58:13.600Z,1283700
B0CLT4QRQL,2024-03-17T23:48:19.400Z,US,2024-03-17T23:48:09.700Z,9700
B00846REIS,2024-03-18T12:45:53.800Z,US,2024-03-18T12:45:29.500Z,24300
B00846REIS,2024-03-18T15:25:01.200Z,US,2024-03-18T15:24:59.700Z,1500
B00846REIS,2024-03-18T15:24:45.100Z,US,2024-03-18T14:58:10.100Z,1595000
B00846REIS,2024-03-18T13:10:34.900Z,US,2024-03-18T13:09:04.100Z,90800
B0757CRTLY,2024-03-17T18:34:58.200Z,US,2024-03-17T18:34:05.100Z,53100
B00846REIS,2024-03-18T13:20:48.700Z,US,2024-03-18T13:13:31.700Z,437000
B0CLT4QRQL,2024-03-17T22:24:01.300Z,US,2024-03-17T22:23:56.800Z,4500
B0CLT4QRQL,2024-03-18T01:10:53.958Z,US,2024-03-18T01:10:53.958Z,0
B0CLT4QRQL,2024-03-17T20:51:28.471Z,US,2024-03-17T20:51:28.471Z,0
B0CLT4QRQL,2024-03-17T22:29:41.600Z,US,2024-03-17T22:29:34.900Z,6700
B00846REIS,2024-03-18T13:22:45.400Z,US,2024-03-18T13:22:44.400Z,1000
B00846REIS,2024-03-18T12:26:06.200Z,US,2024-03-18T12:25:49.900Z,16300
B00846REIS,2024-03-18T12:04:52.200Z,US,2024-03-18T11:52:46.700Z,725500
B0CLT4QRQL,2024-03-17T23:46:37.900Z,US,2024-03-17T23:46:29.600Z,8300
B0757CRTLY,2024-03-17T18:40:59.100Z,US,2024-03-17T18:39:12Z,107100
B0757CRTLY,2024-03-17T20:51:32.200Z,US,2024-03-17T19:52:46.500Z,3525700
B00846REIS,2024-03-18T12:11:06.200Z,US,2024-03-18T12:11:00Z,6200
B0CLT4QRQL,2024-03-17T21:53:21.600Z,US,2024-03-17T21:51:35.500Z,106100
B00846REIS,2024-03-18T12:28:13.900Z,US,2024-03-18T12:27:54.800Z,19100
B00846REIS,2024-03-18T04:13:45.800Z,US,2024-03-18T04:07:47.500Z,358300
B0CLT4QRQL,2024-03-18T00:43:11.400Z,US,2024-03-18T00:36:23.800Z,407600
B00846REIS,2024-03-18T13:02:38.200Z,US,2024-03-18T12:56:48.400Z,349800
B00846REIS,2024-03-18T14:23:26.400Z,US,2024-03-18T14:17:59.200Z,327200
B00846REIS,2024-03-18T13:07:00Z,US,2024-03-18T13:06:58Z,2000
B0757CRTLY,2024-03-17T18:06:52.400Z,US,2024-03-17T17:28:41.300Z,2291100
B00846REIS,2024-03-18T12:19:31.900Z,US,2024-03-18T12:19:29.600Z,2300
