asin,end_time,reading_marketplace,start_time,total_reading_milliseconds
B09QY2KWKY,2024-03-03T03:11:43.100Z,US,2024-03-03T03:07:43.200Z,239900
B09QY2KWKY,2024-03-02T19:43:41.300Z,US,2024-03-02T19:43:36.400Z,4900
B09QY2KWKY,2024-03-03T00:50:49.300Z,US,2024-03-03T00:48:38.500Z,130800
B09QY2KWKY,2024-03-03T05:54:43.200Z,US,2024-03-03T05:40:50.800Z,832400
B09QY2KWKY,2024-03-02T23:28:04.100Z,US,2024-03-02T23:20:14.900Z,469200
B09QY2KWKY,2024-03-03T03:59:03.300Z,US,2024-03-03T03:51:14.300Z,469000
B09HLCTYZ8,2024-03-03T07:26:24.800Z,US,2024-03-03T07:26:21.500Z,3300
B08Y6DCS1Y,2024-03-03T07:26:50.200Z,US,2024-03-03T07:26:40.500Z,9700
B09QY2KWKY,2024-03-03T03:35:05.500Z,US,2024-03-03T03:32:02.800Z,182700
B09QY2KWKY,2024-03-03T02:31:51.300Z,US,2024-03-03T02:29:21.400Z,149900
B09QY2KWKY,2024-03-02T19:24:53.900Z,US,2024-03-02T19:21:15.900Z,218000
B01MST9RU9,2024-03-03T14:58:48.800Z,US,2024-03-03T14:58:32.400Z,16400
B09QY2KWKY,2024-03-03T00:26:58.700Z,US,2024-03-03T00:26:53.400Z,5300
B09QY2KWKY,2024-03-02T16:28:09.700Z,US,2024-03-02T16:16:45.400Z,684300
B09QY2KWKY,2024-03-02T19:42:53.800Z,US,2024-03-02T19:38:12.800Z,281000
B09QY2KWKY,2024-03-03T00:41:16Z,US,2024-03-03T00:40:26.700Z,49300
B09QY2KWKY,2024-03-02T19:37:41.200Z,US,2024-03-02T19:28:21.400Z,559800
B09QY2KWKY,2024-03-02T21:59:54.700Z,US,2024-03-02T21:59:13.400Z,41300
B09QY2KWKY,2024-03-03T04:10:28.700Z,US,2024-03-03T04:10:17Z,11700
B09QY2KWKY,2024-03-03T00:32:07.800Z,US,2024-03-03T00:32:03.400Z,4400
B09QY2KWKY,2024-03-02T16:32:51Z,US,2024-03-02T16:32:09.400Z,41600
B09QY2KWKY,2024-03-02T18:04:42.100Z,US,2024-03-02T18:02:02.400Z,159700
B09QY2KWKY,2024-03-03T05:07:16.200Z,US,2024-03-03T05:07:10.800Z,5400
B09QY2KWKY,2024-03-03T04:31:46.200Z,US,2024-03-03T04:18:23Z,803200
B09QY2KWKY,2024-03-03T03:22:30Z,US,2024-03-03T03:17:04.800Z,325200
B09QY2KWKY,2024-03-03T06:03:15.600Z,US,2024-03-03T06:02:59.500Z,16100
B09QY2KWKY,2024-03-03T09:05:02.400Z,US,2024-03-03T09:04:55.900Z,6500
B09QY2KWKY,2024-03-02T16:41:20.400Z,US,2024-03-02T16:40:48.700Z,31700
B09QY2KWKY,2024-03-03T03:06:16.100Z,US,2024-03-03T03:00:29.700Z,346400
B0BDW9C3JY,2024-03-03T07:26:18.400Z,US,2024-03-03T07:26:05.300Z,13100
B09QY2KWKY,2024-03-03T06:06:23.500Z,US,2024-03-03T06:06:15.200Z,8300
B09NJBVM8Z,2024-03-03T09:07:38.400Z,US,2024-03-03T09:06:39.700Z,58700
B09QY2KWKY,2024-03-02T15:55:51.400Z,US,2024-03-02T15:53:56.100Z,115300
B09QY2KWKY,2024-03-03T00:31:43.400Z,US,2024-03-03T00:27:00.900Z,282500
B09QY2KWKY,2024-03-03T01:59:44.400Z,US,2024-03-03T01:59:18.700Z,25700
B09QY2KWKY,2024-03-03T04:41:44.100Z,US,2024-03-03T04:38:31Z,193100
B076G47245,2024-03-03T07:52:43.200Z,US,2024-03-03T07:52:36.700Z,6500
B09QY2KWKY,2024-03-02T16:43:29.300Z,US,2024-03-02T16:41:23.600Z,125700
B01MST9RU9,2024-03-03T15:09:24.300Z,US,2024-03-03T15:03:09.300Z,375000
B09QY2KWKY,2024-03-03T00:32:46.800Z,US,2024-03-03T00:32:10.800Z,36000
B09QY2KWKY,2024-03-03T06:10:19Z,US,2024-03-03T06:06:46.600Z,212400
B09QY2KWKY,2024-03-02T15:53:12.700Z,US,2024-03-02T15:45:25.700Z,467000
B09QY2KWKY,2024-03-02T15:44:58.700Z,US,2024-03-02T15:16:58Z,1680700
B09QY2KWKY,2024-03-02T22:20:48.300Z,US,2024-03-02T22:19:52.300Z,56000
B09QY2KWKY,2024-03-03T03:51:13.100Z,US,2024-03-03T03:51:08.100Z,5000
B09QY2KWKY,2024-03-02T18:33:50.300Z,US,2024-03-02T18:27:51.700Z,358600
B09QY2KWKY,2024-03-02T19:10:52.400Z,US,2024-03-02T19:03:47.200Z,425200
B09QY2KWKY,2024-03-02T18:02:00.300Z,US,2024-03-02T17:56:32.600Z,327700
B09QY2KWKY,2024-03-03T03:59:12.600Z,US,2024-03-03T03:59:08Z,4600
B0BCHJ9885,2024-03-03T07:47:20.100Z,US,2024-03-03T07:47:00.900Z,19200
B09QY2KWKY,2024-03-03T07:27:02.500Z,US,2024-03-03T07:26:54.700Z,7800
B09QY2KWKY,2024-03-03T01:41:42.200Z,US,2024-03-03T01:41:40.300Z,1900
B09QY2KWKY,2024-03-03T04:14:30.700Z,US,2024-03-03T04:10:31.900Z,238800
B091SLLP6H,2024-03-03T07:27:42.400Z,US,2024-03-03T07:27:30.700Z,11700
B0CB1RMZRC,2024-03-03T07:24:30.300Z,US,2024-03-03T07:24:21Z,9300
B076G47245,2024-03-03T08:56:59Z,US,2024-03-03T08:56:53.100Z,5900
B09QY2KWKY,2024-03-02T15:16:41.700Z,US,2024-03-02T15:14:35.300Z,126400
B09QY2KWKY,2024-03-02T17:49:16.200Z,US,2024-03-02T17:45:33Z,223200
B09QY2KWKY,2024-03-03T00:26:41Z,US,2024-03-03T00:22:20.200Z,260800
B09QY2KWKY,2024-03-03T03:40:28.200Z,US,2024-03-03T03:40:24.800Z,3400
B09QY2KWKY,2024-03-02T16:05:18.700Z,US,2024-03-02T16:01:22.600Z,236100
B09QY2KWKY,2024-03-02T19:28:16Z,US,2024-03-02T19:25:19.900Z,176100
B09QY2KWKY,2024-03-03T00:17:26.900Z,US,2024-03-03T00:17:21.300Z,5600
B01MST9RU9,2024-03-03T14:52:53.900Z,US,2024-03-03T14:50:28.300Z,145600
B09QY2KWKY,2024-03-03T06:59:52.600Z,US,2024-03-03T06:59:45.700Z,6900
B09QY2KWKY,2024-03-02T17:22:11.900Z,US,2024-03-02T17:22:08.200Z,3700
B09QY2KWKY,2024-03-02T21:46:48.600Z,US,2024-03-02T21:46:15.200Z,33400
B09QY2KWKY,2024-03-03T05:13:40.100Z,US,2024-03-03T05:13:02.900Z,37200
B09QY2KWKY,2024-03-03T01:20:48.800Z,US,2024-03-03T01:17:44.600Z,184200
B09QY2KWKY,2024-03-02T18:22:23.600Z,US,2024-03-02T18:16:14.100Z,369500
B09X6KD3CS,2024-03-03T07:25:17.500Z,US,2024-03-03T07:24:59.300Z,18200
B09QY2KWKY,2024-03-02T16:35:47.800Z,US,2024-03-02T16:34:38.100Z,69700
B09QY2KWKY,2024-03-03T01:43:17.200Z,US,2024-03-03T01:42:55.100Z,22100
B09QY2KWKY,2024-03-03T04:10:09.500Z,US,2024-03-03T03:59:14.300Z,655200
B09QY2KWKY,2024-03-03T00:18:58.700Z,US,2024-03-03T00:18:56.200Z,2500
B09QY2KWKY,2024-03-03T00:39:34.100Z,US,2024-03-03T00:34:56.600Z,277500
B09QY2KWKY,2024-03-02T17:45:12.400Z,US,2024-03-02T17:27:21.700Z,1070700
B09QY2KWKY,2024-03-03T03:51:01.100Z,US,2024-03-03T03:47:12.900Z,228200
B09QY2KWKY,2024-03-03T05:36:27.900Z,US,2024-03-03T05:28:31.800Z,476100
B09QY2KWKY,2024-03-02T21:51:54.100Z,US,2024-03-02T21:51:16.800Z,37300
B09QY2KWKY,2024-03-03T05:16:59.600Z,US,2024-03-03T05:16:49.200Z,10400
B09QY2KWKY,2024-03-03T03:31:57.700Z,US,2024-03-03T03:28:40Z,197700
B076G47245,2024-03-03T08:39:50.700Z,US,2024-03-03T08:38:05.700Z,105000
B09QY2KWKY,2024-03-02T22:29:27Z,US,2024-03-02T22:26:20.900Z,186100
B09QY2KWKY,2024-03-03T03:40:50.900Z,US,2024-03-03T03:40:32.800Z,18100
B09QY2KWKY,2024-03-02T21:45:46.200Z,US,2024-03-02T21:45:14.500Z,31700
B09QY2KWKY,2024-03-03T04:38:30.100Z,US,2024-03-03T04:35:18.500Z,191600
B09QY2KWKY,2024-03-02T17:27:16.300Z,US,2024-03-02T17:22:14.700Z,301600
B09QY2KWKY,2024-03-02T23:36:20.900Z,US,2024-03-02T23:28:25.100Z,475800
B09QY2KWKY,2024-03-02T20:10:19Z,US,2024-03-02T19:43:56.200Z,1582800
B09QY2KWKY,2024-03-02T21:47:21.500Z,US,2024-03-02T21:46:58Z,23500
B09QY2KWKY,2024-03-03T07:28:09.600Z,US,2024-03-03T07:28:05.600Z,4000
B01MYYEYWP,2024-03-04T02:47:41Z,US,2024-03-04T02:46:56.400Z,44600
B0188332MI,2024-03-04T10:05:16Z,US,2024-03-04T10:05:06Z,10000
B01N5C6HP9,2024-03-03T17:57:07.300Z,US,2024-03-03T17:56:12.600Z,54700
B01MYYEYWP,2024-03-03T23:00:34.700Z,US,2024-03-03T22:55:26.200Z,308500
B01N7GREG9,2024-03-04T08:27:02.600Z,US,2024-03-04T08:22:42.600Z,260000
B09NJBVM8Z,2024-03-04T13:10:04.300Z,US,2024-03-04T13:09:55.800Z,8500
B01MYYEYWP,2024-03-04T02:46:46.600Z,US,2024-03-04T02:41:24.800Z,321800
B01N5C6HP9,2024-03-03T18:58:30.800Z,US,2024-03-03T18:49:23.500Z,547300
B01MYYEYWP,2024-03-03T22:19:22.400Z,US,2024-03-03T22:15:52.500Z,209900
B09NJBVM8Z,2024-03-04T15:12:23Z,US,2024-03-04T15:05:53.300Z,389700
B09NJBVM8Z,2024-03-04T13:30:23.500Z,US,2024-03-04T13:19:14.300Z,669200
B01N5C6HP9,2024-03-03T17:35:31.400Z,US,2024-03-03T17:32:12.500Z,198900
B01N7GREG9,2024-03-04T08:51:41.100Z,US,2024-03-04T08:41:00.700Z,640400
B01N5C6HP9,2024-03-03T19:46:25.700Z,US,2024-03-03T19:45:06.300Z,79400
B01N5C6HP9,2024-03-03T18:49:16Z,US,2024-03-03T18:47:44.200Z,91800
B01N7GREG9,2024-03-04T07:41:28.300Z,US,2024-03-04T07:38:52.300Z,156000
B01MYYEYWP,2024-03-03T23:15:11.300Z,US,2024-03-03T23:10:44.500Z,266800
B01MYYEYWP,2024-03-04T03:34:12.600Z,US,2024-03-04T03:34:10.300Z,2300
B01MTZDCUN,2024-03-04T05:48:09Z,US,2024-03-04T05:48:01.600Z,7400
B01N5C6HP9,2024-03-03T17:55:13.400Z,US,2024-03-03T17:43:54.700Z,678700
B01N5C6HP9,2024-03-03T18:44:28.100Z,US,2024-03-03T18:44:11.200Z,16900
B01N7GREG9,2024-03-04T08:10:17.800Z,US,2024-03-04T08:06:10.800Z,247000
B01MYYEYWP,2024-03-04T01:47:03.700Z,US,2024-03-04T01:46:22.700Z,41000
B01MYYEYWP,2024-03-04T02:31:24.400Z,US,2024-03-04T02:02:18.300Z,1746100
B01MYYEYWP,2024-03-03T22:29:13Z,US,2024-03-03T22:28:43.800Z,29200
B09NJBVM8Z,2024-03-04T14:25:44Z,US,2024-03-04T14:22:42.900Z,181100
B01N7GREG9,2024-03-04T08:56:47.100Z,US,2024-03-04T08:51:48.700Z,298400
B09NJBVM8Z,2024-03-04T13:18:55.400Z,US,2024-03-04T13:10:09.900Z,525500
B01MST9RU9,2024-03-03T17:24:38.200Z,US,2024-03-03T16:30:44Z,3234200
B01N7GREG9,2024-03-04T07:58:17.500Z,US,2024-03-04T07:41:37.300Z,1000200
B01MTZDCUN,2024-03-04T04:41:38Z,US,2024-03-04T04:36:55.800Z,282200
B01MYYEYWP,2024-03-04T03:28:20.400Z,US,2024-03-04T03:24:43.400Z,217000
B01MST9RU9,2024-03-03T16:28:18.300Z,US,2024-03-03T16:17:20.800Z,657500
B09NJBVM8Z,2024-03-04T14:33:26.600Z,US,2024-03-04T14:28:03.100Z,323500
B01N5C6HP9,2024-03-03T19:29:34.300Z,US,2024-03-03T19:24:37.500Z,296800
B01MTZDCUN,2024-03-04T05:41:00.200Z,US,2024-03-04T05:40:51.700Z,8500
B01N7GREG9,2024-03-04T09:03:56.300Z,US,2024-03-04T08:56:48.600Z,427700
B01N5C6HP9,2024-03-03T18:44:05.200Z,US,2024-03-03T18:32:53.700Z,671500
B01MST9RU9,2024-03-03T16:02:49.500Z,US,2024-03-03T15:55:44.700Z,424800
B01MYYEYWP,2024-03-03T23:56:13.300Z,US,2024-03-03T23:56:11.400Z,1900
B01MTZDCUN,2024-03-04T05:32:27.400Z,US,2024-03-04T04:42:37.300Z,2990100
B01MYYEYWP,2024-03-03T23:01:25.700Z,US,2024-03-03T23:01:20.700Z,5000
B01MYYEYWP,2024-03-04T02:48:20.500Z,US,2024-03-04T02:48:06.500Z,14000
B01MYYEYWP,2024-03-03T22:27:48.600Z,US,2024-03-03T22:22:12Z,336600
B01MTZDCUN,2024-03-04T05:38:06.100Z,US,2024-03-04T05:32:54.400Z,311700
B01N5C6HP9,2024-03-03T19:47:04Z,US,2024-03-03T19:46:56.100Z,7900
B01N7GREG9,2024-03-04T08:40:56.700Z,US,2024-03-04T08:33:40.300Z,436400
B01N5C6HP9,2024-03-03T18:28:48.400Z,US,2024-03-03T18:28:21.700Z,26700
B01N7GREG9,2024-03-04T09:18:51.700Z,US,2024-03-04T09:07:02.700Z,709000
B01MTZDCUN,2024-03-04T04:36:17Z,US,2024-03-04T04:29:01.200Z,435800
B01MYYEYWP,2024-03-04T00:48:29.400Z,US,2024-03-04T00:45:25.400Z,184000
B01N5C6HP9,2024-03-03T17:31:33.100Z,US,2024-03-03T17:31:15.600Z,17500
B09NJBVM8Z,2024-03-04T14:02:27.900Z,US,2024-03-04T14:01:42.800Z,45100
B01MYYEYWP,2024-03-03T22:54:26Z,US,2024-03-03T22:54:14.600Z,11400
B09NJBVM8Z,2024-03-04T14:18:14.700Z,US,2024-03-04T14:17:10.500Z,64200
B01MTZDCUN,2024-03-04T03:38:59.300Z,US,2024-03-04T03:38:59.300Z,0
B01MST9RU9,2024-03-03T16:17:11.500Z,US,2024-03-03T16:14:22.100Z,169400
B01N5C6HP9,2024-03-03T19:46:53.500Z,US,2024-03-03T19:46:28.600Z,24900
B01MYYEYWP,2024-03-03T20:21:14Z,US,2024-03-03T20:21:14Z,0
B01MTZDCUN,2024-03-04T04:15:18.700Z,US,2024-03-04T04:15:03.800Z,14900
B01N5C6HP9,2024-03-03T19:44:47.500Z,US,2024-03-03T19:30:58.500Z,829000
B01MYYEYWP,2024-03-03T23:56:10.400Z,US,2024-03-03T23:55:31.600Z,38800
B00DE5EBZ8,2024-03-04T10:07:57.500Z,US,2024-03-04T10:07:29Z,28500
B01MYYEYWP,2024-03-03T23:10:11.800Z,US,2024-03-03T23:01:30.700Z,521100
B01N5C6HP9,2024-03-03T18:27:45.300Z,US,2024-03-03T18:25:59.500Z,105800
B01MYYEYWP,2024-03-04T03:19:03.300Z,US,2024-03-04T03:15:38.800Z,204500
B01N5C6HP9,2024-03-03T18:32:21.800Z,US,2024-03-03T18:29:54.900Z,146900
B01MYYEYWP,2024-03-03T20:37:32.100Z,US,2024-03-03T20:27:15.600Z,616500
B00DE5EBZ8,2024-03-04T10:09:46.700Z,US,2024-03-04T10:09:42.600Z,4100
B01MYYEYWP,2024-03-03T23:01:12Z,US,2024-03-03T23:00:59.200Z,12800
B01MYYEYWP,2024-03-04T02:51:32.300Z,US,2024-03-04T02:48:39.100Z,173200
B09NJBVM8Z,2024-03-04T15:20:40.400Z,US,2024-03-04T15:13:57.900Z,402500
B01MYYEYWP,2024-03-04T03:06:38.400Z,US,2024-03-04T03:04:58.300Z,100100
B0188332MI,2024-03-04T10:06:03.300Z,US,2024-03-04T10:05:58.300Z,5000
B01MYYEYWP,2024-03-04T01:26:49Z,US,2024-03-04T00:54:34.800Z,1934200
B09NJBVM8Z,2024-03-04T15:05:42Z,US,2024-03-04T14:36:01.100Z,1780900
B01MST9RU9,2024-03-03T15:55:32.800Z,US,2024-03-03T15:27:58Z,1654800
B01MYYEYWP,2024-03-04T01:29:17.400Z,US,2024-03-04T01:28:43.200Z,34200
B01MYYEYWP,2024-03-03T23:10:36.300Z,US,2024-03-03T23:10:34.800Z,1500
B01MYYEYWP,2024-03-04T03:29:18.900Z,US,2024-03-04T03:29:11Z,7900
B01N7GREG9,2024-03-04T09:04:16.300Z,US,2024-03-04T09:04:11.500Z,4800
B09NJBVM8Z,2024-03-04T14:10:07.600Z,US,2024-03-04T14:07:32.700Z,154900
B09NJBVM8Z,2024-03-04T10:07:13.300Z,US,2024-03-04T10:06:54.200Z,19100
B09NJBVM8Z,2024-03-04T14:16:10.300Z,US,2024-03-04T14:10:20.900Z,349400
B01N5C6HP9,2024-03-03T17:28:51.800Z,US,2024-03-03T17:28:29.200Z,22600
B01N7GREG9,2024-03-04T08:22:32.600Z,US,2024-03-04T08:10:49.400Z,703200
B01MTZDCUN,2024-03-04T04:20:19.800Z,US,2024-03-04T04:17:46.700Z,153100
B09NJBVM8Z,2024-03-04T13:09:44.600Z,US,2024-03-04T13:09:35.400Z,9200
B09NJBVM8Z,2024-03-04T00:06:28.900Z,US,2024-03-04T00:06:21.300Z,7600
B01MYYEYWP,2024-03-04T03:33:18.600Z,US,2024-03-04T03:31:23Z,115600
B01MTZDCUN,2024-03-04T04:38:26.925Z,US,2024-03-04T04:38:26.925Z,0
B01N5C6HP9,2024-03-03T19:23:13Z,US,2024-03-03T19:21:47.200Z,85800
B01N7GREG9,2024-03-04T08:33:22.200Z,US,2024-03-04T08:27:17.400Z,364800
B01MTZDCUN,2024-03-04T04:14:38.900Z,US,2024-03-04T03:40:27.100Z,2051800
B01MYYEYWP,2024-03-04T03:00:04Z,US,2024-03-04T02:59:49.200Z,14800
B01MTZDCUN,2024-03-04T04:28:58.800Z,US,2024-03-04T04:23:00.700Z,358100
B01MTZDCUN,2024-03-04T05:57:35.469Z,US,2024-03-04T05:57:35.469Z,0
B01MTZDCUN,2024-03-04T05:47:45.200Z,US,2024-03-04T05:41:21.200Z,384000
B01MST9RU9,2024-03-03T16:14:18.200Z,US,2024-03-03T16:08:13.900Z,364300
B01N5C6HP9,2024-03-03T18:08:13.500Z,US,2024-03-03T18:07:43.200Z,30300
B01MYYEYWP,2024-03-03T20:56:25Z,US,2024-03-03T20:37:48Z,1117000
B01MYYEYWP,2024-03-04T00:51:35.300Z,US,2024-03-04T00:50:25.300Z,70000
B01MYYEYWP,2024-03-04T03:29:00.400Z,US,2024-03-04T03:28:55.300Z,5100
B01MYYEYWP,2024-03-03T22:45:53.900Z,US,2024-03-03T22:30:31.500Z,922400
B09NJBVM8Z,2024-03-04T14:06:52.900Z,US,2024-03-04T14:03:32.200Z,200700
B01N5C6HP9,2024-03-03T18:25:36.600Z,US,2024-03-03T18:25:18.100Z,18500
B01MYYEYWP,2024-03-03T22:55:02.400Z,US,2024-03-03T22:54:53.200Z,9200
B01MYYEYWP,2024-03-04T02:34:26Z,US,2024-03-04T02:32:31.700Z,114300
B07QNKVR3N,2024-03-04T10:06:38.400Z,US,2024-03-04T10:06:25.300Z,13100
B01N5C6HP9,2024-03-03T17:57:45.600Z,US,2024-03-03T17:57:29.100Z,16500
B01MYYEYWP,2024-03-04T01:28:19.100Z,US,2024-03-04T01:28:07.800Z,11300
B01N7GREG9,2024-03-04T08:06:01.800Z,US,2024-03-04T07:58:27.100Z,454700
B09NJBVM8Z,2024-03-04T15:21:58.500Z,US,2024-03-04T15:21:28.300Z,30200
B01MYYEYWP,2024-03-04T02:00:52.100Z,US,2024-03-04T01:49:14.200Z,697900
B09NJBVM8Z,2024-03-04T10:29:39.200Z,US,2024-03-04T10:09:51.400Z,1187800
B01MYYEYWP,2024-03-03T21:02:00.400Z,US,2024-03-03T21:01:35.800Z,24600
B01N5C6HP9,2024-03-03T20:27:14.300Z,US,2024-03-03T19:54:22Z,1972300
B0994RZ2L1,2024-03-03T07:27:45.998Z,US,2024-03-03T07:27:45.998Z,0
B01N5C6HP9,2024-03-03T19:54:21Z,US,2024-03-03T19:47:33.300Z,407700
B01MYYEYWP,2024-03-04T01:44:55.400Z,US,2024-03-04T01:30:34.400Z,861000
B09NJBVM8Z,2024-03-04T14:20:51.700Z,US,2024-03-04T14:19:07.200Z,104500
B01N5C6HP9,2024-03-03T18:44:08.500Z,US,2024-03-03T18:44:06.900Z,1600
B01N5C6HP9,2024-03-03T18:18:42.400Z,US,2024-03-03T18:08:48.400Z,594000
B01N5C6HP9,2024-03-03T18:29:35.700Z,US,2024-03-03T18:29:30.900Z,4800
B01MYYEYWP,2024-03-03T22:21:44.900Z,US,2024-03-03T22:19:58.300Z,106600
B09NJBVM8Z,2024-03-04T14:22:21.600Z,US,2024-03-04T14:21:17.700Z,63900
B01N5C6HP9,2024-03-03T17:25:47.300Z,US,2024-03-03T17:24:47.400Z,59900
B01MTZDCUN,2024-03-04T04:22:55.700Z,US,2024-03-04T04:20:29.200Z,146500
B01MYYEYWP,2024-03-04T02:58:12.600Z,US,2024-03-04T02:51:33.700Z,398900
B01N7GREG9,2024-03-04T09:07:01.700Z,US,2024-03-04T09:04:17.200Z,164500
B01N5C6HP9,2024-03-03T18:24:45.300Z,US,2024-03-03T18:19:13.100Z,332200
B01MYYEYWP,2024-03-04T03:37:19.400Z,US,2024-03-04T03:35:16.100Z,123300
B01MYYEYWP,2024-03-04T03:39:53.300Z,US,2024-03-04T03:37:48.400Z,124900
B0188332MI,2024-03-04T10:04:40.800Z,US,2024-03-04T10:03:43.800Z,57000
B01N7GREG9,2024-03-04T09:04:10Z,US,2024-03-04T09:04:06.400Z,3600
B09NJBVM8Z,2024-03-05T00:09:26.200Z,US,2024-03-04T23:55:45Z,821200
B09NJBVM8Z,2024-03-04T21:19:31Z,US,2024-03-04T21:19:30.100Z,900
B09NJBVM8Z,2024-03-04T21:35:30.600Z,US,2024-03-04T21:29:43Z,347600
B09NJBVM8Z,2024-03-04T13:27:03.493Z,US,2024-03-04T13:27:03.493Z,0
B09NJBVM8Z,2024-03-05T00:41:40.800Z,US,2024-03-05T00:39:36Z,124800
B09NJBVM8Z,2024-03-04T21:18:35.100Z,US,2024-03-04T20:55:41.600Z,1373500
B07QNKVR3N,2024-03-05T11:55:01.500Z,US,2024-03-05T11:54:44.900Z,16600
B07QNKVR3N,2024-03-05T12:00:06.500Z,US,2024-03-05T11:55:10.500Z,296000
B09NJBVM8Z,2024-03-04T15:59:41.700Z,US,2024-03-04T15:59:33.300Z,8400
B09NJBVM8Z,2024-03-05T00:10:39.100Z,US,2024-03-05T00:10:14.500Z,24600
B09NJBVM8Z,2024-03-04T22:33:41Z,US,2024-03-04T22:30:42.900Z,178100
B09NJBVM8Z,2024-03-05T00:43:48.200Z,US,2024-03-05T00:42:14Z,94200
B09NJBVM8Z,2024-03-05T00:44:38.600Z,US,2024-03-05T00:43:57Z,41600
B07QNKVR3N,2024-03-05T03:15:18.800Z,US,2024-03-05T02:52:38.600Z,1360200
B09NJBVM8Z,2024-03-04T15:34:42.700Z,US,2024-03-04T15:24:49.200Z,593500
B09NJBVM8Z,2024-03-04T18:57:37.600Z,US,2024-03-04T18:46:29.800Z,667800
B09NJBVM8Z,2024-03-05T01:01:54.700Z,US,2024-03-05T00:52:48.400Z,546300
B09NJBVM8Z,2024-03-04T23:50:24Z,US,2024-03-04T23:50:22.400Z,1600
B09NJBVM8Z,2024-03-05T00:09:54.700Z,US,2024-03-05T00:09:34.500Z,20200
B09NJBVM8Z,2024-03-04T20:05:56.200Z,US,2024-03-04T20:05:31Z,25200
B07QNKVR3N,2024-03-05T02:10:48.500Z,US,2024-03-05T02:10:21.900Z,26600
B09NJBVM8Z,2024-03-04T16:36:37.100Z,US,2024-03-04T16:35:43.200Z,53900
B09NJBVM8Z,2024-03-04T22:08:07.800Z,US,2024-03-04T22:06:26.300Z,101500
B09NJBVM8Z,2024-03-04T22:48:12.500Z,US,2024-03-04T22:46:09.800Z,122700
B07QNKVR3N,2024-03-05T04:45:06.500Z,US,2024-03-05T04:45:04Z,2500
B09NJBVM8Z,2024-03-04T23:49:08.700Z,US,2024-03-04T23:43:19.700Z,349000
B09NJBVM8Z,2024-03-04T15:54:01.100Z,US,2024-03-04T15:43:42.700Z,618400
B09NJBVM8Z,2024-03-04T16:58:32.600Z,US,2024-03-04T16:52:49Z,343600
B076G47245,2024-03-05T02:32:59.600Z,US,2024-03-05T02:30:28.800Z,150800
B09NJBVM8Z,2024-03-04T21:55:39.700Z,US,2024-03-04T21:35:51.600Z,1188100
B076G47245,2024-03-05T02:36:26.700Z,US,2024-03-05T02:36:23.700Z,3000
B076G47245,2024-03-05T02:36:04.900Z,US,2024-03-05T02:34:41.400Z,83500
B09NJBVM8Z,2024-03-04T20:10:47.500Z,US,2024-03-04T20:09:22.700Z,84800
B09NJBVM8Z,2024-03-04T22:30:24.200Z,US,2024-03-04T22:29:52.100Z,32100
B07QNKVR3N,2024-03-05T04:57:26.300Z,US,2024-03-05T04:47:33.500Z,592800
B07QNKVR3N,2024-03-05T08:16:50.900Z,US,2024-03-05T08:10:34.300Z,376600
B09NJBVM8Z,2024-03-04T23:19:53.600Z,US,2024-03-04T23:18:55.400Z,58200
B09NJBVM8Z,2024-03-04T20:04:51.300Z,US,2024-03-04T20:02:52.600Z,118700
B09NJBVM8Z,2024-03-04T19:39:06Z,US,2024-03-04T19:38:51.100Z,14900
B09NJBVM8Z,2024-03-04T22:45:59.800Z,US,2024-03-04T22:35:16.800Z,643000
B07QNKVR3N,2024-03-05T05:34:48.600Z,US,2024-03-05T04:59:02.100Z,2146500
B09NJBVM8Z,2024-03-05T00:24:03.100Z,US,2024-03-05T00:11:22.900Z,760200
B09NJBVM8Z,2024-03-04T19:44:46.100Z,US,2024-03-04T19:44:03.500Z,42600
B09NJBVM8Z,2024-03-04T23:32:05.300Z,US,2024-03-04T23:19:57.100Z,728200
B09NJBVM8Z,2024-03-04T15:58:45.700Z,US,2024-03-04T15:54:11.900Z,273800
B09NJBVM8Z,2024-03-04T22:29:42Z,US,2024-03-04T22:28:18.500Z,83500
B09NJBVM8Z,2024-03-04T22:19:47.900Z,US,2024-03-04T22:14:55.600Z,292300
B09NJBVM8Z,2024-03-04T22:33:55.600Z,US,2024-03-04T22:33:47.500Z,8100
B076G47245,2024-03-05T02:33:46.100Z,US,2024-03-05T02:33:31.800Z,14300
B07QNKVR3N,2024-03-05T04:12:56.700Z,US,2024-03-05T03:38:48Z,2048700
B09NJBVM8Z,2024-03-04T23:18:20.700Z,US,2024-03-04T22:49:50.100Z,1710600
B09NJBVM8Z,2024-03-04T23:55:05.100Z,US,2024-03-04T23:54:46.800Z,18300
B076G47245,2024-03-05T02:33:58.600Z,US,2024-03-05T02:33:48Z,10600
B01N7GREG9,2024-03-04T07:33:09.883Z,US,2024-03-04T07:33:09.883Z,0
B09NJBVM8Z,2024-03-04T17:08:10.600Z,US,2024-03-04T17:06:06.800Z,123800
B09NJBVM8Z,2024-03-04T22:26:24.500Z,US,2024-03-04T22:26:12Z,12500
B09NJBVM8Z,2024-03-05T00:51:55.400Z,US,2024-03-05T00:50:10.300Z,105100
B09NJBVM8Z,2024-03-05T00:24:45.900Z,US,2024-03-05T00:24:44.200Z,1700
B07QNKVR3N,2024-03-05T15:02:40.600Z,US,2024-03-05T14:48:28.300Z,852300
B09NJBVM8Z,2024-03-04T20:14:05Z,US,2024-03-04T20:13:35.400Z,29600
