ASIN,Annotation Type,Customer modified date on device,DSN,ContentType,Format,Creation Date,LastUpdatedDate,Highlight,Version,Selection Type,Note,Is Deleted
B09J98P1GX,audible.last_heard,2024-04-15T18:44:10Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_XHE,2024-04-11T08:57:51Z,2024-04-15T18:45:40Z,,Not Available,Not Available,Not Available,FALSE
B07M79KY6L,audible.last_heard,2024-04-15T18:48:01Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-11T21:45:41Z,2024-04-15T18:49:05Z,,Not Available,Not Available,Not Available,FALSE
B0CY5SZ44G,audible.clip,2024-04-13T07:09:23Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-13T07:09:23Z,2024-04-13T07:09:23Z,,{c_version:58647321},Not Available,Not Available,FALSE
B0CY5SZ44G,audible.bookmark,2024-04-13T07:09:23Z,Not Available,AUDI,M4A_AAX_44,2024-04-13T07:09:23Z,2024-04-13T07:09:23Z,,Not Available,Not Available,Not Available,FALSE
B0CY5SZ44G,audible.clip,2024-04-14T13:28:45Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-14T13:28:45Z,2024-04-14T13:28:45Z,,{c_version:58647321},Not Available,Not Available,FALSE
B0CY5SZ44G,audible.bookmark,2024-04-14T13:28:45Z,Not Available,AUDI,M4A_AAX_44,2024-04-14T13:28:45Z,2024-04-14T13:28:45Z,,Not Available,Not Available,Not Available,FALSE
B0CY5SZ44G,audible.last_heard,2024-04-15T18:49:05Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-13T02:44:26Z,2024-04-15T18:49:05Z,,Not Available,Not Available,Not Available,FALSE
B0CC36WCZY,audible.last_heard,2024-04-15T18:52:01Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_EC3,2024-04-11T22:16:51Z,2024-04-15T18:52:08Z,,Not Available,Not Available,Not Available,FALSE
B09KVJR2VP,audible.last_heard,2024-04-15T18:52:07Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-10T21:49:31Z,2024-04-15T18:53:14Z,,Not Available,Not Available,Not Available,FALSE
B08CMB2WMV,audible.last_heard,2024-04-15T18:53:57Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_XHE,2024-03-28T03:32:48Z,2024-04-15T18:56:32Z,,Not Available,Not Available,Not Available,FALSE
B09V3FZKGH,audible.last_heard,2024-04-15T18:57:27Z,QFjDUBTeNSL1a0QIguiSRgF8qfZaWxEm9nvz9A0E,AUDI,M4A_AAX_44_64,2024-04-04T08:58:13Z,2024-04-15T19:04:29Z,,Not Available,Not Available,Not Available,FALSE
B083QP35Z7,audible.last_heard,2024-04-15T19:36:22Z,cuBo0SbquCOUCgLoTutVpiSBVsN3xzShkp3AJ5US,AUDI,M4A_AAX_44,2024-04-15T16:53:23Z,2024-04-15T19:36:26Z,,Not Available,Not Available,Not Available,FALSE
