ASIN,Annotation Type,Customer modified date on device,DSN,ContentType,Format,Creation Date,LastUpdatedDate,Highlight,Version,Selection Type,Note,Is Deleted
B006ID0CH4,kindle.last_read,2021-06-29T23:27:22Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2019-01-14T13:50:08Z,2021-06-29T23:27:25Z,,Not Available,Not Available,Not Available,FALSE
B006ID0CH4,kindle.highlight,2021-06-29T23:27:40Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2021-06-29T23:27:44Z,2021-06-29T23:27:44Z,{mchl_color:yellow},Not Available,Not Available,Not Available,FALSE
B006ID0CH4,kindle.most_recent_read,2021-06-29T23:27:37Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2019-01-14T13:50:08Z,2021-06-29T23:27:44Z,,Not Available,Not Available,Not Available,FALSE
B006ID0CH4,kindle.continuous_read,2021-06-29T23:27:37Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2019-01-14T13:50:08Z,2021-06-29T23:27:44Z,,Not Available,Not Available,Not Available,FALSE
B07DZLJF1C,kindle.last_read,2021-06-30T02:59:08Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2021-06-29T23:26:28Z,2021-06-30T02:59:08Z,,Not Available,Not Available,Not Available,FALSE
B07DZLJF1C,kindle.most_recent_read,2021-07-09T03:26:12Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2021-06-29T23:26:28Z,2021-07-09T03:28:31Z,,Not Available,Not Available,Not Available,FALSE
B07DZLJF1C,kindle.continuous_read,2021-07-09T03:26:12Z,391232D6EBBE42E495E6239508CF8F26,EBOK,YJBinary,2021-06-29T23:26:28Z,2021-07-09T03:28:31Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-14T05:32:15Z,90C60706529300QE,EBOK,YJBinary,2019-02-14T05:45:05Z,2019-02-14T05:45:05Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-14T05:29:19Z,90C60706529300QE,EBOK,YJBinary,2019-02-14T05:45:05Z,2019-02-14T05:45:05Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.note,2019-02-14T05:32:15Z,90C60706529300QE,EBOK,YJBinary,2019-02-14T05:45:05Z,2019-02-14T05:45:05Z,,Not Available,Not Available,Loom up later - good keyword ,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:48:31Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:48:47Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:49:44Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.note,2019-02-17T20:15:22Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Great antecdote about convincing others to choose creativitg over logic - billboards,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:48:08Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:14:16Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:47:54Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:17:25Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:45:59Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:28:54Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:36:56Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:17:11Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:26:30Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2019-02-17T20:27:18Z,90C60706529300QE,EBOK,YJBinary,2019-02-17T20:53:15Z,2019-02-17T20:53:15Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.last_read,2022-04-30T15:49:06Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2019-02-14T05:27:30Z,2022-04-30T15:49:09Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.highlight,2022-04-30T15:48:13Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T15:49:09Z,2022-04-30T15:49:09Z,{mchl_color:yellow},Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.most_recent_read,2022-04-30T15:49:06Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2019-02-14T05:27:30Z,2022-04-30T15:49:09Z,,Not Available,Not Available,Not Available,FALSE
B07KWL5L8Y,kindle.continuous_read,2022-04-30T15:49:06Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2019-02-14T05:27:30Z,2022-04-30T15:49:09Z,,Not Available,Not Available,Not Available,FALSE
B00KVRDACW,kindle.highlight,2022-04-30T16:42:32Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T16:56:12Z,2022-04-30T16:56:12Z,{mchl_color:yellow},Not Available,Not Available,Not Available,FALSE
B00KVRDACW,kindle.highlight,2022-04-30T16:43:09Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T16:56:12Z,2022-04-30T16:56:12Z,{mchl_color:yellow},Not Available,Not Available,Not Available,FALSE
B00KVRDACW,kindle.last_read,2022-04-30T17:05:08Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T15:59:46Z,2022-04-30T17:05:09Z,,Not Available,Not Available,Not Available,FALSE
B00KVRDACW,kindle.most_recent_read,2022-04-30T17:05:08Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T15:59:46Z,2022-04-30T17:05:09Z,,Not Available,Not Available,Not Available,FALSE
B00KVRDACW,kindle.continuous_read,2022-04-30T17:05:08Z,69907CF9FC8644BD8531BDBA0B623A42,EBOK,YJBinary,2022-04-30T15:59:46Z,2022-04-30T17:05:09Z,,Not Available,Not Available,Not Available,FALSE
B01NAEEJJV,audible.last_heard,2023-10-12T17:01:04Z,QFjDUBTeNSL1a0QIguiSRgF8qfZaWxEm9nvz9A0E,AUDI,M4A_AAX,2023-10-09T15:48:16Z,2023-10-12T17:01:04Z,,Not Available,Not Available,Not Available,FALSE
B084M5S1B4,kindle.most_recent_read,2024-02-23T22:23:08Z,DFE17369AE255C3FBCC54ABD864547FA,EBSP,Mobi8,2024-02-23T22:22:58Z,2024-02-23T22:23:08Z,,Not Available,Not Available,Not Available,FALSE
B0B232HFC9,kindle.highlight,2024-02-25T22:17:03Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-25T22:17:05Z,2024-02-25T22:25:11Z,{mchl_color:yellow},Not Available,Not Available,Not Available,TRUE
B0B232HFC9,kindle.last_read,2024-02-25T23:52:30Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-25T14:34:56Z,2024-02-25T23:52:40Z,,Not Available,Not Available,Not Available,FALSE
B0B232HFC9,kindle.most_recent_read,2024-02-25T23:57:50Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-25T14:34:56Z,2024-02-25T23:57:51Z,,Not Available,Not Available,Not Available,FALSE
B0B232HFC9,kindle.continuous_read,2024-02-25T23:57:50Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-25T14:34:56Z,2024-02-25T23:57:51Z,,Not Available,Not Available,Not Available,FALSE
B07J2VTTL9,kindle.last_read,2024-02-29T02:08:31Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T01:27:07Z,2024-02-29T02:08:32Z,,Not Available,Not Available,Not Available,FALSE
B07J2VTTL9,kindle.most_recent_read,2024-02-29T02:08:31Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T01:27:07Z,2024-02-29T02:08:32Z,,Not Available,Not Available,Not Available,FALSE
B07J2VTTL9,kindle.continuous_read,2024-02-29T02:08:31Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T01:27:07Z,2024-02-29T02:08:32Z,,Not Available,Not Available,Not Available,FALSE
B00ONUYEZA,kindle.last_read,2024-02-29T02:25:20Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-23T22:34:40Z,2024-02-29T02:25:21Z,,Not Available,Not Available,Not Available,FALSE
B00ONUYEZA,kindle.most_recent_read,2024-02-29T02:30:44Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-23T22:34:40Z,2024-02-29T02:30:45Z,,Not Available,Not Available,Not Available,FALSE
B00ONUYEZA,kindle.continuous_read,2024-02-29T02:30:44Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-23T23:28:33Z,2024-02-29T02:30:45Z,,Not Available,Not Available,Not Available,FALSE
B0B6GRLKR1,audible.bookmark,2024-03-01T15:14:39Z,64A32768C3794A7CA443A2368E83E905,AUDI,AAX_22,2024-03-01T15:14:39Z,2024-03-01T15:14:39Z,,Not Available,Not Available,Not Available,FALSE
B0B6GRLKR1,audible.last_heard,2024-03-02T14:57:23Z,Not Available,AUDI,AAX_22,2024-03-01T12:56:45Z,2024-03-02T14:57:23Z,,Not Available,Not Available,Not Available,FALSE
B0CB1RMZRC,kindle.last_read,2024-03-03T07:24:22Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T03:08:45Z,2024-03-03T07:24:30Z,,Not Available,Not Available,Not Available,FALSE
B0CB1RMZRC,kindle.most_recent_read,2024-03-03T07:24:22Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T03:08:45Z,2024-03-03T07:24:30Z,,Not Available,Not Available,Not Available,FALSE
B0CB1RMZRC,kindle.continuous_read,2024-03-03T07:24:22Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T03:08:45Z,2024-03-03T07:24:30Z,,Not Available,Not Available,Not Available,FALSE
B08K62VYDJ,kindle.last_read,2024-03-03T07:24:37Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T14:32:45Z,2024-03-03T07:24:51Z,,Not Available,Not Available,Not Available,FALSE
B08K62VYDJ,kindle.most_recent_read,2024-03-03T07:24:37Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T14:32:45Z,2024-03-03T07:24:51Z,,Not Available,Not Available,Not Available,FALSE
B08K62VYDJ,kindle.continuous_read,2024-03-03T07:24:37Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T14:32:45Z,2024-03-03T07:24:51Z,,Not Available,Not Available,Not Available,FALSE
B09X6KD3CS,kindle.last_read,2024-03-03T07:25:17Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T08:33:24Z,2024-03-03T07:25:17Z,,Not Available,Not Available,Not Available,FALSE
B09X6KD3CS,kindle.most_recent_read,2024-03-03T07:25:17Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T08:33:24Z,2024-03-03T07:25:17Z,,Not Available,Not Available,Not Available,FALSE
B09X6KD3CS,kindle.continuous_read,2024-03-03T07:25:17Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T08:33:24Z,2024-03-03T07:25:17Z,,Not Available,Not Available,Not Available,FALSE
B09S1CMMBT,kindle.last_read,2024-03-03T07:25:34Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T20:52:54Z,2024-03-03T07:25:43Z,,Not Available,Not Available,Not Available,FALSE
B09S1CMMBT,kindle.most_recent_read,2024-03-03T07:25:34Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T20:52:54Z,2024-03-03T07:25:43Z,,Not Available,Not Available,Not Available,FALSE
B09S1CMMBT,kindle.continuous_read,2024-03-03T07:25:34Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-24T20:52:54Z,2024-03-03T07:25:43Z,,Not Available,Not Available,Not Available,FALSE
B0BDW83LGQ,kindle.last_read,2024-03-03T07:25:49Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:15:16Z,2024-03-03T07:26:01Z,,Not Available,Not Available,Not Available,FALSE
B0BDW83LGQ,kindle.most_recent_read,2024-03-03T07:25:49Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:15:16Z,2024-03-03T07:26:01Z,,Not Available,Not Available,Not Available,FALSE
B0BDW83LGQ,kindle.continuous_read,2024-03-03T07:25:49Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:15:16Z,2024-03-03T07:26:01Z,,Not Available,Not Available,Not Available,FALSE
B0BDW9C3JY,kindle.highlight,2024-02-27T16:02:11Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T16:47:43Z,2024-02-27T16:47:43Z,{mchl_color:yellow},Not Available,Not Available,Not Available,FALSE
B0BDW9C3JY,kindle.highlight,2024-02-27T17:49:06Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T17:49:07Z,2024-02-27T17:57:03Z,{mchl_color:yellow},Not Available,Not Available,Not Available,TRUE
B0BDW9C3JY,kindle.last_read,2024-02-27T22:56:07Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:17:41Z,2024-02-27T22:56:09Z,,Not Available,Not Available,Not Available,FALSE
B0BDW9C3JY,kindle.most_recent_read,2024-03-03T07:26:07Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:17:41Z,2024-03-03T07:26:18Z,,Not Available,Not Available,Not Available,FALSE
B0BDW9C3JY,kindle.continuous_read,2024-03-03T07:26:07Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-27T12:17:41Z,2024-03-03T07:26:18Z,,Not Available,Not Available,Not Available,FALSE
B09HLCTYZ8,kindle.highlight,2024-02-26T01:13:24Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T01:13:25Z,2024-02-26T01:32:20Z,{mchl_color:yellow},Not Available,Not Available,Not Available,TRUE
B09HLCTYZ8,kindle.last_read,2024-03-03T07:26:27Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T00:13:04Z,2024-03-03T07:26:32Z,,Not Available,Not Available,Not Available,FALSE
B09HLCTYZ8,kindle.most_recent_read,2024-03-03T07:26:27Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T00:13:04Z,2024-03-03T07:26:32Z,,Not Available,Not Available,Not Available,FALSE
B09HLCTYZ8,kindle.continuous_read,2024-03-03T07:26:27Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-26T00:13:04Z,2024-03-03T07:26:32Z,,Not Available,Not Available,Not Available,FALSE
B08Y6DCS1Y,kindle.bookmark,2024-02-29T12:27:48Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T12:28:42Z,2024-02-29T12:28:42Z,,Not Available,Not Available,Not Available,FALSE
B08Y6DCS1Y,kindle.last_read,2024-02-29T23:07:54Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T02:31:36Z,2024-02-29T23:08:08Z,,Not Available,Not Available,Not Available,FALSE
B08Y6DCS1Y,kindle.most_recent_read,2024-03-03T07:27:24Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T02:31:36Z,2024-03-03T07:27:30Z,,Not Available,Not Available,Not Available,FALSE
B08Y6DCS1Y,kindle.continuous_read,2024-03-03T07:27:24Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T02:31:36Z,2024-03-03T07:27:30Z,,Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:07:37Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:07:43Z,2024-03-01T00:07:43Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:10:32Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:10:33Z,2024-03-01T00:10:33Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:10:51Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:10:51Z,2024-03-01T00:10:51Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:11:08Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:11:08Z,2024-03-01T00:11:08Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:11:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:11:33Z,2024-03-01T00:11:33Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:11:51Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:11:51Z,2024-03-01T00:11:51Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:04Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:05Z,2024-03-01T00:12:05Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:16Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:17Z,2024-03-01T00:12:17Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:36Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:37Z,2024-03-01T00:12:37Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:49Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:49Z,2024-03-01T00:12:49Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:58Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:59Z,2024-03-01T00:12:59Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:13:15Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:13:16Z,2024-03-01T00:13:16Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:13:29Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:13:29Z,2024-03-01T00:13:29Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:14:02Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:14:02Z,2024-03-01T00:14:02Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:14:11Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:14:12Z,2024-03-01T00:14:12Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:14:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:14:33Z,2024-03-01T00:14:33Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T03:47:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T03:50:13Z,2024-03-01T03:50:13Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.highlight,2024-03-01T00:12:24Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T00:12:25Z,2024-03-01T06:25:21Z,{mchl_color:pink},Not Available,Not Available,Not Available,TRUE
B091SLLP6H,kindle.last_read,2024-03-03T07:27:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T22:44:14Z,2024-03-03T07:27:42Z,,Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.most_recent_read,2024-03-03T07:27:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T22:44:14Z,2024-03-03T07:27:42Z,,Not Available,Not Available,Not Available,FALSE
B091SLLP6H,kindle.continuous_read,2024-03-03T07:27:33Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-02-29T22:44:14Z,2024-03-03T07:27:42Z,,Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.bookmark,2024-03-01T15:14:39Z,64A32768C3794A7CA443A2368E83E905,EBOK,Mobi7,2024-03-01T15:14:38Z,2024-03-01T15:14:39Z,,Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:16:03Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:16:05Z,2024-03-01T15:16:05Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:16:38Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:16:38Z,2024-03-01T15:16:38Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:16:48Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:16:49Z,2024-03-01T15:16:49Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:17:11Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:17:12Z,2024-03-01T15:17:12Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:17:27Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:17:27Z,2024-03-01T15:17:27Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:17:40Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:17:40Z,2024-03-01T15:17:40Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:17:51Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:17:51Z,2024-03-01T15:17:51Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:18:01Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:18:02Z,2024-03-01T15:18:02Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:19:26Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:19:27Z,2024-03-01T15:19:27Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:19:39Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:19:40Z,2024-03-01T15:19:40Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:19:53Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:19:53Z,2024-03-01T15:19:53Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:20:01Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:20:02Z,2024-03-01T15:20:02Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.highlight,2024-03-01T15:20:11Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T15:20:11Z,2024-03-01T15:20:11Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.last_read,2024-03-03T07:27:45Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T12:14:51Z,2024-03-03T07:27:52Z,,Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.most_recent_read,2024-03-03T07:27:45Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T12:14:51Z,2024-03-03T07:27:52Z,,Not Available,Not Available,Not Available,FALSE
B0994RZ2L1,kindle.continuous_read,2024-03-03T07:27:45Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-01T12:14:51Z,2024-03-03T07:27:52Z,,Not Available,Not Available,Not Available,FALSE
B09QY2KWKY,kindle.highlight,2024-03-02T14:59:41Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-02T14:59:42Z,2024-03-02T14:59:42Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B09QY2KWKY,kindle.highlight,2024-03-02T15:00:13Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-02T15:00:14Z,2024-03-02T15:00:14Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B09QY2KWKY,kindle.highlight,2024-03-02T15:00:43Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-02T15:00:44Z,2024-03-02T15:00:44Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
B09QY2KWKY,kindle.highlight,2024-03-02T15:01:06Z,64A32768C3794A7CA443A2368E83E905,EBOK,YJBinary,2024-03-02T15:01:07Z,2024-03-02T15:01:07Z,{mchl_color:pink},Not Available,Not Available,Not Available,FALSE
