created_timestamp,search_string_length,preferred_marketplace,app_tab,country,outcome,device_family,store_results_shown,ASIN,library_results_shown,store_result_position,library_result_position,search_id
2024-04-14T23:55:16Z,18,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,D25B566D-74C3-439F-AC5E-46AC342B84CB
2025-04-12T14:23:33Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,3074B717-97F6-480E-8A4B-8906663946BA
2024-02-26T16:32:32Z,31,www.amazon.com,Home,,SearchAgain,Kindle for iOS,yes,B09X6KD3CS,No,1,No Results Selected,C3AC1EAE-BFA4-48D0-84E7-329542459DCF
2025-01-15T22:20:27Z,34,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2025-01-15T22:20:38Z,12,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,12,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2024-10-13T14:01:41Z,15,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,6CF1BB29-8B31-46E9-95E0-41BD931E7D75
2025-01-15T22:44:56Z,0,www.amazon.com,Home,,SearchAgain,Kindle for iOS,No,,No,No Results Selected,No Results Selected,ABCA9FEE-DC8F-4BE7-B4B0-7275713E4389
2024-12-10T01:16:27Z,7,www.amazon.com,Library,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,7611A110-6FD5-4B33-8031-B17FAD0218CC
2024-09-16T13:56:59Z,6,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,BD368A7D-9A37-4DCD-9924-6B472DF9D683
2025-06-30T20:38:40Z,5,www.amazon.com,Library,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,E14F5CAE-32CD-4AF2-850B-B64484B250B1
2024-10-14T23:37:39Z,21,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,E530BAE9-F50D-492E-AA71-F1D4B9D40F6E
2025-03-21T18:38:43Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,18EC5F2F-0A80-4513-9F77-B9AAE78E007E
2025-01-15T22:29:38Z,27,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,709BF1B8-569E-4396-AB2A-819D688B81C4
2024-10-03T23:33:11Z,34,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,106856F8-A85D-477D-83F0-D1A46009BCE5
2025-02-11T22:24:46Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,67FEFAAF-0FEF-419C-826B-0FA590C4FF7C
2024-02-29T02:30:50Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,5CB31E5E-D6A1-48D6-B00A-59D330100337
2025-03-01T21:08:24Z,12,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,DBDB6154-98F9-412D-95EA-060C8BD0B4A2
2024-03-22T03:18:37Z,17,www.amazon.com,Home,,ExitSearch,Kindle for iOS,No,,No,No Results Selected,No Results Selected,480D0CE7-29C3-4DB4-8E10-0D997459AD86
2024-04-09T18:53:20Z,12,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,D18BA7AA-15DA-4E7E-9A9B-BD1C6BC554D5
2025-06-13T17:52:16Z,24,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,8F37B02E-ABA7-4A3E-9FE6-01075153A375
2025-06-05T02:31:23Z,19,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,BDD083F9-BEEF-49E6-A678-AAC0BBA4B871
2025-06-08T00:28:51Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,C09ACF0A-BCF4-4F00-8BBF-FBEDA6A91461
2024-02-25T14:34:46Z,8,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,4,No Results Selected,729D7F9A-425B-4745-8253-858DBF506CB5
2024-09-27T11:27:35Z,34,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,D36DA53E-8BBF-434A-A671-E446EE2B1C7B
2024-02-25T23:59:33Z,11,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,89226270-1245-4A68-9990-8C557316BD10
2024-05-21T00:15:13Z,10,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,4992DF82-8F60-48CD-910D-DBD9E19E0FD5
2024-08-27T10:55:49Z,9,www.amazon.com,Library,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,00474426-057D-4B3D-8C16-F732B1F6D6D6
2025-06-29T23:08:25Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,C051446E-6D78-480E-8FEF-683939846A67
2024-08-27T10:53:58Z,15,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,3,No Results Selected,868B2E96-7137-4037-AD72-964EA4026855
2025-02-21T22:13:46Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,47EEB3BD-BC7F-44E4-9E74-D1DC3BC01FC7
2025-06-08T03:21:14Z,15,www.amazon.com,Home,,Reformulated,Kindle for iOS,No,,No,No Results Selected,No Results Selected,3A262902-D924-4489-BE73-887DD1222F99
2025-08-20T19:51:13Z,11,www.amazon.com,Home,,Reformulated,Kindle for iOS,No,,No,No Results Selected,No Results Selected,8F29742B-A1D0-45EE-8E54-A60768CCED4C
2024-10-01T00:41:28Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,368605A1-0B0D-4114-B698-A62AF2B8A1FE
2025-04-24T20:39:36Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,94125E6A-7481-4BDB-A837-F08B88949B50
2025-01-28T03:54:25Z,10,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,D7165108-CE66-408F-A521-C38CA2B770CD
2024-12-31T03:25:55Z,23,www.amazon.com,Library,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,20558F23-724A-4F37-88E3-F987882FCE72
2025-01-15T22:17:41Z,6,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2025-02-06T00:34:10Z,12,www.amazon.com,More,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,7BE44F5B-FA63-40E0-B5FE-947242EFAE7E
2024-02-29T01:03:02Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,D066507D-0BF5-45E5-B002-00376FD01493
2024-03-22T02:41:20Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,A70D4867-DF95-49CA-9D46-72631FB2DB91
2025-01-24T01:19:21Z,11,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,Yes,No Results Selected,1,8FCB8E68-3081-4103-8A48-FB2E6372C7C4
2025-03-12T23:04:02Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,67BFA016-8FC5-4984-994E-D074FEED9A76
2025-07-26T20:22:32Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,4F1F4F3D-CD59-4605-A1BD-C89B69150505
2024-08-12T09:21:56Z,10,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,7B2E4231-EA75-4B82-983D-105E732E5318
2025-04-23T10:42:21Z,12,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,2212AAC9-9963-40B5-BB61-7DECB172493F
2024-02-27T12:16:19Z,12,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,0E87B9CC-236B-4A76-9838-50907988EAAA
2024-03-26T04:28:06Z,36,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,yes,,No,1,No Results Selected,C8E35961-F467-430C-9C21-9BD4E05C2EE3
2024-03-28T02:33:48Z,12,www.amazon.com,Home,,Reformulated,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,D8F1033F-680B-4F93-8EFE-D1C6AFA1F6E2
2024-03-22T02:41:15Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,A70D4867-DF95-49CA-9D46-72631FB2DB91
2024-04-18T20:19:37Z,27,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,35109A68-B121-46E6-985D-7ECD5A33ECA8
2025-07-24T10:57:47Z,11,www.amazon.com,Library,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,B39E7017-D8EE-46E0-B2D4-97C4DCB60C3A
2025-06-05T02:34:17Z,17,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,416AF520-3BDF-4777-ADBE-ADBB04DFFC52
2025-08-20T20:09:35Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,38DEF70B-ECC6-463C-80B8-5BE6773CF78D
2024-12-18T22:24:55Z,29,www.amazon.com,Library,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,DCA73BAB-FA42-4946-BD8E-92BF8EA8B825
2024-10-04T03:03:23Z,34,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,106856F8-A85D-477D-83F0-D1A46009BCE5
2025-06-25T23:40:58Z,22,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,DE336222-1DFA-4485-BBC4-143838EC6AA9
2025-07-10T23:24:31Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,CDA4ECB1-8CC5-4804-A7A2-EABD24B17A37
2024-07-08T21:35:41Z,48,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,7CD520BE-BA73-4417-9272-0BEF3CE41E51
2024-10-23T22:32:18Z,8,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,F32811E4-915D-4C8F-88B5-C632F3272C44
2025-06-28T15:57:36Z,18,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,Yes,No Results Selected,2,0BC56355-D98B-4604-B3BB-DEBFFCC2F39D
2024-02-26T00:03:08Z,17,www.amazon.com,Home,,SearchAgain,Kindle for iOS,yes,,No,4,No Results Selected,FC25841C-95D6-4910-97DE-CC2F341F50C3
2025-06-30T20:38:44Z,5,www.amazon.com,Library,,ExitSearch,Kindle for iOS,yes,,Yes,No Results Selected,1,E14F5CAE-32CD-4AF2-850B-B64484B250B1
2025-06-05T02:38:20Z,23,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,5AA17F25-5D9A-4DC2-8B9A-7E0C1BE6285F
2024-12-10T01:16:14Z,7,www.amazon.com,Library,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,7611A110-6FD5-4B33-8031-B17FAD0218CC
2024-03-27T01:57:36Z,10,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,2,No Results Selected,61112238-96D8-4FD6-B95D-01C92EBF3DAB
2024-11-02T10:40:59Z,23,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,BD14AA69-82E4-4280-8CBE-B5CAED510DF2
2025-07-07T22:42:12Z,25,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,B035C367-3DD7-4B43-A1DC-88B845227DA2
2024-02-27T22:56:44Z,16,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,C8EBB3A7-9E03-4E08-9425-19F1CBC0E9E9
2025-01-15T22:22:20Z,12,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2024-03-22T02:50:09Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,97471CCA-9E6E-45CA-8B7C-25A745B40CF7
2024-12-09T22:01:16Z,15,www.amazon.com,Home,,SearchAgain,Kindle for iOS,yes,,Yes,No Results Selected,1,44679844-6525-40E6-8350-DF4C5170BE07
2025-06-24T01:22:54Z,21,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,4AC70EAF-CD89-462B-AAAC-1F46E8DE4A54
2025-05-31T17:58:29Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,7106C3B5-6AB2-4155-B64A-EFE4F40B5CB7
2024-08-17T20:48:56Z,0,www.amazon.com,Library,,SearchAgain,Kindle for iOS,No,,No,No Results Selected,No Results Selected,897D5A51-6EB0-4AC5-BD12-E49157992265
2025-09-27T17:09:05Z,0,www.amazon.com,Library,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,0B019F7B-8856-4D55-A133-71EA1A0E7ACE
2025-02-13T14:12:40Z,13,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,CCA8B32D-FF3B-43FE-A95C-AA28431A44C5
2024-08-17T07:47:40Z,15,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,D11C6236-951A-44B6-B092-E121D9B6BE14
2024-03-08T09:59:27Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,A0A677B5-424D-488A-B4D0-CCA56094DA6B
2024-03-07T04:48:50Z,16,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,yes,,No,6,No Results Selected,E959EE7B-6AAB-43E6-ABC9-329AB2C96344
2024-12-19T14:44:38Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,48831645-6723-4D7B-B3E2-48CF9C68E543
2025-01-12T14:26:42Z,8,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,1238D367-CE42-457F-A011-6C3DF1727438
2024-07-06T17:14:23Z,17,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,0FD806FE-4CF2-449E-BEB9-3AC478BAF081
2024-05-21T00:08:29Z,14,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,456BF28C-FB42-412E-8D78-DCDF95AF99C5
2025-02-11T22:24:49Z,18,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,67FEFAAF-0FEF-419C-826B-0FA590C4FF7C
2024-03-22T02:40:45Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,A70D4867-DF95-49CA-9D46-72631FB2DB91
2024-04-10T18:19:21Z,9,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,2,No Results Selected,E427BED3-DF06-44A4-A5E6-16042BA89A54
2025-08-20T20:12:31Z,26,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,38DEF70B-ECC6-463C-80B8-5BE6773CF78D
2024-03-04T10:06:10Z,13,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,2,No Results Selected,6AE7ECA2-8E8A-4745-8D66-2084D59946F6
2024-02-25T23:58:04Z,41,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,89226270-1245-4A68-9990-8C557316BD10
2024-08-17T07:17:53Z,14,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,CFF9B058-82F5-472F-960D-81804D73D85B
2025-04-21T19:04:19Z,17,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,785136F6-E775-4F35-B82D-45322524CFE1
2024-08-17T07:47:40Z,15,www.amazon.com,Home,,Reformulated,Kindle for iOS,No,,No,No Results Selected,No Results Selected,D11C6236-951A-44B6-B092-E121D9B6BE14
2024-08-17T07:17:41Z,16,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,6,No Results Selected,CFF9B058-82F5-472F-960D-81804D73D85B
2025-08-15T18:24:28Z,8,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,1ECA60C7-58E6-460B-B3AA-1A582FAFBEF6
2025-01-15T22:28:08Z,4,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,33915F96-AC78-4C68-BA45-61A7515F80BB
2025-03-20T20:12:22Z,18,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,5080CE84-6802-44CE-9380-9FC657BAC29C
2025-09-17T02:56:53Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,1996281F-E10C-45DE-9ED1-C3C5C7D31C24
2024-08-17T20:48:56Z,0,www.amazon.com,Library,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,897D5A51-6EB0-4AC5-BD12-E49157992265
2025-07-07T13:49:03Z,16,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,0E75D2AC-7245-4E08-8000-02038A0B0A31
2025-07-28T01:43:23Z,5,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,E3CF07E6-6993-4E05-ABBE-C2E69EEA7E24
2024-09-24T01:59:51Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,04F08CCD-A05D-421E-8306-2FED5BC47BBF
2025-03-09T02:36:58Z,10,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,DC600D4F-9870-4C1E-9385-212354EB983B
2024-10-10T03:24:49Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,8BBE17E9-ABBF-4F0A-B45D-CEC6E02613D8
2025-10-13T02:20:27Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,93F395BA-42F3-49E0-B9C9-779D7C8B3007
2025-09-27T02:17:45Z,12,www.amazon.com,Library,,StorePageOpen,Kindle for iOS,yes,,No,3,No Results Selected,A7EB1E52-FAF5-4CE9-98F5-1F03AEE75C04
2024-08-02T13:29:43Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,D5565E2B-4B79-4745-A59E-58951BC53CCA
2024-02-24T20:27:04Z,15,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,9C45D2D1-89D2-4464-BD02-2326802AF2CF
2025-08-01T15:54:27Z,26,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,AA0BA970-D5A2-4C3A-8ACC-583702181E0B
2025-07-31T22:08:12Z,5,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,7B4D4030-3AF5-4606-B94B-3CF4C4B43ED5
2025-01-15T23:45:32Z,33,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,9,No Results Selected,FED0914C-3B26-4A45-84D2-3379E1B118AA
2024-02-24T19:03:16Z,15,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,4,No Results Selected,9C45D2D1-89D2-4464-BD02-2326802AF2CF
2025-01-15T22:27:08Z,6,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2024-07-08T21:34:11Z,18,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,yes,,Yes,No Results Selected,1,7CD520BE-BA73-4417-9272-0BEF3CE41E51
2024-03-28T02:33:09Z,0,www.amazon.com,Home,,SearchAgain,Kindle for iOS,No,,No,No Results Selected,No Results Selected,C39AF031-3303-412F-9A06-04A69442519A
2024-03-16T01:31:47Z,8,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,18F53304-400B-42F2-B406-AD052FB2BA79
2024-08-11T12:27:20Z,10,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,7B2E4231-EA75-4B82-983D-105E732E5318
2024-03-27T00:39:34Z,29,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,FBA30373-4851-4286-A7CC-3DFB4F6D65E9
2025-02-24T04:17:24Z,27,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,EA2B9D53-AEB2-4F4A-950A-0B475AAAB6A6
2024-02-29T01:11:23Z,12,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,2,D066507D-0BF5-45E5-B002-00376FD01493
2025-06-08T03:30:59Z,9,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,CBE1824A-8C59-44F1-9E01-0EA5CF407C24
2025-01-22T22:50:43Z,11,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,77C2CD23-D241-464D-A131-4BB2F2A3934D
2024-03-27T02:40:18Z,8,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,A22FDE96-CC1F-498C-B419-7A132C960424
2024-02-25T23:59:28Z,41,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,89226270-1245-4A68-9990-8C557316BD10
2024-03-04T09:32:51Z,12,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,7,No Results Selected,6AE7ECA2-8E8A-4745-8D66-2084D59946F6
2024-12-19T14:44:40Z,17,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,48831645-6723-4D7B-B3E2-48CF9C68E543
2025-06-08T02:20:33Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,133D2984-1C3A-4676-85D7-9E3B6CD6F1F3
2024-09-21T14:43:53Z,20,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,CC551221-7EC9-4EB9-B9FB-5B4996B87BD1
2024-10-04T03:03:34Z,6,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,106856F8-A85D-477D-83F0-D1A46009BCE5
2025-08-27T20:27:19Z,23,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,33CB2227-8828-4A3C-B9E4-4AF7DEDDFD4B
2024-03-03T07:24:10Z,13,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,13E34A33-1AEC-4C39-9FC9-FD46603E488B
2025-01-29T01:38:08Z,20,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,A73202C1-BF8D-4A69-B96C-FF3CE999D03C
2025-04-08T23:07:53Z,15,www.amazon.com,Home,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,44AC682A-B182-4D30-8E3D-75E56451ED1D
2025-03-17T04:05:37Z,11,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,E5293ABC-BE33-4124-A745-2FE8B0D94A18
2025-06-08T03:21:13Z,15,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,3A262902-D924-4489-BE73-887DD1222F99
2024-03-28T02:33:35Z,13,www.amazon.com,Home,,SearchAgain,Kindle for iOS,yes,,No,5,No Results Selected,3C231FB0-E795-4659-AEE5-A3A551F1D352
2025-03-02T01:45:46Z,0,www.amazon.com,Home,,SearchAgain,Kindle for iOS,No,,No,No Results Selected,No Results Selected,95FB4D66-00A0-4402-8C5A-F4C62BBF1734
2025-01-15T22:17:37Z,6,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,No Results Selected,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2024-03-03T07:00:53Z,16,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,13E34A33-1AEC-4C39-9FC9-FD46603E488B
2024-04-10T03:13:45Z,9,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,E427BED3-DF06-44A4-A5E6-16042BA89A54
2024-03-07T05:09:43Z,8,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,7267F85B-0DDE-4D6A-88AF-B2348FE8ADF5
2025-02-13T20:33:54Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,D0CE208B-7CD2-45B0-9366-F7D04C16CE5C
2024-10-23T22:30:43Z,8,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,2,No Results Selected,F32811E4-915D-4C8F-88B5-C632F3272C44
2025-05-17T01:07:06Z,15,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,2159E7C5-FD84-4325-89ED-E789000F5AF6
2024-05-20T20:18:22Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,456BF28C-FB42-412E-8D78-DCDF95AF99C5
2024-03-27T02:44:10Z,14,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,A22FDE96-CC1F-498C-B419-7A132C960424
2024-03-04T00:06:19Z,22,www.amazon.com,Library,,LibraryBookOpen,Kindle for iOS,yes,,Yes,No Results Selected,1,5BF491EB-5E88-4D69-AAA2-49DC43AFDD6B
2025-01-15T22:27:13Z,13,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2025-06-08T03:20:35Z,11,www.amazon.com,Home,,StorePageOpen,Kindle for iOS,yes,,No,1,No Results Selected,83C05A6C-CE7D-4644-9FC9-47C6DB2E0EE3
2024-08-03T17:30:09Z,16,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,5,No Results Selected,33C6246D-3DAD-41FD-A935-27367ABD14F8
2025-01-15T22:23:41Z,22,www.amazon.com,Home,,ClearResults,Kindle for iOS,yes,,No,1,No Results Selected,008B6A4E-4DD1-49BD-8A27-550088B5C28F
2024-08-27T10:53:21Z,0,www.amazon.com,Home,,SearchSuggestionClicked,Kindle for iOS,No,,No,No Results Selected,No Results Selected,ECC5F659-208B-4A94-987E-97881C023AEC
2024-05-05T15:22:03Z,15,www.amazon.com,Home,,ExitSearch,Kindle for iOS,yes,,No,1,No Results Selected,0564AD8A-DCB3-4E8B-AA55-42992C98CF45
