ASIN,country,created_timestamp,preferred_marketplace,device_family,item_clicked_on_ASIN,card_position,item_position_within_card,action,action_type,action_source,kindle_app_version
Not Available,,2025-05-14T20:16:24Z,www.amazon.com,Kindle for iOS,B0DYPK9X2N,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415818
Not Available,,2025-06-24T00:33:22Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191416202
Not Available,,2025-02-20T04:45:25Z,www.amazon.com,Kindle for iOS,B0DKG9MS7S,5,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414928
Not Available,,2024-11-26T16:44:45Z,www.amazon.com,Kindle for iOS,B0CX82WQ5Q,8,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191414672
Not Available,,2025-06-20T18:55:11Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191416080
Not Available,,2025-05-25T21:41:08Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,5,8,QUICKVIEW,tap,BOOK_ENTITY_LIST.7,1191415946
Not Available,,2025-06-05T01:37:25Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-06-08T23:48:39Z,www.amazon.com,Kindle for iOS,,6,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-09-21T00:26:54Z,www.amazon.com,Kindle for iOS,B0F4MFH1Y2,9,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191416970
Not Available,,2025-06-08T23:49:46Z,www.amazon.com,Kindle for iOS,B08LDYBGJD,12,16,QUICKVIEW,tap,BOOK_ENTITY_LIST.15,1191415946
Not Available,,2025-09-25T01:16:29Z,www.amazon.com,Kindle for iOS,B0F4MFH1Y2,7,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191416970
Not Available,,2025-06-19T19:48:22Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191416080
Not Available,,2025-05-20T05:26:25Z,www.amazon.com,Kindle for iOS,B0F499LJL8,10,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415818
Not Available,,2025-06-07T13:24:34Z,www.amazon.com,Kindle for iOS,,1,3,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.2,1191415946
Not Available,,2025-08-05T01:03:52Z,www.amazon.com,Kindle for iOS,B0FBMM3SCD,4,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191416458
Not Available,,2025-05-31T03:40:12Z,www.amazon.com,Kindle for iOS,B0DJPZ5CGC,5,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415946
Not Available,,2025-03-17T00:47:23Z,www.amazon.com,Kindle for iOS,B0D888FZSD,6,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191415306
Not Available,,2025-04-17T02:05:24Z,www.amazon.com,Kindle for iOS,,7,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191415568
Not Available,,2025-08-18T14:55:14Z,www.amazon.com,Kindle for iOS,B0FBMM3SCD,13,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191416458
Not Available,,2025-05-25T21:40:57Z,www.amazon.com,Kindle for iOS,B0DXRFJWTR,5,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191415946
Not Available,,2025-05-20T05:26:22Z,www.amazon.com,Kindle for iOS,B0CS17PXNR,10,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415818
Not Available,,2025-03-21T18:33:56Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,4,13,QUICKVIEW,tap,BOOK_ENTITY_LIST.12,1191415306
Not Available,,2025-09-15T01:37:46Z,www.amazon.com,Kindle for iOS,B0DSRPZ7NY,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416970
Not Available,,2025-04-03T02:00:47Z,www.amazon.com,Kindle for iOS,B0DPMJW8D2,4,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415434
Not Available,,2025-06-30T20:36:05Z,www.amazon.com,Kindle for iOS,,10,1,WEB,tap,WEBVIEW_1,1191416224
Not Available,,2025-06-05T01:37:06Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,6,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-08-26T17:25:51Z,www.amazon.com,Kindle for iOS,B00HYGRVRI,4,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191416458
Not Available,,2024-12-09T22:43:03Z,www.amazon.com,Kindle for iOS,B0CZV38Z7J,9,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414688
Not Available,,2024-10-30T10:11:37Z,www.amazon.com,Kindle for iOS,B0CT5WQ89P,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191414410
Not Available,,2025-06-06T10:21:02Z,www.amazon.com,Kindle for iOS,,1,1,STORE,tap,BROWSE_OPTIONS_LIST_ZONE.0,1191415946
Not Available,,2025-02-20T04:48:30Z,www.amazon.com,Kindle for iOS,,7,1,QUICKVIEW,tap,WEBVIEW_1,1191414928
Not Available,,2025-01-12T02:06:02Z,www.amazon.com,Kindle for iOS,B0CDWHN8FK,9,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414794
Not Available,,2025-05-25T21:41:13Z,www.amazon.com,Kindle for iOS,B0DJPZ5CGC,5,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415946
Not Available,,2025-08-05T01:03:50Z,www.amazon.com,Kindle for iOS,B0DWSZPM62,4,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191416458
Not Available,,2025-06-08T23:48:55Z,www.amazon.com,Kindle for iOS,B0DJPZ5CGC,8,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415946
Not Available,,2025-06-06T03:41:40Z,www.amazon.com,Kindle for iOS,B086N3KSRQ,10,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415946
Not Available,,2025-05-28T02:30:03Z,www.amazon.com,Kindle for iOS,B0DJQ5YC5F,8,17,QUICKVIEW,tap,BOOK_ENTITY_LIST.16,1191415946
Not Available,,2024-11-26T16:42:29Z,www.amazon.com,Kindle for iOS,B0DGVXSGLZ,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414672
Not Available,,2024-11-26T16:44:16Z,www.amazon.com,Kindle for iOS,B0BGDM197Q,7,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191414672
Not Available,,2025-05-14T20:15:35Z,www.amazon.com,Kindle for iOS,B0DJPX4312,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415818
Not Available,,2025-02-20T04:42:07Z,www.amazon.com,Kindle for iOS,B0BXY3LNBQ,5,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191414928
Not Available,,2025-04-17T02:09:24Z,www.amazon.com,Kindle for iOS,B0821NSZRG,13,10,QUICKVIEW,tap,BOOK_ENTITY_LIST.9,1191415568
Not Available,,2025-01-28T21:15:34Z,www.amazon.com,Kindle for iOS,,1,2,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.1,1191414794
Not Available,,2025-01-25T05:27:58Z,www.amazon.com,Kindle for iOS,B0CW1FKFB9,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414794
Not Available,,2025-08-05T01:08:33Z,www.amazon.com,Kindle for iOS,B0FBGZ4NV6,10,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191416458
Not Available,,2025-06-07T13:13:25Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-05-14T20:16:17Z,www.amazon.com,Kindle for iOS,B0DZ3JM6XM,4,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415818
Not Available,,2025-05-28T02:32:21Z,www.amazon.com,Kindle for iOS,,15,1,STREAK_CALENDAR,click,WEBVIEW_1,1191415946
Not Available,,2025-04-24T23:03:02Z,www.amazon.com,Kindle for iOS,B0DJPX4312,10,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415648
Not Available,,2025-06-06T10:19:53Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,6,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2024-10-23T22:16:14Z,www.amazon.com,Kindle for iOS,,11,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191414410
Not Available,,2025-04-28T22:38:41Z,www.amazon.com,Kindle for iOS,B0D888FZSD,4,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415648
Not Available,,2025-09-25T01:29:22Z,www.amazon.com,Kindle for iOS,B0CW1JD2WJ,14,10,QUICKVIEW,tap,BOOK_ENTITY_LIST.9,1191416970
Not Available,,2025-03-09T01:44:19Z,www.amazon.com,Kindle for iOS,B0D6DNJF4S,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415184
Not Available,,2025-05-28T02:32:21Z,www.amazon.com,Kindle for iOS,,15,1,WEB,tap,WEBVIEW_1,1191415946
Not Available,,2025-04-24T23:11:22Z,www.amazon.com,Kindle for iOS,B0D888FZSD,9,8,QUICKVIEW,tap,BOOK_ENTITY_LIST.7,1191415648
Not Available,,2025-06-04T01:50:57Z,www.amazon.com,Kindle for iOS,,4,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191415946
Not Available,,2024-11-28T04:26:45Z,www.amazon.com,Kindle for iOS,B0DJQ5YC5F,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414672
Not Available,,2025-09-21T00:26:47Z,www.amazon.com,Kindle for iOS,B0DJRSKSZZ,8,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416970
Not Available,,2025-01-12T14:26:28Z,www.amazon.com,Kindle for iOS,B07KFTW9TB,9,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191414794
Not Available,,2025-06-07T13:13:26Z,www.amazon.com,Kindle for iOS,,7,1,QUICKVIEW,tap,WEBVIEW_1,1191415946
Not Available,,2025-06-06T03:49:08Z,www.amazon.com,Kindle for iOS,,1,2,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.1,1191415946
Not Available,,2025-05-25T21:42:37Z,www.amazon.com,Kindle for iOS,B09GPZ36NT,8,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191415946
Not Available,,2025-04-28T22:38:49Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415648
Not Available,,2025-07-14T23:09:34Z,www.amazon.com,Kindle for iOS,B0DQLG4FP8,7,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416330
Not Available,,2025-06-07T13:14:44Z,www.amazon.com,Kindle for iOS,B0DJQ5YC5F,8,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415946
Not Available,,2025-06-07T13:15:17Z,www.amazon.com,Kindle for iOS,B0CS17PXNR,13,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-06-07T13:13:30Z,www.amazon.com,Kindle for iOS,,7,1,QUICKVIEW,tap,WEBVIEW_1,1191415946
Not Available,,2025-06-07T13:09:23Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,4,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415946
Not Available,,2025-07-14T23:09:25Z,www.amazon.com,Kindle for iOS,,4,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191416330
Not Available,,2025-09-27T02:05:15Z,www.amazon.com,Kindle for iOS,,14,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191416970
Not Available,,2024-12-09T22:41:50Z,www.amazon.com,Kindle for iOS,B0D9KL14L4,4,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191414688
Not Available,,2025-04-12T03:18:46Z,www.amazon.com,Kindle for iOS,B0DNQRT2P2,8,15,QUICKVIEW,tap,BOOK_ENTITY_LIST.14,1191415568
Not Available,,2025-05-28T02:29:30Z,www.amazon.com,Kindle for iOS,B0DPMJW8D2,8,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415946
Not Available,,2025-08-05T01:03:42Z,www.amazon.com,Kindle for iOS,B0FBQ27P22,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-06-11T23:42:31Z,www.amazon.com,Kindle for iOS,B0DXVVG8LM,4,12,QUICKVIEW,tap,BOOK_ENTITY_LIST.11,1191415946
Not Available,,2025-06-07T13:24:16Z,www.amazon.com,Kindle for iOS,B0F9SN5DB8,14,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415946
Not Available,,2025-03-17T00:48:54Z,www.amazon.com,Kindle for iOS,,1,3,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.2,1191415306
Not Available,,2025-01-28T20:42:17Z,www.amazon.com,Kindle for iOS,,1,3,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.2,1191414794
Not Available,,2025-02-05T22:44:53Z,www.amazon.com,Kindle for iOS,,4,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191414922
Not Available,,2025-06-19T19:47:44Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,4,6,QUICKVIEW,tap,BOOK_ENTITY_LIST.5,1191416080
Not Available,,2025-06-05T01:36:51Z,www.amazon.com,Kindle for iOS,B0F499LJL8,6,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415946
Not Available,,2025-06-08T23:49:11Z,www.amazon.com,Kindle for iOS,B0C7SDLBDQ,11,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-04-24T23:04:25Z,www.amazon.com,Kindle for iOS,,12,1,STORE,tap,BUTTON_1,1191415648
Not Available,,2024-12-09T22:41:34Z,www.amazon.com,Kindle for iOS,B0D9KNVB11,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414688
Not Available,,2025-06-07T13:24:27Z,www.amazon.com,Kindle for iOS,B0DXVVG8LM,4,13,QUICKVIEW,tap,BOOK_ENTITY_LIST.12,1191415946
Not Available,,2025-07-27T21:48:18Z,www.amazon.com,Kindle for iOS,B0F3K2KJGR,12,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-10-08T02:51:41Z,www.amazon.com,Kindle for iOS,,1,1,STORE,tap,BROWSE_OPTIONS_LIST_ZONE.0,1191417120
Not Available,,2025-08-12T23:15:22Z,www.amazon.com,Kindle for iOS,B0FBRV6PY2,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191416458
Not Available,,2025-05-26T00:30:32Z,www.amazon.com,Kindle for iOS,,6,1,QUICKVIEW,tap,WEBVIEW_1,1191415946
Not Available,,2024-10-23T22:16:41Z,www.amazon.com,Kindle for iOS,B00O3GSDBU,12,20,QUICKVIEW,tap,BOOK_ENTITY_LIST.19,1191414410
Not Available,,2025-06-11T23:45:56Z,www.amazon.com,Kindle for iOS,,8,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-06-21T03:43:46Z,www.amazon.com,Kindle for iOS,B0F3JG6Y4L,4,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191416080
Not Available,,2025-09-18T11:29:54Z,www.amazon.com,Kindle for iOS,,9,1,WEB,tap,WEBVIEW_1,1191416970
Not Available,,2025-07-27T16:19:11Z,www.amazon.com,Kindle for iOS,B0FBMM3SCD,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-04-09T02:58:03Z,www.amazon.com,Kindle for iOS,B0F1LM11ZY,7,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415434
Not Available,,2025-01-12T02:03:18Z,www.amazon.com,Kindle for iOS,B0DD357DWQ,4,14,QUICKVIEW,tap,BOOK_ENTITY_LIST.13,1191414794
Not Available,,2025-05-20T05:27:58Z,www.amazon.com,Kindle for iOS,,11,1,CATEGORY,click,WEBVIEW_1,1191415818
Not Available,,2025-05-28T02:28:54Z,www.amazon.com,Kindle for iOS,B0F499LJL8,6,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415946
Not Available,,2025-08-01T22:56:49Z,www.amazon.com,Kindle for iOS,,5,1,WEB,tap,WEBVIEW_1,1191416458
Not Available,,2025-01-28T20:40:26Z,www.amazon.com,Kindle for iOS,B0D7NN1P97,4,22,QUICKVIEW,tap,BOOK_ENTITY_LIST.21,1191414794
Not Available,,2025-01-12T15:42:53Z,www.amazon.com,Kindle for iOS,,4,1,STORE,tap,BUTTON_1,1191414794
Not Available,,2024-12-19T09:38:41Z,www.amazon.com,Kindle for iOS,B07NF2BDFZ,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191414688
Not Available,,2024-11-26T16:45:05Z,www.amazon.com,Kindle for iOS,,1,1,STORE,tap,BROWSE_OPTIONS_LIST_ZONE.0,1191414672
Not Available,,2025-04-03T21:39:19Z,www.amazon.com,Kindle for iOS,B0F1Y9XH1B,9,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415434
Not Available,,2025-06-01T05:19:06Z,www.amazon.com,Kindle for iOS,B0DJPX4312,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-06-15T20:02:49Z,www.amazon.com,Kindle for iOS,B0F26K3NVW,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416080
Not Available,,2025-06-07T13:24:44Z,www.amazon.com,Kindle for iOS,B00MAM0MNQ,5,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2025-02-20T04:42:02Z,www.amazon.com,Kindle for iOS,B0DKG9MS7S,5,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414928
Not Available,,2025-04-17T02:08:11Z,www.amazon.com,Kindle for iOS,B0DFMNMGDH,11,12,QUICKVIEW,tap,BOOK_ENTITY_LIST.11,1191415568
Not Available,,2025-04-25T02:32:56Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,7,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415648
Not Available,,2025-04-21T15:23:31Z,www.amazon.com,Kindle for iOS,B01KGZVSRC,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415648
Not Available,,2025-04-17T02:08:53Z,www.amazon.com,Kindle for iOS,B084NH52KF,13,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415568
Not Available,,2025-02-17T17:22:30Z,www.amazon.com,Kindle for iOS,,1,3,FEED_CHANGE,tap,BROWSE_OPTIONS_LIST_ZONE.2,1191414928
Not Available,,2025-01-15T21:44:39Z,www.amazon.com,Kindle for iOS,B0DC66QD8K,8,16,QUICKVIEW,tap,BOOK_ENTITY_LIST.15,1191414794
Not Available,,2025-04-24T23:11:31Z,www.amazon.com,Kindle for iOS,B0DPMJW8D2,9,12,QUICKVIEW,tap,BOOK_ENTITY_LIST.11,1191415648
Not Available,,2025-05-25T21:40:30Z,www.amazon.com,Kindle for iOS,,4,1,VIEW,swipe,THEMED_IMAGE_1,1191415946
Not Available,,2025-05-25T21:40:33Z,www.amazon.com,Kindle for iOS,B0DFGDFM4V,5,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415946
Not Available,,2025-01-28T20:42:06Z,www.amazon.com,Kindle for iOS,B0CNSGXRN9,11,14,QUICKVIEW,tap,BOOK_ENTITY_LIST.13,1191414794
Not Available,,2025-06-21T03:43:55Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,4,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191416080
Not Available,,2025-06-06T03:42:12Z,www.amazon.com,Kindle for iOS,B007ZUV20A,12,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415946
Not Available,,2024-10-23T22:16:57Z,www.amazon.com,Kindle for iOS,B08KJ8XPYW,14,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414410
Not Available,,2025-05-25T21:43:59Z,www.amazon.com,Kindle for iOS,,14,1,WEB,tap,WEBVIEW_1,1191415946
Not Available,,2025-04-17T02:09:05Z,www.amazon.com,Kindle for iOS,B0CYMJXH6F,13,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415568
Not Available,,2025-01-12T02:04:09Z,www.amazon.com,Kindle for iOS,,6,1,WEB,tap,WEBVIEW_1,1191414794
Not Available,,2025-07-24T10:15:46Z,www.amazon.com,Kindle for iOS,B0F2T3748F,12,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416330
Not Available,,2025-05-28T02:28:51Z,www.amazon.com,Kindle for iOS,,5,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-07-27T21:48:12Z,www.amazon.com,Kindle for iOS,B01D917CL6,11,10,QUICKVIEW,tap,BOOK_ENTITY_LIST.9,1191416458
Not Available,,2025-09-02T02:16:27Z,www.amazon.com,Kindle for iOS,B0DWLNDVJS,8,11,QUICKVIEW,tap,BOOK_ENTITY_LIST.10,1191416458
Not Available,,2025-06-04T02:29:33Z,www.amazon.com,Kindle for iOS,,7,1,CATEGORY,click,WEBVIEW_1,1191415946
Not Available,,2025-05-14T20:16:31Z,www.amazon.com,Kindle for iOS,B0DYPK9X2N,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415818
Not Available,,2025-06-11T23:42:27Z,www.amazon.com,Kindle for iOS,B0F499LJL8,4,10,QUICKVIEW,tap,BOOK_ENTITY_LIST.9,1191415946
Not Available,,2025-05-28T02:28:12Z,www.amazon.com,Kindle for iOS,B0DJPX4312,4,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415946
Not Available,,2025-05-14T20:16:13Z,www.amazon.com,Kindle for iOS,B0D888FZSD,4,8,QUICKVIEW,tap,BOOK_ENTITY_LIST.7,1191415818
Not Available,,2025-06-01T05:20:45Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,8,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191415946
Not Available,,2024-11-01T13:09:37Z,www.amazon.com,Kindle for iOS,B0D4W772V5,5,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414410
Not Available,,2024-12-09T22:43:04Z,www.amazon.com,Kindle for iOS,B0CZV38Z7J,9,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191414688
Not Available,,2025-06-11T23:44:03Z,www.amazon.com,Kindle for iOS,B0DJPX4312,5,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415946
Not Available,,2024-12-09T22:42:18Z,www.amazon.com,Kindle for iOS,B0CZ9VJV5F,5,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191414688
Not Available,,2025-06-15T20:02:53Z,www.amazon.com,Kindle for iOS,B0DL46ZJ76,4,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416080
Not Available,,2025-05-20T05:16:25Z,www.amazon.com,Kindle for iOS,B0D888FZSD,5,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191415818
Not Available,,2025-09-21T00:26:34Z,www.amazon.com,Kindle for iOS,B0FBRV6PY2,5,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191416970
Not Available,,2025-07-27T21:47:52Z,www.amazon.com,Kindle for iOS,B0F4MFH1Y2,5,14,QUICKVIEW,tap,BOOK_ENTITY_LIST.13,1191416458
Not Available,,2025-03-17T00:50:22Z,www.amazon.com,Kindle for iOS,B0CNNK1QKC,14,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415306
Not Available,,2025-04-24T23:11:10Z,www.amazon.com,Kindle for iOS,B0DQVGJ7ZK,9,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415648
Not Available,,2025-04-24T23:11:44Z,www.amazon.com,Kindle for iOS,B0B6SZZDTP,7,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191415648
Not Available,,2025-05-28T02:31:16Z,www.amazon.com,Kindle for iOS,B0F3JG6Y4L,12,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191415946
Not Available,,2025-09-25T01:26:04Z,www.amazon.com,Kindle for iOS,B0F5N8FJ7W,7,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191416970
Not Available,,2025-04-17T02:05:35Z,www.amazon.com,Kindle for iOS,,7,1,WEB,tap,WEBVIEW_1,1191415568
Not Available,,2025-09-02T01:35:52Z,www.amazon.com,Kindle for iOS,,5,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191416458
Not Available,,2025-10-08T02:51:52Z,www.amazon.com,Kindle for iOS,,15,1,WEB,tap,WEBVIEW_1,1191417120
Not Available,,2025-09-21T00:25:22Z,www.amazon.com,Kindle for iOS,B0C9GQV1TT,4,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191416970
Not Available,,2025-08-20T19:51:56Z,www.amazon.com,Kindle for iOS,B0D5SS7BBH,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-07-24T10:15:12Z,www.amazon.com,Kindle for iOS,B0DQ5TR9GX,7,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191416330
Not Available,,2025-05-25T21:42:49Z,www.amazon.com,Kindle for iOS,B09JT59YYX,8,17,QUICKVIEW,tap,BOOK_ENTITY_LIST.16,1191415946
Not Available,,2025-09-21T00:25:14Z,www.amazon.com,Kindle for iOS,B0FMZZ12TW,4,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416970
Not Available,,2025-09-21T00:25:40Z,www.amazon.com,Kindle for iOS,B0FN3R73KX,5,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191416970
Not Available,,2024-12-19T09:41:07Z,www.amazon.com,Kindle for iOS,B0CZV38Z7J,4,5,QUICKVIEW,tap,BOOK_ENTITY_LIST.4,1191414688
Not Available,,2025-06-06T10:20:08Z,www.amazon.com,Kindle for iOS,B0F9V5PJ9B,6,3,QUICKVIEW,tap,BOOK_ENTITY_LIST.2,1191415946
Not Available,,2025-03-17T00:48:32Z,www.amazon.com,Kindle for iOS,B0CZV38Z7J,15,4,QUICKVIEW,tap,BOOK_ENTITY_LIST.3,1191415306
Not Available,,2025-05-14T20:16:20Z,www.amazon.com,Kindle for iOS,B0F1Y9XH1B,4,7,QUICKVIEW,tap,BOOK_ENTITY_LIST.6,1191415818
Not Available,,2025-09-14T01:43:20Z,www.amazon.com,Kindle for iOS,B0DWSZPM62,9,9,QUICKVIEW,tap,BOOK_ENTITY_LIST.8,1191416970
Not Available,,2025-08-05T01:06:21Z,www.amazon.com,Kindle for iOS,B0FK78LV2K,5,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-09-02T01:55:48Z,www.amazon.com,Kindle for iOS,B0DJQ5YC5F,8,2,QUICKVIEW,tap,BOOK_ENTITY_LIST.1,1191416458
Not Available,,2025-09-02T01:36:01Z,www.amazon.com,Kindle for iOS,B0DB2L4TWY,7,1,QUICKVIEW,tap,BOOK_ENTITY_LIST.0,1191416458
Not Available,,2025-06-01T05:19:34Z,www.amazon.com,Kindle for iOS,B0D5YMWD9Y,4,8,QUICKVIEW,tap,BOOK_ENTITY_LIST.7,1191415946
Not Available,,2025-10-08T02:52:00Z,www.amazon.com,Kindle for iOS,,15,1,STREAK_CALENDAR,swipe,WEBVIEW_1,1191417120
