Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2024-03-19T13:48:09Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-01T23:10:06Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Speed Option Selected,Vertical Scroll View,0,Audible
2024-03-21T12:42:44Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-21T12:14:13Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T20:37:52Z,US,,Kindle for iOS,B008UCJ7KO,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-21T22:10:56Z,US,,Kindle for iOS,B0183KJZE0,Out of App,Pause,Vertical Scroll View,2562,Audible
2024-03-19T12:40:23Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Full Player,Play,Vertical Scroll View,0,Audible
2024-03-21T00:47:35Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T13:12:37Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-26T04:28:33Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-23T19:04:09Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T11:16:30Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T23:01:55Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-19T12:11:15Z,US,,Kindle for iOS,B008UCJ7KO,Out of App,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-19T12:11:06Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-23T02:50:59Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-26T00:40:51Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-19T02:06:32Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T21:01:46Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Pause,Vertical Scroll View,524,Audible
2024-03-27T09:27:29Z,US,,Kindle for iOS,B08X472VK3,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-21T04:50:43Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-26T01:46:40Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-26T04:29:18Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Pause,Vertical Scroll View,3,Audible
2024-03-22T19:50:21Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T11:26:56Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T18:18:31Z,US,,,,Out of App,Pause,Vertical Scroll View,658,Audible
2024-03-05T05:34:39Z,US,,Kindle for iOS,B07QNKVR3N,Inbook Mini Player,Pause,Vertical Scroll View,0,Audible
2024-03-26T04:28:46Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-11T09:12:07Z,US,,Kindle for iOS,B0CL7H4JD9,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T15:41:36Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Pause,Vertical Scroll View,53,Audible
2024-03-19T01:42:48Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,1810,Audible
2024-03-22T22:12:15Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Pause,Vertical Scroll View,670,Audible
2024-03-05T02:10:44Z,US,,Kindle for iOS,B07QNKVR3N,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-19T13:22:10Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,234,Audible
2024-03-21T14:42:17Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-25T03:55:31Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-11T09:10:49Z,US,,Kindle for iOS,B0CL7H4JD9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-27T19:32:10Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-21T04:50:08Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T12:49:28Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-19T11:28:09Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T22:00:38Z,US,,Kindle for iOS,B0CHWQPB49,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-19T01:55:00Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-27T11:22:24Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,443,Audible
2024-03-21T12:48:45Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,2050,Audible
2024-03-27T11:16:40Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T20:23:46Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-20T23:03:20Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,71,Audible
2024-03-27T03:37:22Z,US,,Kindle for iOS,B08X472VK3,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-20T21:44:14Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-27T02:31:51Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-11T12:28:28Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,4,Audible
2024-03-26T04:28:43Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-20T23:18:09Z,US,,Kindle for iOS,B00NEQRNVG,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-21T12:42:34Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-25T16:35:15Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Pause,Vertical Scroll View,2238,Audible
2024-03-20T23:18:02Z,US,,Kindle for iOS,B00NEQRNVG,Out of App,Pause,Vertical Scroll View,218,Audible
2024-03-22T15:23:25Z,US,,,,Inbook Mini Player,Pause,Vertical Scroll View,2934,Audible
2024-03-21T03:07:50Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Pause,Vertical Scroll View,1104,Audible
2024-03-25T16:38:44Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-24T04:35:44Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-20T22:03:29Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Pause,Vertical Scroll View,784,Audible
2024-03-07T22:27:32Z,US,,Kindle for iOS,B083TZV25B,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-21T08:23:12Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-21T21:26:51Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-26T04:29:14Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Pause,Vertical Scroll View,42,Audible
2024-03-27T12:40:08Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-05T05:34:37Z,US,,Kindle for iOS,B07QNKVR3N,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-25T17:28:34Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-26T12:11:24Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-21T12:15:05Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-21T11:25:56Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Pause,Vertical Scroll View,355,Audible
2024-03-26T04:28:35Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-11T07:15:18Z,US,,Kindle for iOS,B0CL7GMPD4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T23:18:07Z,US,,Kindle for iOS,B00NEQRNVG,Out of App,Pause,Vertical Scroll View,0,Audible
2024-03-20T12:00:03Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Pause,Vertical Scroll View,2235,Audible
2024-03-19T10:04:30Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-22T19:07:03Z,US,,,,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T17:20:12Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Pause,Vertical Scroll View,1883,Audible
2024-03-26T12:12:28Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T21:48:39Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-01T15:09:13Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2024-03-19T05:07:37Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-26T01:46:39Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-27T12:40:12Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-27T09:24:47Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T04:50:46Z,US,,Kindle for iOS,B0183KJZE0,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-21T04:50:45Z,US,,Kindle for iOS,B0183KJZE0,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-20T22:49:38Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-27T16:33:11Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-23T02:50:49Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T02:45:17Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-21T22:49:10Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Pause,Vertical Scroll View,2740,Audible
2024-03-01T14:29:09Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-22T21:49:55Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T01:14:50Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2024-03-21T11:15:23Z,US,,Kindle for iOS,B0183KJZE0,Inbook Full Player,Play,Vertical Scroll View,0,Audible
2024-03-27T10:08:44Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-21T11:32:55Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Pause,Vertical Scroll View,430,Audible
2024-03-26T12:12:24Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-27T15:40:51Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T23:05:08Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-25T16:03:47Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T01:29:58Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T10:08:47Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-27T19:32:07Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-20T20:54:04Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T18:18:33Z,US,,,,Out of App,Pause,Vertical Scroll View,658,Audible
2024-03-11T10:29:04Z,US,,Kindle for iOS,B0CL7L1Y9X,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-26T01:25:05Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T20:15:53Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,1664,Audible
2024-03-22T22:36:26Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,1720,Audible
2024-03-19T20:46:54Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,619,Audible
2024-03-20T23:18:05Z,US,,Kindle for iOS,B00NEQRNVG,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-19T02:10:13Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T09:43:19Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-25T09:38:20Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T16:52:12Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Pause,Vertical Scroll View,1371,Audible
2024-03-19T13:18:54Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T00:54:27Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Pause,Vertical Scroll View,492,Audible
2024-03-19T20:47:13Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-27T11:36:52Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Pause,Vertical Scroll View,865,Audible
2024-03-19T12:12:08Z,US,,Kindle for iOS,B008UCJ7KO,Out of App,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-01T23:10:04Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2024-03-19T05:05:33Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T20:37:32Z,US,,Kindle for iOS,B008UCJ7KO,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-21T14:53:30Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-27T13:33:11Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T16:53:14Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T02:52:19Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-01T23:12:03Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-20T21:41:41Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T12:57:48Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Pause,Vertical Scroll View,667,Audible
2024-03-21T17:56:45Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T05:07:11Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Pause,Vertical Scroll View,117,Audible
2024-03-20T21:34:04Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,1440,Audible
2024-03-29T21:37:45Z,US,,Kindle for iOS,B06XWR6BC3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-27T10:08:41Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-21T11:58:12Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Pause,Vertical Scroll View,1783,Audible
2024-03-01T15:09:14Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Speed Option Selected,Vertical Scroll View,0,Audible
2024-03-22T16:33:25Z,US,,,,Out of App,Pause,Vertical Scroll View,658,Audible
2024-03-20T06:25:01Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T23:01:52Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,148,Audible
2024-03-20T13:38:12Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Pause,Vertical Scroll View,416,Audible
2024-03-27T10:51:25Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Pause,Vertical Scroll View,803,Audible
2024-03-19T12:59:59Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-22T19:26:16Z,US,,,,Inbook Mini Player,Pause,Vertical Scroll View,892,Audible
2024-03-01T23:10:36Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-22T14:31:41Z,US,,,B0CHWQPB49,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-01T23:10:10Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-01T22:54:17Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-26T00:40:47Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2024-03-20T12:49:46Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-12T06:18:26Z,US,,Kindle for iOS,B0CL7L1Y9X,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-23T02:50:58Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-22T19:37:17Z,US,,,,Inbook Mini Player,Pause,Vertical Scroll View,1463,Audible
2024-03-25T17:27:33Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Pause,Vertical Scroll View,201,Audible
2024-03-21T12:42:56Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-21T22:11:02Z,US,,Kindle for iOS,B0183KJZE0,Out of App,Play,Vertical Scroll View,0,Audible
2024-03-20T23:19:39Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-25T17:39:13Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Pause,Vertical Scroll View,765,Audible
2024-03-21T02:53:14Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-20T23:01:31Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-27T13:16:59Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-20T23:49:06Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-12T06:22:21Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,234,Audible
2024-03-20T23:04:18Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-19T21:39:10Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T14:04:43Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-25T05:58:52Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T21:42:51Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-22T21:04:50Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-25T12:28:00Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,15339,Audible
2024-03-20T22:07:20Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-19T05:43:59Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-27T10:40:17Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T13:17:39Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Pause,Vertical Scroll View,1178,Audible
2024-03-19T03:30:02Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Pause,Vertical Scroll View,5,Audible
2024-03-27T12:40:10Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-19T12:40:20Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-20T11:30:07Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T06:26:00Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-27T11:24:51Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-22T03:21:41Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-21T18:03:59Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,488,Audible
2024-03-22T15:24:00Z,US,,,,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T23:05:13Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,5,Audible
2024-03-19T14:26:50Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Pause,Vertical Scroll View,599,Audible
2024-03-19T01:14:51Z,US,,Kindle for iOS,B008673ZAQ,Inbook Mini Player,Speed Option Selected,Vertical Scroll View,0,Audible
2024-03-19T21:39:07Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T06:26:04Z,US,,Kindle for iOS,B00NEQRNVG,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-27T19:32:06Z,US,,Kindle for iOS,B09ZKRWCG4,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-14T00:32:48Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-19T05:43:22Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2024-03-20T21:46:03Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-26T18:57:50Z,US,,,B0BCZWC3QZ,Out of App,Pause,Vertical Scroll View,0,Audible
2024-03-19T01:17:43Z,US,,Kindle for iOS,B008673ZAQ,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2024-03-25T17:59:05Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T21:48:37Z,US,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2024-03-27T03:10:59Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,479,Audible
2024-03-01T23:10:32Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Rewind 30 Seconds,Vertical Scroll View,0,Audible
2024-03-26T04:28:39Z,US,,Kindle for iOS,B0BJMZ2FQ3,Inbook Full Player,Play,Vertical Scroll View,0,Audible
2024-03-20T12:50:43Z,US,,Kindle for iOS,,Out of App,Pause,Paginated View,68,Audible
2024-03-24T04:35:38Z,US,,Kindle for iOS,B07Y82JMF8,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2024-03-19T10:04:36Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Full Player,Time Option Selected,Vertical Scroll View,0,Audible
2024-03-23T00:07:32Z,US,,Kindle for iOS,B0CHWQPB49,Inbook Mini Player,Pause,Vertical Scroll View,363,Audible
2024-03-27T11:04:30Z,US,,Kindle for iOS,B08X472VK3,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-19T20:37:52Z,US,,Kindle for iOS,B008UCJ7KO,Out of App,Pause,Vertical Scroll View,0,Audible
2024-03-19T12:47:44Z,US,,Kindle for iOS,B008UCJ7KO,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-21T21:33:48Z,US,,Kindle for iOS,B0183KJZE0,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2024-03-20T22:28:27Z,US,,Kindle for iOS,,Out of App,Rewind 30 Seconds,Paginated View,0,Audible
2024-03-01T15:09:16Z,US,,Kindle for iOS,B0994RZ2L1,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
