﻿"Creation Date","Is Data Deleted?","Display Count","Last Modified Date","Maximum Display Count","Profile Name","Device Serial Number","Device Name","Surface Type","Tutorial ID"
2025-07-22T21:15:33.373Z,No,1,2025-07-22T21:15:33.180Z,1,"""Not Applicable""","DD40230DB3F34160A2E39F2E8B753EAF","""My Device""","""iOS and iPadOS""","Early_Life_Reader_Announcement"
