program_name,benefit_type,discount_type,discount_value,discount_group,discount_applies_to,promotion_start_datetime,marketplace
instant_credit offer,instant_credit,currency-USD,5.0000000000,ASIN,B00MNNAODK,2023-04-14 00:00:00,www.amazon.com
