created_timestamp,preferred_marketplace,country_code,device_family,ASIN,action,Entry Point
2025-05-30T20:12:07Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookOpened,FullWindowNotebook
2025-02-02T03:10:42Z,www.amazon.com,Not Available,Kindle for iOS,B093WB84G1,NotebookClosed,FullWindowNotebook
2025-04-22T23:55:33Z,www.amazon.com,Not Available,Kindle for iOS,B0CR1N7YGX,NotebookClosed,FullWindowNotebook
2025-07-13T06:42:57Z,www.amazon.com,Not Available,Kindle for iOS,B0C9MXW2JL,NotebookClosed,FullWindowNotebook
2025-02-02T03:11:43Z,www.amazon.com,Not Available,Kindle for iOS,B093WB84G1,GoToBookmark,FullWindowNotebook
2025-05-30T02:53:48Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,GoToBookmark,FullWindowNotebook
2025-06-29T21:14:32Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Before You Go Annotations Shown,BeforeYouGo
2025-01-09T18:26:25Z,www.amazon.com,Not Available,Kindle for iOS,B075CRQLKG,Before You Go Annotations Shown,BeforeYouGo
2025-06-23T00:03:40Z,www.amazon.com,Not Available,Kindle for iOS,B0DFGDFM4V,NotebookClosed,FullWindowNotebook
2025-04-30T01:12:00Z,www.amazon.com,Not Available,Kindle for iOS,B00DE5EBZ8,GoToBookmark,FullWindowNotebook
2025-05-30T02:53:23Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookOpened,FullWindowNotebook
2024-12-13T15:36:30Z,www.amazon.com,Not Available,Kindle for iOS,B0C44CFZPD,NotebookOpened,FullWindowNotebook
2025-05-30T19:20:28Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookClosed,FullWindowNotebook
2025-03-10T02:13:42Z,www.amazon.com,Not Available,Kindle for iOS,B0CJDMBYCT,NotebookOpened,FullWindowNotebook
2025-06-28T19:00:40Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,NotebookClosed,FullWindowNotebook
2024-12-29T15:03:13Z,www.amazon.com,Not Available,Kindle for iOS,B00I43Z1J0,Before You Go Annotations Shown,BeforeYouGo
2025-06-29T21:15:09Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Before You Go Annotations Shown,BeforeYouGo
2025-08-23T22:06:01Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Before You Go Annotations Shown,BeforeYouGo
2025-05-30T19:18:47Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookOpened,FullWindowNotebook
2025-08-16T05:13:14Z,www.amazon.com,Not Available,Kindle for iOS,B0D7F96JNZ,Before You Go Annotations Shown,BeforeYouGo
2025-05-25T16:38:22Z,www.amazon.com,Not Available,Kindle for iOS,B0D888FZSD,NotebookOpened,FullWindowNotebook
2025-02-15T22:02:58Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Before You Go Annotations Shown,BeforeYouGo
2025-05-20T05:15:32Z,www.amazon.com,Not Available,Kindle for iOS,B0DGCLB3X3,Before You Go Annotations Shown,BeforeYouGo
2024-12-11T23:01:19Z,www.amazon.com,Not Available,Kindle for iOS,B0C44DX85D,GoToBookmark,FullWindowNotebook
2025-07-26T22:07:00Z,www.amazon.com,Not Available,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,GoToBookmark,FullWindowNotebook
2025-02-02T03:11:35Z,www.amazon.com,Not Available,Kindle for iOS,B093WB84G1,NotebookOpened,FullWindowNotebook
2025-03-18T00:51:37Z,www.amazon.com,Not Available,Kindle for iOS,B0CDJPKT7K,Before You Go Annotations Shown,BeforeYouGo
2025-04-17T10:50:06Z,www.amazon.com,Not Available,Kindle for iOS,B0CZP7QV5D,Before You Go Annotations Shown,BeforeYouGo
2024-12-26T18:58:02Z,www.amazon.com,Not Available,Kindle for iOS,B00H45XC5O,NotebookOpened,FullWindowNotebook
2025-04-16T00:29:45Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1J839S,Before You Go Annotations Shown,BeforeYouGo
2025-01-07T10:16:16Z,www.amazon.com,Not Available,Kindle for iOS,B079JYG6D4,NotebookClosed,FullWindowNotebook
2025-01-07T10:16:15Z,www.amazon.com,Not Available,Kindle for iOS,B079JYG6D4,NotebookOpened,FullWindowNotebook
2025-02-02T03:11:38Z,www.amazon.com,Not Available,Kindle for iOS,B093WB84G1,NotebookClosed,FullWindowNotebook
2025-07-13T06:42:56Z,www.amazon.com,Not Available,Kindle for iOS,B0C9MXW2JL,NotebookOpened,FullWindowNotebook
2024-12-13T15:36:31Z,www.amazon.com,Not Available,Kindle for iOS,B0C44CFZPD,GoToBookmark,FullWindowNotebook
2024-12-11T16:51:51Z,www.amazon.com,Not Available,Kindle for iOS,B0C44DX85D,GoToBookmark,FullWindowNotebook
2025-01-02T01:56:44Z,www.amazon.com,Not Available,Kindle for iOS,B01ANM7GJC,NotebookClosed,FullWindowNotebook
2025-05-30T19:20:28Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,GoToBookmark,FullWindowNotebook
2025-03-23T22:43:03Z,www.amazon.com,Not Available,Kindle for iOS,B08HJDG47W,NotebookOpened,FullWindowNotebook
2025-05-30T20:11:22Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookOpened,FullWindowNotebook
2025-01-11T16:00:58Z,www.amazon.com,Not Available,Kindle for iOS,B0872K48RW,NotebookOpened,FullWindowNotebook
2025-05-30T19:20:13Z,www.amazon.com,Not Available,Kindle for iOS,B0F1Y9XH1B,NotebookOpened,FullWindowNotebook
2025-01-25T17:35:54Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1FKFB9,GoToHighlight,FullWindowNotebook
2025-03-28T22:08:41Z,www.amazon.com,Not Available,Kindle for iOS,B095G183J6,Before You Go Annotations Shown,BeforeYouGo
2025-06-02T14:37:26Z,www.amazon.com,Not Available,Kindle for iOS,B09JT59YYX,Before You Go Annotations Shown,BeforeYouGo
