created_timestamp,preferred_marketplace,country,device_family,ASIN,Selection highlight menu action,selection,audio_enabled
2025-09-26T22:24:32Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,1,false
2025-09-24T13:21:57Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Display Lookup Cards,3,false
2025-07-22T14:00:56Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,1,false
2025-09-23T21:28:01Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-09-01T14:35:24Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,26,false
2025-09-16T11:27:52Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,2,false
2025-09-07T19:16:07Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,10,false
2025-09-15T20:13:14Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,7,false
2025-09-22T10:30:17Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-07-21T23:52:07Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,38,false
2025-07-24T01:34:33Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,32,false
2025-09-19T12:56:07Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,27,false
2025-08-08T18:52:04Z,www.amazon.com,,Kindle for iOS,B0D9CC3C9Y,Remove highlight,15,false
2025-08-25T01:13:10Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,2,false
2025-09-19T00:41:05Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,21,false
2025-09-14T13:14:21Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Open selection highlight menu,7,false
2025-07-20T03:51:00Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,1,false
2025-09-23T20:16:45Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,34,false
2025-09-21T14:49:27Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-09-16T00:15:35Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,8,false
2025-09-25T20:12:39Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Dismiss,16,false
2025-09-26T11:20:10Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,9,false
2025-09-15T21:45:52Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,25,false
2025-09-23T16:58:52Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Remove highlight,45,false
2025-09-26T13:34:34Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,1,false
2025-07-22T10:56:03Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,1,false
2025-09-22T03:52:38Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,14,false
2025-09-01T15:35:49Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,20,false
2025-07-19T23:16:41Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,1,false
2025-09-16T02:39:45Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,19,false
2025-08-30T17:40:18Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-09-10T11:18:35Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,15,false
2025-07-23T22:13:49Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Remove highlight,6,false
2025-09-02T20:52:54Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,22,false
2025-07-21T04:40:56Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-08-16T05:02:35Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Remove highlight,16,false
2025-09-19T01:22:19Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-08-31T22:49:27Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,25,false
2025-09-09T02:00:24Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,18,false
2025-08-27T00:44:28Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,39,false
2025-07-22T05:54:22Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,8,false
2025-08-30T00:28:38Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,1,false
2025-09-07T01:04:30Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Remove highlight,31,false
2025-09-29T02:29:59Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,1,false
2025-09-23T20:50:49Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-09-03T05:44:16Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,31,false
2025-08-25T17:18:50Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,37,false
2025-09-27T18:58:46Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Dismiss,23,false
2025-09-02T23:40:50Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,8,false
2025-07-20T13:32:17Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Remove highlight,27,false
2025-07-18T02:30:39Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-07-22T21:15:33Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,27,false
2025-08-29T13:45:31Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,10,false
2025-09-19T23:32:27Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,5,false
2025-07-17T23:40:06Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,19,false
2025-08-18T02:07:44Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,5,false
2025-08-04T09:25:49Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Open selection highlight menu,21,false
2025-09-12T23:28:25Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,8,false
2025-07-16T15:43:41Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,1,false
2025-08-25T17:53:34Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Remove highlight,8,false
2025-09-06T16:28:53Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Remove highlight,9,false
2025-07-18T22:33:08Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Dismiss,1,false
2025-07-16T16:33:09Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-08-31T03:55:41Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Remove highlight,17,false
2025-08-28T12:48:53Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Remove highlight,35,false
2025-09-19T12:29:55Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,5,false
2025-07-18T18:44:20Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-07-23T10:46:13Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,1,false
2025-09-23T13:32:55Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-09-29T04:25:43Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,14,false
2025-07-20T13:32:14Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,27,false
2025-09-24T13:22:04Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-07-17T17:38:04Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-09-23T20:41:22Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,35,false
2025-10-01T16:50:12Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Remove highlight,19,false
2025-09-06T16:28:51Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,9,false
2025-07-20T05:24:44Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,35,false
2025-08-29T20:43:07Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,19,false
2025-09-29T02:04:11Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,32,false
2025-08-18T00:42:48Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Remove highlight,27,false
2025-08-29T18:34:54Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,1,false
2025-08-21T02:26:09Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Dismiss,1,false
2025-09-04T13:40:12Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,1,false
2025-09-10T01:52:59Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,17,false
2025-10-05T20:35:49Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Open selection highlight menu,1,false
2025-08-10T21:41:43Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Open selection highlight menu,17,false
2025-09-19T14:37:47Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-07-24T01:54:16Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,1,false
2025-07-22T13:16:56Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,1,false
2025-09-02T02:20:15Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,1,false
2025-09-14T14:03:53Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Open selection highlight menu,1,false
2025-09-06T01:13:24Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,7,false
2025-09-19T22:47:04Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-24T14:28:45Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-08-11T01:15:43Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Open selection highlight menu,32,false
2025-07-16T17:42:06Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-09-29T04:58:56Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,1,false
2025-09-28T22:15:37Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,24,false
2025-09-13T18:44:35Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,22,false
2025-09-27T22:20:10Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,32,false
2025-07-18T18:44:24Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-09-19T22:47:26Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-09T14:29:22Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-08-30T19:33:40Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Dismiss,1,false
2025-09-01T15:35:48Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Dismiss,20,false
2025-09-16T12:41:02Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,32,false
2025-08-28T03:27:26Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Dismiss,1,false
2025-08-27T01:15:20Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,2,false
2025-07-22T05:09:18Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-09-02T03:23:44Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,34,false
2025-09-16T03:11:43Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,12,false
2025-08-01T11:07:44Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Open selection highlight menu,5,false
2025-09-27T17:10:39Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,2,false
2025-07-17T00:48:42Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,14,false
2025-09-29T12:15:35Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,1,false
2025-09-23T14:37:03Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,27,false
2025-07-17T00:48:41Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,14,false
2025-09-09T01:22:02Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-09-19T23:16:47Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-10-06T18:22:12Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Remove highlight,22,false
2025-07-22T00:18:05Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,2,false
2025-07-20T13:10:01Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,7,false
2025-09-28T17:37:32Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,31,false
2025-09-22T03:19:54Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,18,false
2025-09-16T01:17:43Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,1,false
2025-09-29T12:17:13Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,6,false
2025-07-20T05:24:45Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,35,false
2025-07-17T23:51:39Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,9,false
2025-09-19T12:48:09Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-09-02T02:34:30Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,1,false
2025-09-16T13:32:41Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,28,false
2025-07-22T00:18:01Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,2,false
2025-08-25T04:16:20Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,1,false
2025-09-07T05:29:58Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,38,false
2025-09-13T18:44:34Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,22,false
2025-09-19T23:36:52Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-09-23T20:51:46Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Remove highlight,21,false
2025-09-09T14:05:01Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-08-21T02:24:43Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Remove highlight,15,false
2025-09-06T16:05:33Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,17,false
2025-09-28T16:19:52Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,43,false
2025-09-07T00:54:22Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,1,false
2025-09-10T01:02:53Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Remove highlight,31,false
2025-08-26T13:19:40Z,www.amazon.com,,Kindle for iOS,B003IYI6TC,Dismiss,15,false
2025-09-19T22:47:44Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-10-03T23:50:24Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Open selection highlight menu,24,false
2025-09-16T03:05:55Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,17,false
2025-08-25T17:53:30Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Open selection highlight menu,8,false
2025-08-28T21:05:02Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,1,false
2025-09-22T01:17:07Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-07-16T18:57:03Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,23,false
2025-08-29T12:59:02Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,22,false
2025-09-29T17:57:27Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Open selection highlight menu,20,false
2025-09-25T22:43:23Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,23,false
2025-09-01T14:33:47Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,15,false
2025-09-13T16:18:26Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,9,false
2025-09-03T05:22:39Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,39,false
2025-08-27T00:30:00Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,1,false
2025-09-07T00:54:23Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,1,false
2025-09-16T13:14:42Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Display Lookup Cards,4,false
2025-07-22T01:57:00Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,35,false
2025-09-11T02:06:20Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,27,false
2025-09-09T23:49:32Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-10-01T16:50:10Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Dismiss,19,false
2025-07-17T13:03:39Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,49,false
2025-07-21T12:50:39Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,57,false
2025-09-16T04:24:31Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,17,false
2025-09-29T16:09:52Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Open selection highlight menu,1,false
2025-08-22T00:26:32Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Open selection highlight menu,25,false
2025-07-27T07:31:29Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Open selection highlight menu,1,false
2025-08-29T18:10:25Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,2,false
2025-09-15T21:45:50Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,25,false
2025-09-02T03:36:21Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,1,false
2025-08-29T12:03:22Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,25,false
2025-07-24T02:22:43Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,33,false
2025-09-23T21:28:08Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-07-20T05:10:56Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,13,false
2025-09-30T22:52:55Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Dismiss,5,false
2025-09-06T01:00:39Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,1,false
2025-09-29T02:49:17Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,29,false
2025-09-24T00:44:47Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-09-23T23:27:48Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Remove highlight,15,false
2025-09-19T00:44:17Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,25,false
2025-08-26T22:16:10Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Open selection highlight menu,21,false
2025-09-02T22:31:55Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,29,false
2025-08-08T20:52:27Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Dismiss,33,false
2025-08-31T14:44:14Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-09-24T00:10:29Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-09-02T03:09:56Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,30,false
2025-10-05T13:42:51Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Dismiss,1,false
2025-09-03T21:28:25Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,1,false
2025-09-09T05:28:31Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,22,false
2025-09-19T23:16:43Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-07-18T02:46:10Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-08-23T21:30:20Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Remove highlight,46,false
2025-09-16T01:18:02Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,1,false
2025-09-28T03:22:51Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Dismiss,27,false
2025-09-22T00:12:39Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-09-16T01:05:35Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,20,false
2025-09-29T02:49:19Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,29,false
2025-09-02T21:32:08Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,27,false
2025-07-17T00:34:23Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-09-23T22:04:50Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,9,false
2025-10-05T23:51:59Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Open selection highlight menu,1,false
2025-09-03T05:37:32Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,7,false
2025-09-22T02:13:16Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,28,false
2025-07-31T22:35:23Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Dismiss,1,false
2025-07-18T04:10:05Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,34,false
2025-08-31T15:13:22Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Remove highlight,2,false
2025-09-26T19:01:19Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,1,false
2025-09-10T01:53:33Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,27,false
2025-09-01T17:56:11Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Dismiss,1,false
2025-09-10T21:20:57Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,30,false
2025-08-18T02:37:21Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Dismiss,33,false
2025-09-02T20:28:11Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,5,false
2025-07-16T01:03:28Z,www.amazon.com,,Kindle for iOS,B0CPKCH1V8,Open selection highlight menu,1,false
2025-08-31T14:37:32Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,20,false
2025-08-25T04:38:18Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Open selection highlight menu,37,false
2025-09-09T12:02:31Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,1,false
2025-08-24T19:23:03Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Open selection highlight menu,37,false
2025-08-26T23:43:57Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,37,false
2025-09-22T02:45:01Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-09-04T01:06:54Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,13,false
2025-08-25T04:41:21Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Remove highlight,40,false
2025-09-22T09:42:39Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,17,false
2025-07-22T21:15:36Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Remove highlight,27,false
2025-09-29T17:01:10Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Remove highlight,20,false
2025-09-05T02:11:18Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,1,false
2025-08-24T19:23:01Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Open selection highlight menu,37,false
2025-08-29T19:14:59Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,30,false
2025-07-17T02:33:34Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,3,false
2025-09-16T13:06:30Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,31,false
2025-07-19T22:59:54Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,1,false
2025-09-16T03:11:44Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,12,false
2025-08-08T20:42:18Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Dismiss,1,false
2025-07-16T15:37:34Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,19,false
2025-09-05T12:10:40Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,32,false
2025-09-30T02:02:11Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Remove highlight,27,false
2025-09-13T22:49:37Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,25,false
2025-09-16T01:17:31Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,1,false
2025-09-28T16:33:02Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,23,false
2025-08-29T18:30:56Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,33,false
2025-07-24T02:22:42Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,33,false
2025-08-28T11:14:21Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Dismiss,14,false
