created_timestamp,preferred_marketplace,country,device_family,ASIN,Selection highlight menu action,selection,audio_enabled
2025-08-27T01:19:43Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Open selection highlight menu,1,false
2025-09-19T22:47:58Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-28T22:27:10Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,17,false
2025-08-26T17:03:06Z,www.amazon.com,,Kindle for iOS,B003IYI6TC,Open selection highlight menu,7,false
2025-07-17T04:38:41Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Remove highlight,23,false
2025-10-05T22:35:15Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Open selection highlight menu,43,false
2025-09-03T06:11:30Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,31,false
2025-08-29T19:01:48Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,6,false
2025-09-02T21:07:53Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,33,false
2025-09-15T13:47:30Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,19,false
2025-08-23T21:13:18Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Open selection highlight menu,23,false
2025-09-14T01:02:31Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,22,false
2025-08-29T18:28:19Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Remove highlight,26,false
2025-09-02T23:32:07Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,24,false
2025-09-08T01:15:53Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,1,false
2025-09-10T11:35:51Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,3,false
2025-09-19T23:32:19Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-08-26T23:44:01Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Remove highlight,37,false
2025-07-17T23:49:39Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,30,false
2025-09-20T16:37:48Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-09-11T02:37:47Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,21,false
2025-09-30T21:06:57Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Dismiss,27,false
2025-07-18T01:24:43Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,33,false
2025-07-17T06:23:47Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-10-03T20:08:22Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Open selection highlight menu,8,false
2025-08-28T15:43:02Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,1,false
2025-09-02T20:28:09Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,5,false
2025-08-28T11:03:24Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Remove highlight,8,false
2025-07-17T23:51:40Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,9,false
2025-09-22T01:45:51Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-09-23T20:51:43Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,21,false
2025-08-17T22:17:30Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Dismiss,25,false
2025-08-29T14:08:48Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,1,false
2025-10-02T01:48:58Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Open selection highlight menu,17,false
2025-09-09T19:31:00Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,27,false
2025-08-30T15:45:38Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-08-25T04:38:34Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,2,false
2025-07-20T12:35:11Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,23,false
2025-07-18T04:49:28Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Remove highlight,35,false
2025-10-05T13:12:48Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Open selection highlight menu,20,false
2025-09-01T16:18:18Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Dismiss,1,false
2025-09-02T04:22:19Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,17,false
2025-09-18T22:51:22Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,58,false
2025-09-19T14:11:35Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-19T22:47:05Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,4,false
2025-07-17T04:37:23Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,1,false
2025-09-20T18:18:59Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,32,false
2025-07-22T23:57:15Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Dismiss,1,false
2025-07-23T23:53:49Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Remove highlight,8,false
2025-08-04T09:22:23Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Dismiss,11,false
2025-09-23T13:41:03Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-07-18T03:54:24Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-09-01T00:45:10Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,1,false
2025-09-02T20:52:52Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,22,false
2025-07-17T12:12:37Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,17,false
2025-07-22T10:51:05Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,22,false
2025-08-28T02:49:13Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,8,false
2025-09-19T01:22:09Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,1,false
2025-09-27T18:58:46Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Open selection highlight menu,23,false
2025-09-07T03:09:57Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,14,false
2025-09-28T17:37:29Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,31,false
2025-09-21T20:36:07Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,40,false
2025-09-29T03:59:42Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Remove highlight,26,false
2025-09-29T04:36:51Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,1,false
2025-09-08T05:42:50Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-07-20T05:07:38Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,21,false
2025-08-18T00:42:44Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,27,false
2025-09-22T10:00:01Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,7,false
2025-08-30T12:19:46Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Remove highlight,4,false
2025-09-16T11:27:51Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,2,false
2025-09-30T00:04:04Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Remove highlight,35,false
2025-09-07T23:58:48Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,30,false
2025-08-29T13:14:47Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,1,false
2025-09-10T11:35:52Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,3,false
2025-09-23T22:44:34Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,1,false
2025-08-18T14:25:43Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,1,false
2025-09-07T05:30:00Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Remove highlight,38,false
2025-09-29T02:04:12Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Dismiss,32,false
2025-09-07T02:34:49Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,1,false
2025-08-30T17:23:36Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Dismiss,1,false
2025-09-21T22:57:26Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-08-29T11:24:21Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,1,false
2025-09-13T12:53:36Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,1,false
2025-09-26T12:48:17Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Remove highlight,10,false
2025-08-17T23:40:34Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Dismiss,23,false
2025-08-24T16:37:57Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Remove highlight,15,false
2025-09-07T04:27:08Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Remove highlight,30,false
2025-07-20T21:52:37Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,14,false
2025-08-08T22:15:37Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Dismiss,1,false
2025-09-23T09:58:32Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,18,false
2025-08-22T00:26:33Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Dismiss,25,false
2025-10-01T00:32:42Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Open selection highlight menu,16,false
2025-08-29T22:41:06Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,35,false
2025-09-14T17:18:16Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Dismiss,1,false
2025-09-04T01:06:57Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Remove highlight,13,false
2025-09-22T11:00:55Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,27,false
2025-08-29T12:03:27Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,25,false
2025-09-24T12:46:34Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,31,false
2025-07-18T01:24:44Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,33,false
2025-08-31T15:13:19Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Dismiss,2,false
2025-07-16T17:39:02Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Open selection highlight menu,1,false
2025-08-16T05:05:59Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Open selection highlight menu,1,false
2025-09-19T22:47:28Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,13,false
2025-07-26T21:31:32Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Dismiss,1,false
2025-09-01T17:46:37Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Open selection highlight menu,29,false
2025-07-20T16:28:52Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,1,false
2025-09-23T20:50:51Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Display Lookup Cards,4,false
2025-09-06T02:00:58Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,13,false
2025-09-02T02:34:34Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Dismiss,9,false
2025-09-09T12:02:32Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-09-02T20:57:45Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,2,false
2025-08-17T13:54:36Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,19,false
2025-09-19T14:37:35Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,39,false
2025-07-16T00:46:19Z,www.amazon.com,,Kindle for iOS,B0CPKCH1V8,Open selection highlight menu,12,false
2025-07-20T15:46:44Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Dismiss,20,false
2025-07-20T11:53:15Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,25,false
2025-08-08T20:52:28Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Open selection highlight menu,33,false
2025-09-21T19:26:07Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Remove highlight,131,false
2025-09-13T17:48:20Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,1,false
2025-09-21T22:28:44Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-09-23T21:28:04Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Display Lookup Cards,3,false
2025-08-01T11:07:47Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Remove highlight,5,false
2025-07-18T13:58:11Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Dismiss,39,false
2025-08-29T19:15:02Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,30,false
2025-09-22T03:19:20Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-09-07T01:04:27Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,31,false
2025-09-05T12:49:08Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Remove highlight,36,false
2025-07-20T02:03:37Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,29,false
2025-09-19T22:47:27Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,13,false
2025-09-29T23:05:47Z,www.amazon.com,,Kindle for iOS,B0BSG1XDTR,Open selection highlight menu,1,false
2025-09-26T18:37:52Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Dismiss,26,false
2025-09-22T10:30:17Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,1,false
2025-09-23T13:40:13Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,1,false
2025-08-29T18:02:06Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,27,false
2025-07-19T03:59:57Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-09-02T02:34:33Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,9,false
2025-09-03T05:47:12Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,1,false
2025-09-09T12:02:37Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,27,false
2025-07-27T01:05:17Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Dismiss,38,false
2025-09-19T18:56:24Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Dismiss,1,false
2025-09-16T01:17:58Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Display Lookup Cards,8,false
2025-09-13T22:49:39Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Remove highlight,25,false
2025-09-20T01:35:48Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,5,false
2025-08-28T11:14:22Z,www.amazon.com,,Kindle for iOS,B0DC66QD8K,Open selection highlight menu,14,false
2025-07-17T11:37:22Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,22,false
2025-09-19T18:53:16Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,34,false
2025-09-07T01:04:28Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,31,false
2025-10-05T22:35:20Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Remove highlight,43,false
2025-09-18T22:02:24Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Remove highlight,42,false
2025-09-07T03:09:56Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Dismiss,14,false
2025-09-02T13:11:52Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Remove highlight,8,false
2025-07-23T03:11:41Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Remove highlight,38,false
2025-09-26T00:28:53Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Remove highlight,25,false
2025-09-12T00:39:30Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Remove highlight,4,false
2025-08-17T23:40:35Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,23,false
2025-07-27T06:49:12Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Open selection highlight menu,1,false
2025-09-09T01:59:05Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,22,false
2025-10-05T17:56:41Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Dismiss,1,false
2025-09-16T00:05:50Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,16,false
2025-10-05T13:09:00Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Open selection highlight menu,2,false
2025-08-30T18:55:06Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-08-24T23:15:46Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Remove highlight,2,false
2025-09-07T02:34:19Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Remove highlight,27,false
2025-09-26T19:14:51Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,32,false
2025-09-16T01:17:42Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,1,false
2025-08-31T16:00:27Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Open selection highlight menu,1,false
2025-07-27T05:35:07Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Open selection highlight menu,1,false
2025-07-20T16:16:58Z,www.amazon.com,,Kindle for iOS,B0C4GRKJTF,Open selection highlight menu,27,false
2025-09-07T01:05:29Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,40,false
2025-09-27T23:21:22Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Remove highlight,15,false
2025-09-21T22:26:36Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,28,false
2025-08-25T01:13:12Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Open selection highlight menu,2,false
2025-09-20T14:20:30Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,2,false
2025-08-29T13:12:32Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,8,false
2025-09-26T22:30:49Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,1,false
2025-09-04T01:06:55Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,13,false
2025-09-24T13:23:40Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,4,false
2025-08-29T18:23:44Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,2,false
2025-07-18T20:45:42Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Remove highlight,31,false
2025-09-16T13:06:29Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Open selection highlight menu,31,false
2025-09-02T03:37:33Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,1,false
2025-08-31T19:07:37Z,www.amazon.com,,Kindle for iOS,B0B7B2G4TD,Remove highlight,23,false
2025-09-26T00:48:00Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Open selection highlight menu,19,false
2025-09-07T01:05:30Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Open selection highlight menu,40,false
2025-07-18T02:51:42Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-07-16T17:24:16Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,1,false
2025-08-25T04:34:25Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Dismiss,1,false
2025-09-03T05:44:17Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,31,false
2025-08-26T18:09:16Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Open selection highlight menu,27,false
2025-09-05T12:49:06Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Dismiss,36,false
2025-08-17T12:33:35Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,7,false
2025-09-05T12:16:22Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,22,false
2025-07-18T23:54:52Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-09-19T20:54:17Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Open selection highlight menu,30,false
2025-07-17T03:36:20Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,23,false
2025-08-01T04:24:56Z,www.amazon.com,,Kindle for iOS,B0CW1J839S,Remove highlight,51,false
2025-07-17T03:24:51Z,www.amazon.com,,Kindle for iOS,B0B9TBGC5X,Dismiss,32,false
2025-09-13T12:00:11Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,1,false
2025-09-23T20:16:44Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Open selection highlight menu,34,false
2025-07-18T19:45:40Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,1,false
2025-09-22T01:29:34Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Open selection highlight menu,26,false
2025-09-09T05:49:57Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Dismiss,1,false
2025-07-24T01:55:36Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Remove highlight,29,false
2025-09-16T03:51:33Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,19,false
2025-08-30T01:36:06Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,1,false
2025-09-16T02:51:23Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Remove highlight,29,false
2025-09-16T01:29:44Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Dismiss,32,false
2025-07-17T17:29:26Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Dismiss,1,false
2025-07-17T23:28:02Z,www.amazon.com,,Kindle for iOS,B0BHN8JB7C,Open selection highlight menu,1,false
2025-08-16T21:12:07Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Remove highlight,4,false
2025-08-25T17:18:51Z,www.amazon.com,,Kindle for iOS,B004CLYLCG,Open selection highlight menu,37,false
2025-07-22T00:10:01Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,1,false
2025-08-24T19:21:27Z,www.amazon.com,,Kindle for iOS,B0D7ZVQG2N,Remove highlight,2,false
2025-09-11T02:06:19Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,27,false
2025-09-10T12:08:13Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Open selection highlight menu,28,false
2025-08-17T19:09:51Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Open selection highlight menu,27,false
2025-09-29T12:14:33Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,11,false
2025-09-02T18:28:28Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,1,false
2025-09-02T02:56:34Z,www.amazon.com,,Kindle for iOS,B0C6NBLBL2,Open selection highlight menu,35,false
2025-08-18T14:29:05Z,www.amazon.com,,Kindle for iOS,B0CQKGZL6K,Remove highlight,29,false
2025-09-12T00:39:27Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,4,false
2025-09-27T22:23:17Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Dismiss,27,false
2025-07-23T03:12:30Z,www.amazon.com,,Kindle for iOS,B0CTXVHQW6,Open selection highlight menu,23,false
2025-10-05T13:12:49Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Remove highlight,20,false
2025-07-22T05:09:18Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Dismiss,1,false
2025-07-22T10:51:04Z,www.amazon.com,,Kindle for iOS,B0CJDPTB3V,Open selection highlight menu,22,false
2025-09-03T13:29:09Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Open selection highlight menu,36,false
2025-09-13T15:47:42Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Dismiss,1,false
2025-09-07T00:56:28Z,www.amazon.com,,Kindle for iOS,5DE54701F9AB457893A2E196F7E4F894,Remove highlight,32,false
2025-08-29T12:03:24Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Dismiss,25,false
2025-09-20T00:48:58Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Display Lookup Cards,7,false
2025-09-24T00:12:53Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Dismiss,27,false
2025-08-29T20:37:34Z,www.amazon.com,,Kindle for iOS,B0C3C7G6HN,Open selection highlight menu,27,false
2025-07-19T00:57:54Z,www.amazon.com,,Kindle for iOS,B0BT9W3ZS2,Open selection highlight menu,12,false
2025-07-25T14:28:50Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Add Note,2,false
2025-09-29T04:25:39Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Open selection highlight menu,14,false
2025-09-08T09:56:39Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Open selection highlight menu,21,false
2025-08-31T22:37:01Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Dismiss,7,false
2025-09-22T01:28:53Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Dismiss,1,false
2025-08-26T22:33:59Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Dismiss,1,false
