"Campaign","Coupon Amount Used","Coupon Amount Not Used","Currency Code","Promo Start Date","Promo End Date","Date Claimed","Claim Code","Redemption Status"
"Audible US | ACQ | Amazon & Audible |  Holiday 2023 | PP $5.95/Month for first 4 Months","27.00000","0.00000","USD","2023-08-04","2024-04-23","2024-03-15","T081JTVWT8Q0SWAN","PartiallyUsed"
