ASIN,country,created_timestamp,preferred_marketplace,device_family,item_clicked_on_ASIN,card_position,item_position_within_card,action,action_type,action_source,kindle_app_version
Not Available,US,2025-10-07T01:19:28Z,www.amazon.com,Kindle for Android,B0DWLNDVJS,4,4,QUICKVIEW,tap,BOOK_ENTITY_LIST_3,1286183400
Not Available,US,2025-10-05T21:05:37Z,www.amazon.com,Kindle for Android,B0DCG89SDJ,2,1,asin_tap,tap,BOOK_ENTITY_LIST_0,1286183400
Not Available,US,2025-10-05T20:34:05Z,www.amazon.com,Kindle for Android,B0DCG89SDJ,2,1,asin_tap,tap,BOOK_ENTITY_LIST_0,1286183400
