created_timestamp,ASIN,customer_context,action,highlight_color,is_starred,show_options_after_highlighting,number_of_words_in_highlight,device_family,country,preferred_marketplace
2024-03-15T22:12:13Z,B07XQK3SGQ,QuickHighlight,AddHighlight,Not Available,No,Off,32,Kindle for iOS,Not Available,US
2024-03-11T04:17:27Z,B07B9WH8KT,QuickHighlight,AddHighlight,Not Available,No,Off,38,Kindle for iOS,Not Available,US
2024-02-24T18:25:03Z,B08K62VYDJ,QuickHighlight,AddHighlight,Not Available,No,Off,14,Kindle for iOS,Not Available,US
2024-03-03T03:53:04Z,B09QY2KWKY,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-07T13:50:50Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-28T11:15:37Z,B0BDW83LGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T17:49:55Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-04T12:50:35Z,B0BJJTTM8K,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-04-06T00:04:11Z,B00AXIZ5MC,QuickHighlight,AddHighlight,Not Available,No,Off,14,Kindle for iOS,Not Available,US
2024-03-16T15:49:12Z,B01M04PNMH,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T17:56:43Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-28T13:36:30Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,21,Kindle for iOS,Not Available,US
2024-03-07T03:01:14Z,B01KB8XC5A,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T12:34:17Z,B0BDW9C3JY,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-02-26T00:59:37Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-06T00:37:34Z,B07C7N5CBS,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-26T01:26:50Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-06T15:18:09Z,B01KB8XC5A,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-02-25T18:43:22Z,B0B232HFC9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-12T04:45:48Z,B09P5GT746,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T14:36:18Z,B01BU2NFTO,QuickHighlight,AddHighlight,Not Available,No,Off,15,Kindle for iOS,Not Available,US
2024-03-17T19:11:58Z,B0757CRTLY,QuickHighlight,AddHighlight,Not Available,No,Off,27,Kindle for iOS,Not Available,US
2024-03-27T16:26:45Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-18T16:09:22Z,B00846REIS,QuickHighlight,EditHighlight,Not Available,No,Off,26,Kindle for iOS,Not Available,US
2024-03-21T03:46:22Z,B0183KJZE0,QuickHighlight,AddHighlight,Not Available,No,Off,3,Kindle for iOS,Not Available,US
2024-03-18T23:58:47Z,B008673ZAQ,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-03-06T00:54:52Z,B07C7N5CBS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-19T09:58:51Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T08:18:38Z,B01N7GREG9,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-02-24T04:52:54Z,B0CB1RMZRC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-13T22:40:54Z,B08266SRVP,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-16T13:37:17Z,B01BU2NFTO,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-06T01:42:51Z,B07C7N5CBS,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-16T10:51:28Z,B01BU2NFTO,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-03T16:23:11Z,B01MST9RU9,QuickHighlight,AddHighlight,Not Available,No,Off,21,Kindle for iOS,Not Available,US
2024-03-28T02:19:35Z,B0BC16PP4Z,QuickHighlight,AddHighlight,Not Available,No,Off,27,Kindle for iOS,Not Available,US
2024-02-26T16:49:38Z,B09X6KD3CS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-20T04:07:01Z,B008UCJ7KO,QuickHighlight,AddHighlight,Not Available,No,Off,29,Kindle for iOS,Not Available,US
2024-03-20T13:30:01Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-26T17:10:50Z,B0BCZWC3QZ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-02T04:33:00Z,B0994RZ2L1,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T01:45:40Z,B08266PLCC,QuickHighlight,AddHighlight,Not Available,No,Off,25,Kindle for iOS,Not Available,US
2024-02-24T18:16:54Z,B08K62VYDJ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T05:01:38Z,B09QY2KWKY,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-08T08:06:40Z,B083TZV25B,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-07T02:58:56Z,B01KB8XC5A,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T15:17:11Z,B0994RZ2L1,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T00:10:18Z,B0BCZWC3QZ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T14:25:37Z,B00W22ITCU,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-05T17:01:39Z,B00AXIZ5MC,QuickHighlight,AddHighlight,Not Available,No,Off,16,Kindle for iOS,Not Available,US
2024-03-08T07:37:08Z,B083TZV25B,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-03-18T21:23:33Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,36,Kindle for iOS,Not Available,US
2024-03-25T02:15:06Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T22:40:56Z,B08266SRVP,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-06T00:44:22Z,B07C7N5CBS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T18:59:44Z,B0BDW9C3JY,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-03-04T06:23:05Z,B01N7GREG9,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-04-04T13:45:57Z,B0BJJTTM8K,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T00:07:37Z,B091SLLP6H,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-03T21:47:07Z,B0BJJTTM8K,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-03-03T04:45:01Z,B09QY2KWKY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T12:44:49Z,B00W22ITCU,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-25T02:15:45Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-28T17:58:40Z,B0CYWDS6CT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-05T13:17:28Z,B008WOTQGU,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-17T19:51:27Z,B0757CRTLY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,14,Kindle for iOS,Not Available,US
2024-02-24T03:24:40Z,B0CB1RMZRC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-02T00:59:29Z,B0BHLBHG79,QuickHighlight,AddHighlight,Not Available,No,Off,28,Kindle for iOS,Not Available,US
2024-03-28T17:58:38Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,21,Kindle for iOS,Not Available,US
2024-03-20T06:06:07Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-14T03:01:32Z,B0C7QYS91W,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T15:19:39Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-02T15:04:10Z,B09QY2KWKY,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T23:13:07Z,B0B232HFC9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-02T05:28:01Z,B0994RZ2L1,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T13:54:21Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-14T11:53:54Z,B0C7QYS91W,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-20T04:34:16Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T18:18:45Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,16,Kindle for iOS,Not Available,US
2024-03-01T20:11:21Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-09T03:20:08Z,B01D6TA9Y8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T03:50:01Z,B09QY2KWKY,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-03T18:04:56Z,B0BJJTTM8K,QuickHighlight,AddHighlight,Not Available,No,Off,17,Kindle for iOS,Not Available,US
2024-02-26T13:33:48Z,B09X6KD3CS,QuickHighlight,AddHighlight,Not Available,No,Off,19,Kindle for iOS,Not Available,US
2024-03-05T02:14:07Z,B076G47245,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-17T18:17:45Z,B0757CRTLY,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-18T17:09:50Z,B00846REIS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-02T13:43:12Z,5BEA93B92BE3430FB2DF09D918F5365C,QuickHighlight,AddHighlight,Not Available,No,Off,30,Kindle for iOS,Not Available,US
2024-02-26T01:26:24Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-23T16:07:27Z,B00V3MY1IQ,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-11T05:03:47Z,B07B9WH8KT,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-04T08:18:41Z,B01N7GREG9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T00:45:27Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T17:33:46Z,B01N5C6HP9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-18T22:26:59Z,B008673ZAQ,QuickHighlight,AddHighlight,Not Available,No,Off,31,Kindle for iOS,Not Available,US
2024-03-13T03:38:44Z,B08266PLCC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T23:18:06Z,B09X6KD3CS,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-02-28T06:51:11Z,B0BDW83LGQ,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-20T04:57:46Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T00:01:11Z,B0BCZWC3QZ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T23:33:36Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-17T19:26:38Z,B0757CRTLY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T17:44:22Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,13,Kindle for iOS,Not Available,US
2024-03-26T16:55:51Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-17T19:01:43Z,B0757CRTLY,QuickHighlight,AddHighlight,Not Available,No,Off,24,Kindle for iOS,Not Available,US
2024-03-04T06:14:32Z,B01MTZDCUN,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-05T04:10:31Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,22,Kindle for iOS,Not Available,US
2024-03-17T19:51:19Z,B0757CRTLY,QuickHighlight,AddHighlight,Not Available,No,Off,14,Kindle for iOS,Not Available,US
2024-02-25T20:09:21Z,B0B232HFC9,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-01T16:44:56Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T05:29:20Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-28T16:19:16Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-26T04:47:37Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T17:34:58Z,B0CYWDS6CT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T14:04:19Z,B09X6KD3CS,QuickHighlight,AddHighlight,Not Available,No,Off,17,Kindle for iOS,Not Available,US
2024-03-07T11:06:20Z,B083TZV25B,QuickHighlight,AddHighlight,Not Available,No,Off,4,Kindle for iOS,Not Available,US
2024-03-06T01:40:41Z,B07C7N5CBS,QuickHighlight,AddHighlight,Not Available,No,Off,4,Kindle for iOS,Not Available,US
2024-03-06T15:29:05Z,B01KB8XC5A,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-27T18:10:40Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-29T18:18:27Z,B08Y6DCS1Y,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T04:15:37Z,B09QY2KWKY,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-13T13:36:55Z,B08266PLCC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T13:24:19Z,B08266PLCC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-05T20:17:53Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-02T15:03:50Z,B09QY2KWKY,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-25T13:02:45Z,B00W22ITCU,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-02-27T05:21:12Z,B09X6KD3CS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T09:32:52Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-18T02:39:10Z,B0CLT4QRQL,QuickHighlight,AddHighlight,Not Available,No,Off,36,Kindle for iOS,Not Available,US
2024-03-05T09:41:44Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-27T15:56:14Z,B09ZKRWCG4,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-25T21:15:59Z,B07Y82JMF8,QuickHighlight,AddHighlight,Not Available,No,Off,22,Kindle for iOS,Not Available,US
2024-02-24T23:49:27Z,B09S1CMMBT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-02-28T17:11:35Z,B0BDW83LGQ,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-06T00:20:53Z,B07C7N5CBS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T15:20:38Z,B08K62VYDJ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-20T00:05:31Z,B008UCJ7KO,QuickHighlight,AddHighlight,Not Available,No,Off,24,Kindle for iOS,Not Available,US
2022-04-30T16:42:31Z,B00KVRDACW,PopularHighlightTooltip,AddHighlight,yellow,No,Off,15,Kindle for iOS,Not Available,US
2024-02-24T17:28:08Z,B08K62VYDJ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T18:55:30Z,B01M04PNMH,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T14:51:17Z,B09ZKRWCG4,QuickHighlight,AddHighlight,Not Available,No,Off,26,Kindle for iOS,Not Available,US
2024-03-17T20:37:28Z,B0CLT4QRQL,QuickHighlight,AddHighlight,Not Available,No,Off,19,Kindle for iOS,Not Available,US
2024-03-20T04:56:56Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-18T20:40:01Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,19,Kindle for iOS,Not Available,US
2024-02-27T21:34:08Z,B0BDW9C3JY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T06:38:57Z,B0CB1RMZRC,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-01T00:13:15Z,B091SLLP6H,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-06T00:06:47Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-06T00:24:11Z,B00AXIZ5MC,QuickHighlight,AddHighlight,Not Available,No,Off,41,Kindle for iOS,Not Available,US
2024-02-26T01:54:42Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T21:55:30Z,B08266SRVP,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-07T17:46:12Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T00:00:08Z,B09NJBVM8Z,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T13:19:45Z,B0CYWDS6CT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T23:20:56Z,B07C7N5CBS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T01:32:20Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-24T01:15:32Z,B00V3MY1GS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-28T05:44:34Z,B0BDW83LGQ,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-06T01:03:58Z,B07C7N5CBS,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-25T22:15:42Z,B0B232HFC9,QuickHighlight,EditHighlight,Not Available,No,Off,14,Kindle for iOS,Not Available,US
2024-02-26T06:30:45Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-02T00:52:03Z,B0994RZ2L1,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-26T14:37:27Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-20T03:01:12Z,B008UCJ7KO,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-27T09:10:14Z,B08X472VK3,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T04:52:51Z,B0CB1RMZRC,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-04-13T05:22:40Z,B01MSWC05T,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-09T19:31:14Z,B07WJ2X243,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-26T06:11:19Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,15,Kindle for iOS,Not Available,US
2024-02-26T04:47:34Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,15,Kindle for iOS,Not Available,US
2024-02-26T04:34:20Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-05T05:14:59Z,B07QNKVR3N,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T13:50:47Z,B083TZV25B,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-09T02:48:43Z,B01D6TA9Y8,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-01T07:05:06Z,B091SLLP6H,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T02:20:47Z,B0BC16PP4Z,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-01T14:29:22Z,B09Z7BYZS3,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T07:48:04Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-03-28T16:19:18Z,B0CYWDS6CT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T08:17:47Z,B017S3J3X6,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T03:24:31Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-01T07:51:14Z,B091SLLP6H,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T00:10:16Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-04-05T20:58:07Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-05T17:45:20Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-29T14:34:20Z,B08Y6DCS1Y,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T09:33:41Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-12T01:53:29Z,B09P5GT746,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-03-01T00:14:01Z,B091SLLP6H,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-29T19:52:34Z,B08Y6DCS1Y,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-02-26T06:48:08Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-22T23:19:40Z,B0CHWQPB49,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T20:49:25Z,B01MYYEYWP,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T06:23:08Z,B01N7GREG9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T19:15:22Z,B0B232HFC9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T03:51:46Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T13:51:19Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-26T02:48:47Z,B07Y82JMF8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-26T03:40:45Z,B07Y82JMF8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
