created_timestamp,ASIN,customer_context,action,highlight_color,is_starred,show_options_after_highlighting,number_of_words_in_highlight,device_family,country,preferred_marketplace
2024-02-27T04:34:41Z,B09X6KD3CS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-28T06:15:16Z,B0BDW83LGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-18T16:09:21Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,26,Kindle for iOS,Not Available,US
2024-02-25T03:35:14Z,B09S1CMMBT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T08:29:59Z,B08X472VK3,QuickHighlight,AddHighlight,Not Available,No,Off,4,Kindle for iOS,Not Available,US
2024-02-26T01:26:48Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-03T04:04:46Z,B09QY2KWKY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T15:19:26Z,B0994RZ2L1,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-01T00:07:37Z,B091SLLP6H,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-27T05:37:04Z,B08X472VK3,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-02T22:07:47Z,B09QY2KWKY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-28T11:15:34Z,B0BDW83LGQ,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-25T02:37:18Z,B00V3MY186,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T19:38:35Z,B01N5C6HP9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T06:48:33Z,B091SLLP6H,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-06T22:26:21Z,B01KB8XC5A,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T17:49:06Z,B0BDW9C3JY,QuickHighlight,AddHighlight,Not Available,No,Off,11,Kindle for iOS,Not Available,US
2024-03-13T00:28:36Z,B08266PLCC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T08:58:53Z,B07QNKVR3N,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T06:02:13Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T11:06:23Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T14:31:58Z,B08266V1T2,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T02:45:02Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T15:19:53Z,B0994RZ2L1,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-04T03:55:28Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-28T13:13:48Z,B0BDW83LGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T07:24:48Z,B0CB1RMZRC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T03:59:02Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-21T01:52:33Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-19T09:38:18Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-14T04:32:59Z,B0C7QYS91W,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-24T21:53:56Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-13T15:13:28Z,B08266V1T2,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T17:39:30Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,27,Kindle for iOS,Not Available,US
2024-03-11T05:38:54Z,B07B9WH8KT,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-02-29T21:43:19Z,B08Y6DCS1Y,QuickHighlight,AddHighlight,Not Available,No,Off,23,Kindle for iOS,Not Available,US
2024-03-28T14:26:04Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-25T03:20:14Z,B00V3MY186,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-30T13:35:30Z,B09DTJF1WD,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-03T19:50:42Z,B01N5C6HP9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T09:19:20Z,B01BU2NFTO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T09:24:31Z,B00W22ITCU,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T00:00:05Z,B09NJBVM8Z,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-02-25T21:45:13Z,B0B232HFC9,QuickHighlight,AddHighlight,Not Available,No,Off,15,Kindle for iOS,Not Available,US
2024-03-02T05:29:07Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-22T10:06:41Z,B0B1KVSRCL,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-21T04:46:49Z,B0183KJZE0,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T18:18:47Z,B0CYWDS6CT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-26T02:05:22Z,B07Y82JMF8,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-19T03:39:08Z,B008673ZAQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T04:26:48Z,B09X6KD3CS,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-02-28T16:30:09Z,B0BDW83LGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-01T18:43:29Z,B09Z7BYZS3,QuickHighlight,AddHighlight,Not Available,No,Off,25,Kindle for iOS,Not Available,US
2024-03-25T16:58:25Z,B07Y82JMF8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T07:28:15Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,4,Kindle for iOS,Not Available,US
2024-03-21T02:16:10Z,B00NEQRNVG,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-16T10:51:30Z,B01BU2NFTO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-15T21:04:05Z,B07XQK3SGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-15T19:05:27Z,B07XQK3SGQ,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-18T11:28:40Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-26T23:38:41Z,B0BCZWC3QZ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-09T02:39:26Z,B01D6TA9Y8,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-09T05:25:28Z,B071NRXLXB,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-02-25T15:28:14Z,B0B232HFC9,QuickHighlight,AddHighlight,Not Available,No,Off,29,Kindle for iOS,Not Available,US
2024-02-26T04:48:43Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-02-24T08:44:54Z,B0CB1RMZRC,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-17T18:35:10Z,B0757CRTLY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-12T03:21:59Z,B09P5GT746,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-11T04:17:32Z,B07B9WH8KT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T02:08:06Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-02-25T19:12:10Z,B0B232HFC9,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-19T03:18:25Z,B008673ZAQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T08:37:26Z,B0CB1RMZRC,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-09T05:57:42Z,B071NRXLXB,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T01:05:51Z,B08266PLCC,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-07T22:18:52Z,B083TZV25B,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-20T05:04:35Z,B00NEQRNVG,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T08:13:02Z,B08X472VK3,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T22:42:28Z,B09S1CMMBT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T19:15:23Z,B0BDW9C3JY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-24T04:57:32Z,B0CB1RMZRC,QuickHighlight,AddHighlight,Not Available,No,Off,3,Kindle for iOS,Not Available,US
2024-03-31T15:31:22Z,B09Z7BYZS3,QuickHighlight,AddHighlight,Not Available,,On,,Kindle E-reader,US,US
2024-02-27T19:55:02Z,B0BDW9C3JY,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-27T00:01:09Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,21,Kindle for iOS,Not Available,US
2024-04-02T13:49:03Z,5BEA93B92BE3430FB2DF09D918F5365C,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-18T20:33:02Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,12,Kindle for iOS,Not Available,US
2024-04-05T14:17:42Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-06T00:52:39Z,B07C7N5CBS,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-28T20:24:37Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-02-26T04:22:04Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-08T00:53:07Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T01:00:54Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-04T21:41:21Z,B09NJBVM8Z,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-25T03:22:10Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-23T17:53:01Z,B00V3MY1IQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-10T19:42:44Z,B01L7Q54NI,QuickHighlight,AddHighlight,Not Available,No,Off,29,Kindle for iOS,Not Available,US
2024-03-04T04:23:23Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T15:56:20Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T13:33:50Z,B09X6KD3CS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T04:15:09Z,B017S3J3X6,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T02:13:36Z,B0BC16PP4Z,QuickHighlight,AddHighlight,Not Available,No,Off,25,Kindle for iOS,Not Available,US
2024-03-05T03:47:52Z,B07QNKVR3N,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-03T16:49:04Z,B01MST9RU9,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-02-24T08:12:59Z,B0CB1RMZRC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-07T01:48:31Z,B01KB8XC5A,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-05T10:30:06Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-01T17:59:51Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-02-28T06:41:33Z,B0BDW83LGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-15T20:04:51Z,B07XQK3SGQ,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-16T15:32:17Z,B01M04PNMH,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-09T03:27:22Z,B01D6TA9Y8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T06:41:48Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-14T17:06:59Z,B0C7QYS91W,QuickHighlight,AddHighlight,Not Available,No,Off,15,Kindle for iOS,Not Available,US
2024-03-19T02:46:13Z,B008673ZAQ,QuickHighlight,AddHighlight,Not Available,No,Off,40,Kindle for iOS,Not Available,US
2024-03-22T06:49:25Z,B0B1KVSRCL,QuickHighlight,AddHighlight,Not Available,No,Off,19,Kindle for iOS,Not Available,US
2024-03-30T18:54:31Z,B09DTJF1WD,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T03:00:10Z,B01KB8XC5A,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T18:59:11Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-02-24T08:23:25Z,B0CB1RMZRC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-05T12:10:28Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-02-25T05:21:04Z,B09S1CMMBT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T17:04:40Z,B0B232HFC9,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-03-07T03:16:04Z,B01KB8XC5A,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T08:11:08Z,B091SLLP6H,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-25T09:25:43Z,B00W22ITCU,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-02-25T05:12:25Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-12T04:45:45Z,B09P5GT746,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-04-05T21:44:17Z,B00AXIZ5MC,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T19:35:09Z,B0BDW9C3JY,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-04-02T00:30:09Z,B0BHLBHG79,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T05:41:50Z,B01MTZDCUN,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T01:24:48Z,B00V3MY186,QuickHighlight,AddHighlight,Not Available,No,Off,28,Kindle for iOS,Not Available,US
2024-04-01T22:34:51Z,B0BHLBHG79,QuickHighlight,AddHighlight,Not Available,No,Off,20,Kindle for iOS,Not Available,US
2024-03-25T13:47:37Z,B00W22ITCU,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T00:11:32Z,B091SLLP6H,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-02-26T00:45:25Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-03-25T02:15:08Z,B00V3MY186,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-27T08:35:02Z,B08X472VK3,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-02-24T15:34:42Z,B08K62VYDJ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T19:33:37Z,B0B232HFC9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-26T02:47:46Z,B07Y82JMF8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-01T00:13:29Z,B091SLLP6H,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-30T00:52:45Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,,On,,Kindle E-reader,US,US
2024-03-13T00:25:47Z,B08266PLCC,QuickHighlight,AddHighlight,Not Available,No,Off,13,Kindle for iOS,Not Available,US
2024-03-01T00:14:32Z,B091SLLP6H,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-28T13:24:48Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,23,Kindle for iOS,Not Available,US
2024-03-13T23:34:28Z,B08266SRVP,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-03-07T11:06:58Z,B083TZV25B,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-03T05:42:54Z,B09QY2KWKY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-19T09:25:57Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T02:19:37Z,B0BC16PP4Z,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T06:28:10Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-02-26T05:07:47Z,B09HLCTYZ8,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-15T13:11:22Z,B07XQK3SGQ,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-02-26T00:59:35Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-03-27T07:46:58Z,B08X472VK3,QuickHighlight,AddHighlight,Not Available,No,Off,5,Kindle for iOS,Not Available,US
2024-03-14T03:35:37Z,B0C7QYS91W,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-26T11:17:57Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-04-06T18:02:55Z,B00FO60CH6,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-01T02:49:51Z,B09Z7BYZS3,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T00:14:00Z,B01KB8XC5A,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-16T17:20:16Z,B01M04PNMH,QuickHighlight,AddHighlight,Not Available,No,Off,7,Kindle for iOS,Not Available,US
2024-03-26T16:43:51Z,B0BCZWC3QZ,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-05T14:36:04Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,2,Kindle for iOS,Not Available,US
2024-04-06T19:18:52Z,B00FO60CH6,QuickHighlight,EditHighlight,Not Available,No,Off,33,Kindle for iOS,Not Available,US
2024-03-19T23:00:01Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-25T08:58:54Z,B00W22ITCU,QuickHighlight,AddHighlight,Not Available,No,Off,9,Kindle for iOS,Not Available,US
2024-03-13T03:31:41Z,B08266PLCC,QuickHighlight,AddHighlight,Not Available,No,Off,17,Kindle for iOS,Not Available,US
2024-02-29T02:14:01Z,B00ONUYEZA,QuickHighlight,AddHighlight,Not Available,No,Off,4,Kindle for iOS,Not Available,US
2024-03-27T15:56:39Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-02T15:03:50Z,B09QY2KWKY,SelectedTextMenu,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-07T11:17:59Z,B083TZV25B,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-01T18:43:31Z,B09Z7BYZS3,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-04-04T06:15:31Z,B0BJJTTM8K,QuickHighlight,AddHighlight,Not Available,No,Off,23,Kindle for iOS,Not Available,US
2024-03-05T05:33:55Z,B07QNKVR3N,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-18T19:07:32Z,B00846REIS,QuickHighlight,AddHighlight,Not Available,No,Off,16,Kindle for iOS,Not Available,US
2024-04-14T16:05:09Z,B0778CV9Y4,QuickHighlight,AddHighlight,Not Available,No,Off,35,Kindle for iOS,Not Available,US
2024-03-27T12:37:46Z,B09ZKRWCG4,QuickHighlight,AddHighlight,Not Available,No,Off,3,Kindle for iOS,Not Available,US
2024-02-27T03:42:41Z,B09X6KD3CS,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T05:23:49Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,17,Kindle for iOS,Not Available,US
2024-03-27T01:48:24Z,B0BNJMJ4K9,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-14T13:27:47Z,B0C7QYS91W,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-20T02:32:12Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-04T05:33:53Z,B01MTZDCUN,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-20T02:28:33Z,B008UCJ7KO,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-25T03:24:34Z,B09S1CMMBT,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,10,Kindle for iOS,Not Available,US
2024-02-28T06:41:30Z,B0BDW83LGQ,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-27T13:12:39Z,B0BDW9C3JY,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-28T13:07:07Z,B0CYWDS6CT,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-02T05:31:49Z,B0994RZ2L1,QuickHighlight,AddHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-16T07:28:42Z,B017S3J3X6,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-03-13T15:13:34Z,B08266V1T2,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-02-24T21:05:23Z,B09S1CMMBT,QuickHighlight,AddHighlight,Not Available,No,Off,17,Kindle for iOS,Not Available,US
2024-03-27T14:03:43Z,B09ZKRWCG4,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
2024-02-26T02:52:45Z,B09HLCTYZ8,QuickHighlight,AddHighlight,Not Available,No,Off,8,Kindle for iOS,Not Available,US
2024-03-07T03:16:01Z,B01KB8XC5A,QuickHighlight,AddHighlight,Not Available,No,Off,6,Kindle for iOS,Not Available,US
2024-03-01T00:11:50Z,B091SLLP6H,SelectedTextMenu,ChangeColorOfHighlight,pink,,Off,,Kindle for iOS,Not Available,US
2024-03-19T09:38:13Z,B008UCJ7KO,QuickHighlight,AddHighlight,Not Available,No,Off,18,Kindle for iOS,Not Available,US
2024-03-15T09:53:35Z,B07XQK3SGQ,SelectedTextMenu,RemoveHighlight,Not Available,No,Off,1,Kindle for iOS,Not Available,US
