Creation Date,Amazon Marketplace,Display Status,Device Serial Number,Device Platform,Event Description
2025-06-22T02:42:09Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:09Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:07Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:04Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:04Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:04Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:01Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:42:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:59Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:59Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:55Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:55Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:52Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:52Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:52Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-22T02:41:51Z,www.amazon.com,"""Not Applicable""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notifications tray opened"""
2025-06-22T02:41:51Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
