Created Timestamp,Preferred Marketplace,Device Family,ASIN,Event Type,Context,Action Id,Widget Layout,Autoshelving Tutorial Shown,Kindle ASIN,Autoshelving Hides By Default,Is Goodreads User,Widget Invoked By,Device Is Offline,Shelf Status
2024-05-13T05:03:06Z,www.amazon.com,iOS,B079JF4D4S,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B079JF4D4S,Yes,Yes,Invoked By Book Menu,No,read
2024-05-02T03:44:29Z,www.amazon.com,iOS,B00FIOHII0,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B00FIOHII0,Yes,Yes,Invoked By Book Menu,No,read
2024-09-21T07:50:18Z,www.amazon.com,iOS,B0BYFW12CT,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0BYFW12CT,Yes,Yes,Invoked By Book Menu,No,read
2024-12-25T00:42:36Z,www.amazon.com,iOS,B00CU7YHQY,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B00CU7YHQY,Yes,Yes,Invoked By Book Menu,No,read
2025-01-22T20:53:13Z,www.amazon.com,iOS,B0CTCQDVJL,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CTCQDVJL,Yes,Yes,Invoked By Book Menu,No,read
2025-08-24T23:31:44Z,www.amazon.com,iOS,B0D7ZVQG2N,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0D7ZVQG2N,No,Yes,Invoked By Book Menu,No,read
2024-11-28T04:11:52Z,www.amazon.com,iOS,B0CR19MXKV,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CR19MXKV,Yes,Yes,Invoked By Book Menu,No,read
2025-04-03T02:01:28Z,www.amazon.com,iOS,B08FZNYQJC,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B08FZNYQJC,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-03-06T09:38:56Z,www.amazon.com,iOS,B0CHVBB7Y5,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CHVBB7Y5,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-10-06T13:28:16Z,www.amazon.com,iOS,B0BDZ2M91F,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0BDZ2M91F,Yes,Yes,InvokedByBookOpen,No,currently-reading
2025-03-13T00:42:41Z,www.amazon.com,iOS,B0CL5FS86S,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0CL5FS86S,Yes,Yes,InvokedByBookOpen,No,currently-reading
2024-03-27T22:42:33Z,www.amazon.com,iOS,B09ZKRWCG4,ManualShelving,AnyActionsAutoShelvingWidget,PerformManualShelving,ManualShelvingLayout,Yes,B09ZKRWCG4,Yes,Yes,Invoked By Book Menu,No,read
2025-03-20T14:00:15Z,www.amazon.com,iOS,B0DD7X5V3V,AutoShelving,AnyActionsAutoShelvingWidget,PerformAutoShelving,AutoShelvingLayout,No,B0DD7X5V3V,Yes,Yes,Invoked By Book Menu,No,read
