created_timestamp,preferred_marketplace,country,device_family,ASIN,Actions,Kindle Special Offers Status
2024-04-07T20:16:14Z,US,US,Kindle E-reader,B00N6PD7L0,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T22:50:16Z,US,US,Kindle E-reader,B00O6V45CS,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-02T04:26:57Z,US,US,Kindle E-reader,B0BHLBHG79,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T01:45:22Z,US,US,Kindle E-reader,B00N6PD7L0,exiting lock screen,Kindle Special Offers not enabled
2024-04-07T19:15:14Z,US,US,Kindle E-reader,B00N6PD7L0,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T22:37:57Z,US,US,Kindle E-reader,B00O6V45CS,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-03-30T02:05:42Z,US,US,Kindle E-reader,B07ZFZZ2GQ,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-08T15:35:16Z,US,US,Kindle E-reader,B00O6V45CS,transition to screen saver,Kindle Special Offers not enabled
2024-03-31T02:06:36Z,US,US,Kindle E-reader,B07ZFZZ2GQ,exiting lock screen,Kindle Special Offers not enabled
2024-04-06T23:25:39Z,US,US,Kindle E-reader,B00O6V45E6,exiting lock screen,Kindle Special Offers not enabled
2024-04-06T15:13:11Z,US,US,Kindle E-reader,B00BKK6E04,transition to screen saver,Kindle Special Offers not enabled
2024-04-08T23:54:16Z,US,US,Kindle E-reader,B00QE1DLIC,transition to screen saver,Kindle Special Offers not enabled
2024-04-15T00:54:18Z,US,US,Kindle E-reader,Not Available,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-07T01:30:24Z,US,US,Kindle E-reader,B00O6V45E6,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T22:46:34Z,US,US,Kindle E-reader,B00O6V45CS,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-15T00:56:05Z,US,US,Kindle E-reader,Not Available,transition to screen saver,Kindle Special Offers not enabled
2024-04-07T01:47:14Z,US,US,Kindle E-reader,B00O6V45E6,exiting lock screen,Kindle Special Offers not enabled
2024-04-06T15:05:21Z,US,US,Kindle E-reader,B00BKK6E04,exiting lock screen,Kindle Special Offers not enabled
2024-04-06T22:36:56Z,US,US,Kindle E-reader,Not Available,transition to screen saver,Kindle Special Offers not enabled
2024-04-05T00:17:45Z,US,US,Kindle E-reader,B008WOTQGU,transition to screen saver,Kindle Special Offers not enabled
2024-04-08T15:10:30Z,US,US,Kindle E-reader,B00O6V45CS,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T16:51:23Z,US,US,Kindle E-reader,Not Available,exiting lock screen,Kindle Special Offers not enabled
2024-04-07T20:14:58Z,US,US,Kindle E-reader,B00N6PD7L0,exiting lock screen,Kindle Special Offers not enabled
2024-04-06T02:17:59Z,US,US,Kindle E-reader,Not Available,exiting lock screen,Kindle Special Offers not enabled
2024-04-09T01:14:57Z,US,US,Kindle E-reader,B00QE1DLIC,exiting lock screen,Kindle Special Offers not enabled
2024-03-30T20:02:45Z,US,US,Kindle E-reader,Not Available,transition to screen saver,Kindle Special Offers not enabled
2024-04-07T20:14:58Z,US,US,Kindle E-reader,B00N6PD7L0,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-15T23:48:00Z,US,US,Kindle E-reader,Not Available,exiting lock screen,Kindle Special Offers not enabled
2024-04-02T04:27:00Z,US,US,Kindle E-reader,B0BHLBHG79,transition to screen saver,Kindle Special Offers not enabled
2024-03-30T05:39:14Z,US,US,Kindle E-reader,B07ZFZZ2GQ,exiting lock screen,Kindle Special Offers not enabled
2024-04-05T09:34:52Z,US,US,Kindle E-reader,B008WOTQGU,exiting lock screen,Kindle Special Offers not enabled
2024-04-11T03:34:56Z,US,US,Kindle E-reader,Not Available,transition to screen saver,Kindle Special Offers not enabled
2024-04-06T13:05:06Z,US,US,Kindle E-reader,B00BKK6E04,exiting lock screen,Kindle Special Offers not enabled
2024-04-07T02:31:54Z,US,US,Kindle E-reader,B00O6V45E6,transition to screen saver,Kindle Special Offers not enabled
2024-04-07T03:08:01Z,US,US,Kindle E-reader,Not Available,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-08T23:40:22Z,US,US,Kindle E-reader,B00QE1DLIC,exiting lock screen,Kindle Special Offers not enabled
2024-04-08T16:20:13Z,US,US,Kindle E-reader,B00O6V45CS,exiting lock screen,Kindle Special Offers not enabled
2024-03-31T12:47:39Z,US,US,Kindle E-reader,Not Available,transition to screen saver,Kindle Special Offers not enabled
2024-04-08T16:22:55Z,US,US,Kindle E-reader,B00O6V45CS,exiting lock screen,Kindle Special Offers not enabled
2024-04-04T23:38:12Z,US,US,Kindle E-reader,B0BJJTTM8K,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-08T00:42:47Z,US,US,Kindle E-reader,B00N6PD7L0,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-05T01:34:54Z,US,US,Kindle E-reader,B008WOTQGU,transition to screen saver,Kindle Special Offers not enabled
2024-04-06T00:51:37Z,US,US,Kindle E-reader,B008WOTQGU,transition from hibernate to lock screen,Kindle Special Offers not enabled
2024-04-08T00:42:47Z,US,US,Kindle E-reader,B00N6PD7L0,exiting lock screen,Kindle Special Offers not enabled
2024-04-02T09:48:11Z,US,US,Kindle E-reader,B0BHLBHG79,transition from hibernate to lock screen,Kindle Special Offers not enabled
