created_timestamp,preferred_marketplace,country,device_family,ASIN,dialog_type_displayed
2024-04-02T01:27:55Z,www.amazon.com,US,Kindle E-reader,B0BHLBHG79,Sync To Furthest Reading Position dialog
2024-04-20T02:06:53Z,www.amazon.com,US,Kindle E-reader,B09HJDSQ5P,More options dialog
2024-04-08T21:15:56Z,www.amazon.com,US,Kindle E-reader,B00O6V45CS,More options dialog
2024-04-06T15:24:09Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,More options dialog
2024-04-20T01:59:34Z,www.amazon.com,US,Kindle E-reader,B09HJDSQ5P,More options dialog
2024-04-24T02:15:36Z,www.amazon.com,US,Kindle E-reader,B0B89YQFNX,More options dialog
2024-03-30T00:52:39Z,www.amazon.com,US,Kindle E-reader,B0CYWDS6CT,More options dialog
2024-04-20T02:06:33Z,www.amazon.com,US,Kindle E-reader,B09HJDSQ5P,More options dialog
