Timestamp,Activity,CampaignName,DisplayStatus
2024-03-03T07:28:56Z,ACTION_TAP_InAppNotification,tips,
2025-07-13T03:39:11Z,ACTION_TRAY_OPEN,,
2024-04-30T18:31:05Z,ACTION_TAP,tips,
2025-01-06T02:49:25Z,ACTION_TRAY_CLOSE,,
2025-07-10T21:00:24Z,RECEIVED,kindle_recommends,silentlyReceived
2024-12-21T20:35:02Z,RECEIVED,kindle_recommends,silentlyReceived
2025-06-22T02:42:09Z,RECEIVED,kindle_recommends,displayed_InAppNotification
2024-04-29T18:17:35Z,RECEIVED,tips,silentlyReceived
2025-07-29T23:20:24Z,ACTION_TRAY_OPEN,,
2024-09-28T15:43:09Z,RECEIVED,tips,silentlyReceived
2024-08-04T12:44:05Z,ACTION_TRAY_CLOSE,,
2025-01-10T19:21:07Z,ACTION_TRAY_CLOSE,,
2025-07-28T01:43:43Z,ACTION_TAP,,
2024-08-23T16:11:00Z,ACTION_TRAY_CLOSE,,
2025-01-15T14:01:13Z,RECEIVED,tips,displayed_InAppNotification
2024-03-03T09:05:29Z,ACTION_TRAY_OPEN,,
2024-03-10T01:27:11Z,ACTION_TRAY_CLOSE,,
2024-03-17T01:29:36Z,ACTION_TAP,,
2024-12-15T20:52:47Z,RECEIVED,tips,displayed_InAppNotification
2024-03-16T19:46:26Z,RECEIVED,kindle_recommends,silentlyReceived
2024-09-25T21:33:19Z,ACTION_TAP_InAppNotification,tips,
2025-09-19T19:07:37Z,RECEIVED,kindle_recommends,silentlyReceived
2025-09-30T22:14:18Z,RECEIVED,tips,silentlyReceived
