Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2025-10-05T22:36:59Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-09-15T00:09:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Open Speed Control,Vertical Scroll View,0,Audible
2025-10-06T02:42:13Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-08T02:51:10Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T22:36:56Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-08-20T19:48:56Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T23:46:43Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,84,Audible
2025-08-21T19:14:08Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-05T22:37:29Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-05T23:40:48Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-05T20:36:09Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Audible
2025-10-07T00:09:25Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-06T22:07:39Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-08-20T21:13:22Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T20:37:05Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
