"Product Name","ASIN","Genre"
"Kingdom of Ash (Throne of Glass Book 7)","B079JYG6D4","Teen & Young Adult"
"Kingdom of Ash (Throne of Glass Book 7)","B079JYG6D4","Romance"
"Tower of Dawn (Throne of Glass Book 6)","B01M8NHXGH","Science Fiction & Fantasy"
"Tower of Dawn (Throne of Glass Book 6)","B01M8NHXGH","Teen & Young Adult"
"Tower of Dawn (Throne of Glass Book 6)","B01M8NHXGH","Romance"
"Empire of Storms (Throne Of Glass Series Book 5)","B01ANM7GJC","Science Fiction & Fantasy"
"Empire of Storms (Throne Of Glass Series Book 5)","B01ANM7GJC","Teen & Young Adult"
"Empire of Storms (Throne Of Glass Series Book 5)","B01ANM7GJC","Romance"
"Queen of Shadows (Throne of Glass Book 4)","B00TU3BTUI","Science Fiction & Fantasy"
"Queen of Shadows (Throne of Glass Book 4)","B00TU3BTUI","Teen & Young Adult"
"Queen of Shadows (Throne of Glass Book 4)","B00TU3BTUI","Romance"
"Heir of Fire (Throne of Glass Book 3)","B00I43Z1J0","Science Fiction & Fantasy"
"Heir of Fire (Throne of Glass Book 3)","B00I43Z1J0","Teen & Young Adult"
"Heir of Fire (Throne of Glass Book 3)","B00I43Z1J0","Romance"
"Crown of Midnight (Throne of Glass Book 2)","B00CU7YHQY","Science Fiction & Fantasy"
"Crown of Midnight (Throne of Glass Book 2)","B00CU7YHQY","Teen & Young Adult"
"Crown of Midnight (Throne of Glass Book 2)","B00CU7YHQY","Romance"
"Throne of Glass","B007N6JEII","Science Fiction & Fantasy"
"Throne of Glass","B007N6JEII","Teen & Young Adult"
"Throne of Glass","B007N6JEII","Romance"
"Too Much : Hayes Brothers Book 1","B0B5NMN9XQ","Romance"
"Too Much : Hayes Brothers Book 1","B0B5NMN9XQ","Literature & Fiction"
"Too Sweet: Hayes Brothers Book 3","B0BKTCYCJ1","Romance"
"Too Sweet: Hayes Brothers Book 3","B0BKTCYCJ1","Literature & Fiction"
"Too Hard: Hayes Brothers Book 5","B0C35K5GRL","Romance"
"Corrupt (Devil's Night Book 1)","B0181ONKDU","Romance"
"Corrupt (Devil's Night Book 1)","B0181ONKDU","Literature & Fiction"
"Hideaway (Devil's Night Book 2)","B0763NXSM7","Romance"
"Hideaway (Devil's Night Book 2)","B0763NXSM7","Literature & Fiction"
"Kill Switch (Devil's Night Book 3)","B07NK59922","Romance"
"Kill Switch (Devil's Night Book 3)","B07NK59922","Literature & Fiction"
"Conclave: Devil's Night 3.5","B081XD3QXJ","Romance"
"Nightfall (Devil's Night Book 4)","B089H1D5V6","Romance"
"Nightfall (Devil's Night Book 4)","B089H1D5V6","Literature & Fiction"
"Fire Night: Devil's Night 4.5","B08PTD2GFJ","Romance"
"Falling: A Fake Dating College Hockey Romance (North University Book 1)","B0CXKKC82X","Romance"
"God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3)","B0BDSC5C7P","Romance"
"God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3)","B0BDSC5C7P","Literature & Fiction"
"Too Wrong: Hayes Brothers Book 2","B0BBNK34MY","Romance"
"Too Wrong: Hayes Brothers Book 2","B0BBNK34MY","Literature & Fiction"
"Too Strong: Hayes Brothers Book 4","B0BSXMNJ8C","Romance"
"Too Strong: Hayes Brothers Book 4","B0BSXMNJ8C","Literature & Fiction"
"Too Long: Hayes Brothers Book 6","B0CB4B21KB","Romance"
"If This Was a Movie: A Single Dad Nanny Christmas Romantic Comedy (Evergreen Park Book 2)","B0D4W772V5","Romance"
"Kill Switch: Devil's Night Series, Book 3","B07VGN9SN9","Romance"
"Kill Switch: Devil's Night Series, Book 3","B07VGN9SN9","Literature & Fiction"
"Hideaway: Devil's Night Series, Book 2","B07DD147Y7","Romance"
"Hideaway: Devil's Night Series, Book 2","B07DD147Y7","Literature & Fiction"
"Sweet Mercy: Empire Nightclub Series, Book 1","B09Z39WVGD","Romance"
"Blurred Lines","B017OCOTRQ","Romance"
"Puck Me Secretly: Vancouver Wolves Hockey Romance Series, Book 1","B07RKYHXGN","Romance"
"Puck Me Secretly: Vancouver Wolves Hockey Romance Series, Book 1","B07RKYHXGN","Literature & Fiction"
"Pretty Little Savage: Sick Boys, Book 1","B08T3CWFPZ","Romance"
"Corrupt","B01D0A3TTU","Romance"
"Corrupt","B01D0A3TTU","Literature & Fiction"
"Drop Dead","B0D6HGBMBL","Romance"
"Drop Dead","B0D6HGBMBL","Literature & Fiction"
"God of Ruin: A Dark College Romance (Legacy of Gods Book 4)","B0BM7X9WFJ","Romance"
"God of Ruin: A Dark College Romance (Legacy of Gods Book 4)","B0BM7X9WFJ","Literature & Fiction"
"God of Fury: A Dark MM College Romance (Legacy of Gods Book 5)","B0CGJJTBKJ","Romance"
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6)","B0CPD3911D","Romance"
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6)","B0CPD3911D","Literature & Fiction"
"Snapshot (Lessons in Love)","B0CVRZZV88","Romance"
"Snapshot (Lessons in Love)","B0CVRZZV88","Literature & Fiction"
"The Sweetest Oblivion (Made Book 1)","B07DS4TZ93","Romance"
"The Maddest Obsession (Made Book 2)","B07QQLW215","Romance"
"The Darkest Temptation (Made Book 3)","B08QDJX3VB","Romance"
"The Darkest Temptation (Made Book 3)","B08QDJX3VB","Literature & Fiction"
"Priest: A Love Story","B00WHGBTHI","Literature & Fiction"
"The Ritual: A Dark College Romance","B09H7Q4B74","Romance"
"The Ritual: A Dark College Romance","B09H7Q4B74","Literature & Fiction"
"The Sinner: A Dark College Romance","B0BDZ2M91F","Romance"
"The Sinner: A Dark College Romance","B0BDZ2M91F","Literature & Fiction"
"The Sacrifice: A Dark Revenge Romance","B0BNFRLH91","Romance"
"The Sacrifice: A Dark Revenge Romance","B0BNFRLH91","Literature & Fiction"
"Carnage: A Dark Revenge Romance","B0C1D5SZW4","Romance"
"Carnage: A Dark Revenge Romance","B0C1D5SZW4","Literature & Fiction"
"Sabotage: A Dark Enemies to Lovers Romance","B09V2J7P9F","Literature & Fiction"
"Madness: A Dark Revenge Romance","B0CR7FCTF2","Romance"
"Madness: A Dark Revenge Romance","B0CR7FCTF2","Literature & Fiction"
"God of Malice: A Dark College Romance (Legacy of Gods Book 1)","B09Z9K12P2","Romance"
"Code of Silence: A Mafia Romance (The Dark Kingdom Book 1)","B083C3VKPW","Romance"
"God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2)","B0B64FCB23","Romance"
"A Court of Thorns and Roses (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses, Book 1","B09V5QH7GL","Science Fiction & Fantasy"
"A Court of Thorns and Roses","B00OZP5VRS","Science Fiction & Fantasy"
"A Court of Thorns and Roses","B00OZP5VRS","Teen & Young Adult"
"A Court of Thorns and Roses","B00OZP5VRS","Romance"
"A Court of Silver Flames (A Court of Thorns and Roses Book 5)","B08CHNCDN5","Science Fiction & Fantasy"
"A Court of Silver Flames (A Court of Thorns and Roses Book 5)","B08CHNCDN5","Romance"
"A Court of Frost and Starlight (A Court of Thorns and Roses Book 4)","B075818VDG","Science Fiction & Fantasy"
"A Court of Frost and Starlight (A Court of Thorns and Roses Book 4)","B075818VDG","Romance"
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","Science Fiction & Fantasy"
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","Teen & Young Adult"
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","Romance"
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","Science Fiction & Fantasy"
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","Teen & Young Adult"
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","Romance"
"Pen Pal","B0CKLQ12NB","Romance"
"Pen Pal","B0CKLQ12NB","Literature & Fiction"
"Say You Swear","B09SS8VQD6","Romance"
"Not So Merry Memories","B0BNQYVMCD","Romance"
"The Deal Dilemma","B0BG8HC2NG","Romance"
"Dirty Curve","B09CP3FR9K","Romance"
"Fumbled Hearts (A Fumbled Futures Novel Book 1)","B075CW598Y","Romance"
"Fumbled Hearts (A Fumbled Futures Novel Book 1)","B075CW598Y","Literature & Fiction"
"Promise Me Not","B0D6MG4KFQ","Romance"
"Fake It 'Til You Break It","B084HGL8J7","Romance"
"Fake It 'Til You Break It","B084HGL8J7","Literature & Fiction"
"Fumbled Futures: A Sports Romance Collection","B09QJZHVQT","Romance"
"Defenseless Hearts (A Fumbled Futures Novel Book 2)","B07D7Q29LQ","Romance"
"A Court of Thorns and Roses","B00WXS68T4","Science Fiction & Fantasy"
"A Court of Thorns and Roses","B00WXS68T4","Teen & Young Adult"
"A Court of Thorns and Roses","B00WXS68T4","Romance"
"Defenseless Hearts: A Tender Hearts Novel, Book 2","B08P3Q8JM2","Romance"
"Mr. Hook-up: Hooked, Book 1","B0C6YML8GD","Romance"
"My Temptation: Kingston Lane, Book 1","B0C6YMBQMG","Romance"
"My Temptation: Kingston Lane, Book 1","B0C6YMBQMG","Literature & Fiction"
"My Rules: Kingston Lane, Book 2","B0DBNCH6Z9","Romance"
"My Rules: Kingston Lane, Book 2","B0DBNCH6Z9","Literature & Fiction"
"The Playboy (Spade Hotel Series Book 1)","B0C1R1XL57","Romance"
"The Lawyer (The Dalton Family Book 1)","B095KMNDSW","Romance"
"Signed (The Agency Series Book 1)","B0797DCN67","Romance"
"The Billionaire (The Dalton Family Book 2)","B09FS8PZMQ","Romance"
"The Billionaire (The Dalton Family Book 2)","B09FS8PZMQ","Literature & Fiction"
"The Single Dad (The Dalton Family Book 3)","B09FSFGM8C","Romance"
"The Intern (The Dalton Family Book 4)","B09SZKVFMG","Romance"
"The Bachelor (The Dalton Family Book 5)","B0B33WTCMT","Romance"
"Mr. Hook-up (Hooked Book 1)","B0BYFW12CT","Romance"
"My Rules (Kingston Lane Book 2)","B0D4YYKBC7","Romance"
"My Rules (Kingston Lane Book 2)","B0D4YYKBC7","Literature & Fiction"
"My Temptation (Kingston Lane Book 1)","B0BTJCWKRC","Romance"
"My Temptation (Kingston Lane Book 1)","B0BTJCWKRC","Literature & Fiction"
"Stand and Defend (Lakes Hockey Series Book 4)","B0CPTB4FTY","Romance"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0D5YPRZHB","Romance"
"Before We Came: A Brother's Best Friend Hockey Romance (Lakes Hockey Book 1) (Lakes Hockey Series)","B0BP7DM1VD","Romance"
"Strong and Wild (Lakes Hockey Series Book 2)","B0C3WPY9S1","Romance"
"In The Game: A Secret Baby Hockey Romance (Lakes Hockey Series Book 3)","B0CGXWSG9D","Romance"
"A Shadow In The Reaping (The Shadow Realm Book 1)","B09G6YLDQ5","Romance"
"In a Jam (Friendship, RI Book 1)","B0BFW44657","Romance"
"The Bonus","B0D9QBHRNT","Romance"
"My Office Rival (Keep Your Enemy Closer)","B0CHGNRP6M","Romance"
"Bridesmaid Undercover","B0CW18879C","Romance"
"The Rom-Commers: A Novel","B0CGS1BTDH","Romance"
"The Rom-Commers: A Novel","B0CGS1BTDH","Literature & Fiction"
"Passenger Princess: A Grumpy Sunshine Bodyguard Pageant Queen Romance (Evergreen Park Book 1)","B0D4FTPPN4","Romance"
"The Anti-hero (The Goode Brothers)","B0C28VD15F","Romance"
"The Anti-hero (The Goode Brothers)","B0C28VD15F","Literature & Fiction"
"Shucked (The Loew Brothers Book 1)","B0CBSH3BXT","Romance"
"The Happy Ever After Playlist (The Friend Zone Book 2)","B07W54QG2X","Romance"
"The Happy Ever After Playlist (The Friend Zone Book 2)","B07W54QG2X","Literature & Fiction"
"Mercy (Salacious Players' Club)","B09NJFBWVR","Romance"
"Mercy (Salacious Players' Club)","B09NJFBWVR","Literature & Fiction"
"Highest Bidder (Salacious Players' Club)","B0BCWZHGW6","Romance"
"Highest Bidder (Salacious Players' Club)","B0BCWZHGW6","Literature & Fiction"
"Madame (Salacious Players' Club)","B0BMVKB15H","Romance"
"Change of Heart","B0D24DBDW4","Romance"
"Change of Heart","B0D24DBDW4","Literature & Fiction"
"One Wealthy Wedding: A Marriage of Convenience Romance (Kings Lane Billionaires)","B0DDJXD72B","Romance"
"One Rich Revenge (Kings Lane Billionaires)","B0CZKKHB94","Romance"
"One Billion Reasons (Kings Lane Billionaires)","B0CPHK75WH","Romance"
"If We Ever Meet Again (If Love Book 1)","B087WWR8YT","Romance"
"If We Ever Meet Again (If Love Book 1)","B087WWR8YT","Literature & Fiction"
"Eyes on Me (Salacious Players' Club)","B09NHPZZS5","Romance"
"Eyes on Me (Salacious Players' Club)","B09NHPZZS5","Literature & Fiction"
"Give Me More (Salacious Players' Club)","B09NJGSCXW","Romance"
"Give Me More (Salacious Players' Club)","B09NJGSCXW","Literature & Fiction"
"Forget Me Not","B0B6V8WKN5","Romance"
"Forget Me Not","B0B6V8WKN5","Literature & Fiction"
"If the Sun Never Sets (If Love Book 2)","B089G7T55M","Romance"
"Black Ties and White Lies: A Billionaire Fake Engagement Romance (Black Tie Billionaires)","B0BHL1JX9P","Romance"
"If We Were Perfect (If Love Book 4)","B08HYD8NY3","Romance"
"If Love Had A Price","B08DFMFLTG","Romance"
"Final Offer (Dreamland Billionaires Book 3)","B0B83315PM","Romance"
"The Fine Print (Dreamland Billionaires Book 1)","B093DQNY17","Romance"
"Terms and Conditions (Dreamland Billionaires Book 2)","B09PTXQL3J","Romance"
"If the Sun Never Sets: If Love, Book 2","B0BH6SGYKF","Romance"
"Yours Truly","B0B8YVRMW4","Romance"
"Yours Truly","B0B8YVRMW4","Literature & Fiction"
"The Long Game: A Novel (The Green Oak Series)","B0BTZ8VWJ8","Romance"
"So This Is War","B0CSGN4238","Romance"
"So This Is War","B0CSGN4238","Literature & Fiction"
"Things We Hide from the Light (Knockemout Book 2)","B0BB64ZRMW","Romance"
"Things We Hide from the Light (Knockemout Book 2)","B0BB64ZRMW","Literature & Fiction"
"This Life and All the Rest (Next Life Book 2)","B0BLHPJ58D","Romance"
"This Life and All the Rest (Next Life Book 2)","B0BLHPJ58D","Literature & Fiction"
"The Love You Fight For (Next Life Book 3)","B0CV4M7NSN","Romance"
"The Love You Fight For (Next Life Book 3)","B0CV4M7NSN","Literature & Fiction"
"From Lukov with Love","B079JF4D4S","Romance"
"Things We Never Got Over (Knockemout Book 1)","B09PNM8FFN","Romance"
"Things We Never Got Over (Knockemout Book 1)","B09PNM8FFN","Literature & Fiction"
"King of Wrath (Kings of Sin Book 1)","B0B36FKPS8","Romance"
"King of Wrath (Kings of Sin Book 1)","B0B36FKPS8","Literature & Fiction"
"Kulti","B00V12L3CU","Romance"
"The American Roommate Experiment: A Novel (The Love Deception Series)","B09Q9WSZ9G","Romance"
"The American Roommate Experiment: A Novel (The Love Deception Series)","B09Q9WSZ9G","Literature & Fiction"
"The Unhoneymooners","B07MGS7HF1","Romance"
"The Unhoneymooners","B07MGS7HF1","Literature & Fiction"
"The Rebound: The Rebound, Book 1","B0BSXKDWS8","Romance"
"A Touch of Darkness (Hades x Persephone Saga Book 1)","B09C2PWWNP","Science Fiction & Fantasy"
"A Touch of Darkness (Hades x Persephone Saga Book 1)","B09C2PWWNP","Romance"
"A Touch of Darkness (Hades x Persephone Saga Book 1)","B09C2PWWNP","Literature & Fiction"
"Kismet: A Grumpy/Sunshine Standalone Office Romance (Happy Endings Book 3)","B09B393F1L","Romance"
"A Game of Fate (Hades x Persephone Saga Book 2)","B09F6SYVBR","Science Fiction & Fantasy"
"A Game of Fate (Hades x Persephone Saga Book 2)","B09F6SYVBR","Romance"
"A Game of Fate (Hades x Persephone Saga Book 2)","B09F6SYVBR","Literature & Fiction"
"A Touch of Ruin (Hades x Persephone Saga Book 3)","B09D8Q2D9L","Science Fiction & Fantasy"
"A Touch of Ruin (Hades x Persephone Saga Book 3)","B09D8Q2D9L","Romance"
"A Touch of Ruin (Hades x Persephone Saga Book 3)","B09D8Q2D9L","Literature & Fiction"
"A Game of Retribution (Hades x Persephone Saga Book 4)","B09GL14D21","Science Fiction & Fantasy"
"A Game of Retribution (Hades x Persephone Saga Book 4)","B09GL14D21","Romance"
"A Game of Retribution (Hades x Persephone Saga Book 4)","B09GL14D21","Literature & Fiction"
"A Touch of Malice (Hades x Persephone Saga Book 5)","B09DFCYN4V","Science Fiction & Fantasy"
"A Touch of Malice (Hades x Persephone Saga Book 5)","B09DFCYN4V","Romance"
"A Touch of Malice (Hades x Persephone Saga Book 5)","B09DFCYN4V","Literature & Fiction"
"A Game of Gods (Hades x Persephone Saga Book 6)","B0BTV12H8V","Science Fiction & Fantasy"
"A Game of Gods (Hades x Persephone Saga Book 6)","B0BTV12H8V","Romance"
"A Game of Gods (Hades x Persephone Saga Book 6)","B0BTV12H8V","Literature & Fiction"
"A Game of Gods: Hades Saga, Book 3","B0C4LZ8PG1","Science Fiction & Fantasy"
"A Game of Gods: Hades Saga, Book 3","B0C4LZ8PG1","Romance"
"A Game of Gods: Hades Saga, Book 3","B0C4LZ8PG1","Literature & Fiction"
"A Touch of Malice: Hades & Persephone, Book 3","B09CHCR1PR","Science Fiction & Fantasy"
"A Touch of Malice: Hades & Persephone, Book 3","B09CHCR1PR","Romance"
"A Touch of Malice: Hades & Persephone, Book 3","B09CHCR1PR","Literature & Fiction"
"A Game of Retribution: Hades Saga, Book 2","B09WZ9K8CC","Science Fiction & Fantasy"
"A Game of Retribution: Hades Saga, Book 2","B09WZ9K8CC","Romance"
"A Game of Retribution: Hades Saga, Book 2","B09WZ9K8CC","Literature & Fiction"
"A Touch of Ruin: Hades & Persephone, Book 2","B08LDZRF5M","Science Fiction & Fantasy"
"A Touch of Ruin: Hades & Persephone, Book 2","B08LDZRF5M","Romance"
"A Touch of Ruin: Hades & Persephone, Book 2","B08LDZRF5M","Literature & Fiction"
"A Game of Fate: Hades Saga, Book 1","B08PMYK8HJ","Science Fiction & Fantasy"
"A Game of Fate: Hades Saga, Book 1","B08PMYK8HJ","Romance"
"A Game of Fate: Hades Saga, Book 1","B08PMYK8HJ","Literature & Fiction"
"Hooked: The Never After Series, Book 1","B09K2M1Q9N","Romance"
"Hooked: The Never After Series, Book 1","B09K2M1Q9N","Literature & Fiction"
"A Touch of Darkness: Hades & Persephone Series, Book 1","B08BDH7FPQ","Science Fiction & Fantasy"
"A Touch of Darkness: Hades & Persephone Series, Book 1","B08BDH7FPQ","Romance"
"A Touch of Darkness: Hades & Persephone Series, Book 1","B08BDH7FPQ","Literature & Fiction"
"Leather & Lark: The Ruinous Love, Book 2","B0CQTP4B5R","Romance"
"Leather & Lark: The Ruinous Love, Book 2","B0CQTP4B5R","Literature & Fiction"
"Leather & Lark: The Ruinous Love Trilogy","B0CNGBQRC5","Romance"
"Leather & Lark: The Ruinous Love Trilogy","B0CNGBQRC5","Literature & Fiction"
"She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)","B000FC1PRK","Self-Help"
"She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)","B000FC1PRK","Health, Fitness & Dieting"
"Bridesmaid For Hire","B0CFCRR7Y4","Romance"
"Pucking Ever After: Volume 2 (Jacksonville Rays)","B0CNWR8F16","Romance"
"Pucking Wild: A Reverse Age Gap Hockey Romance (Jacksonville Rays Book 2)","B0BXMJDB4C","Romance"
"Red, White & Royal Blue: A Novel","B07J4LPZRN","Romance"
"King of Pride (Kings of Sin Book 2)","B0BJ7X6M16","Romance"
"King of Pride (Kings of Sin Book 2)","B0BJ7X6M16","Literature & Fiction"
"King of Greed (Kings of Sin Book 3)","B0C13VFWML","Romance"
"King of Greed (Kings of Sin Book 3)","B0C13VFWML","Literature & Fiction"
"King of Sloth (Kings of Sin Book 4)","B0CJ68GRM1","Romance"
"King of Sloth (Kings of Sin Book 4)","B0CJ68GRM1","Literature & Fiction"
"King of Sloth: Kings of Sin, Book 4","B0D26K47Y9","Romance"
"King of Sloth: Kings of Sin, Book 4","B0D26K47Y9","Literature & Fiction"
"King of Greed: Kings of Sin, Book 3","B0CM6QNPYN","Romance"
"King of Greed: Kings of Sin, Book 3","B0CM6QNPYN","Literature & Fiction"
"King of Pride: Kings of Sin, Book 2","B0C7CZ18PG","Romance"
"King of Pride: Kings of Sin, Book 2","B0C7CZ18PG","Literature & Fiction"
"King of Wrath: Kings of Sin","B0BZQJ8C1B","Romance"
"King of Wrath: Kings of Sin","B0BZQJ8C1B","Literature & Fiction"
"Dead to You","B0076G21US","Teen & Young Adult"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0CF7SK2SP","Romance"
"Red, White & Royal Blue: A Novel","B07HMB6RFD","Romance"
"Bridgerton: The Duke and I (Bridgertons Book 1)","B00UG8RP8Q","Romance"
"Bridgerton: The Duke and I (Bridgertons Book 1)","B00UG8RP8Q","Literature & Fiction"
"Pucking Around: A Why Choose Hockey Romance (Jacksonville Rays Book 1)","B0BPVJ4RVR","Romance"
"The Idea of You: A Novel","B01MQLZ12X","Romance"
"The Idea of You: A Novel","B01MQLZ12X","Literature & Fiction"
"Pucking Ever After: Volume 1 (Jacksonville Rays)","B0C2JYSCLX","Romance"
"That One Night: A Pucking Around Prequel Novella (Jacksonville Rays)","B0BSVL9789","Romance"
"That One Night: A Pucking Around Prequel Novella (Jacksonville Rays)","B0BSVL9789","Literature & Fiction"
"The Idea of You","B07BN1CZ6J","Romance"
"The Idea of You","B07BN1CZ6J","Literature & Fiction"
"Found in You (Fixed Book 2)","B00FIOHII0","Romance"
"Found in You (Fixed Book 2)","B00FIOHII0","Literature & Fiction"
"Forever with You (Fixed Book 3)","B00HLU14CA","Romance"
"Forever with You (Fixed Book 3)","B00HLU14CA","Literature & Fiction"
"Hudson (Fixed Book 4)","B00IUS9FOG","Romance"
"Hudson (Fixed Book 4)","B00IUS9FOG","Literature & Fiction"
"Fixed Forever","B074N6J64B","Romance"
"Fixed Forever","B074N6J64B","Literature & Fiction"
"Hudson","B00N1YRYGU","Romance"
"Hudson","B00N1YRYGU","Literature & Fiction"
"Forever with You","B00JG5TMAO","Romance"
"Forever with You","B00JG5TMAO","Literature & Fiction"
"Found in You","B00JG4CTVO","Romance"
"Found in You","B00JG4CTVO","Literature & Fiction"
"Fixed on You","B00IFVAAGA","Romance"
"Fixed on You","B00IFVAAGA","Literature & Fiction"
"Royally In Trouble: A Royal Romance Duet (Not Really Royal Book 2)","B0B89YQFNX","Romance"
"Royally In Trouble: A Royal Romance Duet (Not Really Royal Book 2)","B0B89YQFNX","Literature & Fiction"
"Wallbanger (The Cocktail Series Book 1)","B00B73MULG","Romance"
"Wallbanger (The Cocktail Series Book 1)","B00B73MULG","Literature & Fiction"
"Perfectly Imperfect","B017O4W3V8","Romance"
"Fixed on You","B00J2XQUU0","Romance"
"Fixed on You","B00J2XQUU0","Literature & Fiction"
"Their Last Resort","B0CBNLZSPG","Romance"
"Make Me: A Dark Crime Syndicate Romance (The Fox Family Crime Syndicate Book 1)","B0BCHJ9885","Romance"
"Make Me: A Dark Crime Syndicate Romance (The Fox Family Crime Syndicate Book 1)","B0BCHJ9885","Literature & Fiction"
"Perfectly Imperfect","B01B8L24S0","Romance"
"33 Unplayed Voicemails","B0B9NZLGB2","Romance"
"A Royally Inconvenient Marriage","B07ZQSHD99","Romance"
"A Royally Inconvenient Marriage","B07ZQSHD99","Literature & Fiction"
"Heidi's Guide to Four Letter Words","B07SYD5Q5M","Romance"
"A Murder to Remember","B0CT62PK7B","Romance"
"A Murder to Remember","B0CT62PK7B","Mystery, Thriller & Suspense"
"The Bookworm Crush","B0833DF51Y","Teen & Young Adult"
"The Bookworm Crush","B0833DF51Y","Romance"
"Kismet","B09QD3FVHQ","Romance"
"Bigger Rock (The Big Rock Collections Book 1)","B0798BZNLY","Romance"
"Never Have I Ever","B07S2VLB1C","Romance"
"After the Fairy Tale","B08MQP56R2","Romance"
"Royally Not Ready: A Royal Romance Duet (Not Really Royal Book 1)","B09X6HZ4FT","Romance"
"Royally Not Ready: A Royal Romance Duet (Not Really Royal Book 1)","B09X6HZ4FT","Literature & Fiction"
"Priceless: A Dark College Romance","B083GY7J9P","Romance"
"Priceless: A Dark College Romance","B083GY7J9P","Literature & Fiction"
"The Bodyguard: A Novel","B09CNFRZDC","Romance"
"The Bodyguard: A Novel","B09CNFRZDC","Literature & Fiction"
"The Spanish Love Deception: A Novel (The Love Deception Series)","B09HJDSQ5P","Romance"
"American Queen","153344367X","Romance"
"American Queen","153344367X","Literature & Fiction"
"American King: American Queen Series, Book 3","B07B8WHLBY","Romance"
"American King: American Queen Series, Book 3","B07B8WHLBY","Literature & Fiction"
"American Prince: American Queen Series, Book 2","B072KPRX1D","Romance"
"American Prince: American Queen Series, Book 2","B072KPRX1D","Literature & Fiction"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","Romance"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","Literature & Fiction"
"The Marriage Auction: Book One: The Marriage Auction, Book 1","B0BR8H5JWL","Romance"
"The Stopover: The Miles High Club, Book 1","B07YG8L383","Romance"
"The Stopover: The Miles High Club, Book 1","B07YG8L383","Literature & Fiction"
"The Casanova: The Miles High Club, Book 3","B0977K6JXF","Romance"
"The Casanova: The Miles High Club, Book 3","B0977K6JXF","Literature & Fiction"
"The Stopover (The Miles High Club Book 1)","B07QNKVR3N","Romance"
"The Stopover (The Miles High Club Book 1)","B07QNKVR3N","Literature & Fiction"
"Someone Exactly Like Me: A Slow Burn, Forced Proximity, Strangers to Friends to Lovers Romance (Wounded Hearts Series Book 1) (Wounded Hearts Romance)","B099QTBDB4","Romance"
"Someone Exactly Like Me: A Slow Burn, Forced Proximity, Strangers to Friends to Lovers Romance (Wounded Hearts Series Book 1) (Wounded Hearts Romance)","B099QTBDB4","Literature & Fiction"
"The Marriage Auction: Book One","B0BJMZ2FQ3","Romance"
"Fix Her Up: A Novel","B07C1XR6BK","Romance"
"Fix Her Up: A Novel","B07C1XR6BK","Literature & Fiction"
"The Casanova (The Miles High Club Book 3)","B08X472VK3","Romance"
"The Casanova (The Miles High Club Book 3)","B08X472VK3","Literature & Fiction"
"Failure to Match: An Enemies to Lovers Billionaire Matchmaker Romance (Bad Billionaire Bosses Book 2)","B0CYWDS6CT","Romance"
"Beautifully Cruel","B07ZFZZ2GQ","Romance"
"Beautifully Cruel","B07ZFZZ2GQ","Literature & Fiction"
"A Love Letter to Whiskey","B01M98D4TM","Romance"
"Please Me: A Stark Ever After Novella (1001 Dark Nights)","B0778CV9Y4","Romance"
"Smitten with the Best Man (Chicago Law Book 1)","B07CNF13KX","Romance"
"The Fix Up: The First Impressions Series, Book 1","B088XFKKXQ","Romance"
"The Fix Up: 2nd Edition – originally published 2015 (First Impressions Book 1)","B0CW1KRY9H","Romance"
"The Boyfriend Material Collection: A Romantic Comedy Collection of Standalones","B0BSRH7VKH","Romance"
"Romancing Mister Bridgerton","B06Y2DSFRJ","Romance"
"Romancing Mister Bridgerton","B06Y2DSFRJ","Literature & Fiction"
"An Offer from a Gentleman","B01N1ME9B5","Romance"
"An Offer from a Gentleman","B01N1ME9B5","Literature & Fiction"
"The Viscount Who Loved Me","B01MAWST0M","Romance"
"The Viscount Who Loved Me","B01MAWST0M","Literature & Fiction"
"The Duke and I","B01LZRIC6X","Romance"
"The Duke and I","B01LZRIC6X","Literature & Fiction"
"Butcher & Blackbird (The Ruinous Love Trilogy Book 1)","B0CL1C4PM4","Romance"
"Getting Schooled","B07957PFQT","Romance"
"One of Those Flings","B08DG74W7D","Romance"
"P.S. It's Always Been You: Part 3","B083QPVRH1","Romance"
