warranty_start_date,warranty_expiration_date,warranty_type,extended_warranty_purchase_date,sale_channel,extended_warranty_status_code,extended_warranty_ASIN,extended_warranty_ASIN_product_name,cancellation_date,extended_warranty_order_id,extended_warranty_marketplace,device_serial_number,device_ASIN,device_ASIN_product_name,device_order_id,device_marketplace,claim_registration_date,claim_amount,claim_currency,replacement_code,claim_type_code,claim_reason_code
2024-03-29T00:00:00Z,2025-04-01T00:00:00Z,LIMITED_WARRANTY,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,G8S1LG134041039L,Not Available,Not Available,111-9803075-9231444,Amazon.com,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
