device_record_time,Device Serial Number,country_of_residence,app_package_name,app_version_name,app_version_code,device_type,device_profile_type,app_profile_type,launch_count,duration_milliseconds,software_version,metric_level,product_mode,reason_code,metric_source,start_time,Amazon Marketplace
2024-04-20T21:56:01Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,31439,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:55:29Z,Amazon.com
2024-04-20T21:55:56Z,G8S1LG134041039L,United States,com.lab126.KPP_HOME,UNKNOWN,0,Ereader,Not Available,Not Available,1,22521,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:55:34Z,Amazon.com
2024-04-20T21:55:34Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,124341,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:21:21Z,Amazon.com
2024-04-20T21:23:20Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,118850,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:21:21Z,Amazon.com
2024-04-20T21:21:22Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,8964,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:21:13Z,Amazon.com
2024-04-20T21:21:13Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,8928,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:21:04Z,Amazon.com
2024-04-20T21:21:09Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,272143,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:13:03Z,Amazon.com
2024-04-20T21:17:30Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,266287,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:13:04Z,Amazon.com
2024-04-20T21:13:05Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,27750,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T21:12:37Z,Amazon.com
2024-04-20T20:49:26Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,9816404,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T18:05:50Z,Amazon.com
2024-04-20T18:03:57Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,500441,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T17:55:37Z,Amazon.com
2024-04-20T17:54:41Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,6235069,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T16:10:46Z,Amazon.com
2024-04-20T15:40:12Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2334,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:40:10Z,Amazon.com
2024-04-20T15:35:20Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,49247,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:34:31Z,Amazon.com
2024-04-20T15:29:01Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,18238,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:28:43Z,Amazon.com
2024-04-20T15:28:43Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,5832,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:28:37Z,Amazon.com
2024-04-20T15:28:42Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Ereader,Not Available,Not Available,1,606279,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:17:46Z,Amazon.com
2024-04-20T15:27:46Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,599542,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-20T15:17:47Z,Amazon.com
