device_record_time,device serial number,country_of_residence,app_package_name,app_version_name,app_version_code,device_type,device_profile_type,app_profile_type,launch_count,duration_milliseconds,software_version,metric_level,product_mode,reason_code,metric_source,start_time,amazon marketplace
2024-03-30T09:03:20Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Tablet,Not Available,Not Available,1,92214,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 21:48:48,Amazon.com
2024-04-06T03:04:39Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Audio,Not Available,Not Available,1,6933596,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-06 13:05:06,Amazon.com
2024-04-08T10:04:11Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Audio,Not Available,Not Available,1,215975,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-08 22:46:35,Amazon.com
2024-04-07T05:04:47Z,G8S1LG134041039L,United States,com.lab126.KPP_HOME,UNKNOWN,0,Audio,Not Available,Not Available,1,21611,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-07 17:52:25,Amazon.com
2024-03-30T09:03:58Z,G8S1LG134041039L,United States,com.lab126.KPP_HOME,UNKNOWN,0,Not Available,Not Available,Not Available,1,10529,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 21:48:47,Amazon.com
2024-03-30T01:03:20Z,G8S1LG134041039L,United States,com.lab126.KPP_LIBRARY,UNKNOWN,0,Not Available,Not Available,Not Available,1,353022,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 00:58:27,Amazon.com
2024-04-06T10:04:03Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,RING,Not Available,Not Available,1,7154313,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-06 20:22:48,Amazon.com
2024-04-08T10:04:32Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Smart Media Player,Not Available,Not Available,1,1932,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-08 22:50:30,Amazon.com
2024-04-09T05:04:59Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Ereader,Not Available,Not Available,1,2098693,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-09 05:00:01,Amazon.com
2024-03-30T12:03:00Z,G8S1LG134041039L,United States,com.lab126.browser,UNKNOWN,0,Smart Media Player,Not Available,Not Available,1,36920,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 00:53:24,Amazon.com
2024-04-07T07:04:17Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,RING,Not Available,Not Available,1,4506259,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-07 17:53:11,Amazon.com
2024-03-30T05:03:21Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Audio,Not Available,Not Available,1,7018,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 05:39:14,Amazon.com
2024-03-31T12:03:23Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,RING,Not Available,Not Available,1,2892658,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-31 11:59:11,Amazon.com
2024-03-30T01:03:53Z,G8S1LG134041039L,United States,com.lab126.KPP_SETTINGS,UNKNOWN,0,Audio,Not Available,Not Available,1,28191,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-30 01:44:24,Amazon.com
2024-03-31T03:03:39Z,G8S1LG134041039L,United States,com.lab126.booklet.reader,UNKNOWN,0,Audio,Not Available,Not Available,1,2206997,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-31 03:21:52,Amazon.com
2024-03-31T01:03:47Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Not Available,Not Available,Not Available,1,7595,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-31 01:03:40,Amazon.com
2024-04-13T01:04:46Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Smart Media Player,Not Available,Not Available,1,44354,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-13 13:15:01,Amazon.com
2024-03-31T01:03:56Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Ereader,Not Available,Not Available,1,8553,4193160020,appAction,Not Available,Not Available,Not Available,2024-03-31 01:03:48,Amazon.com
2024-04-02T01:04:18Z,G8S1LG134041039L,United States,com.lab126.KPPMainApp,UNKNOWN,0,Smart Media Player,Not Available,Not Available,1,7679,4193160020,appAction,Not Available,Not Available,Not Available,2024-04-02 01:27:10,Amazon.com
