created_timestamp,country,preferred_marketplace,device_family,active_ASIN,books_series_count,max_books_series_size,books_series_grouping_setting
2024-03-18T03:14:10Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-02-26T19:55:35Z,Not Available,US,Kindle for iOS,B09X6KD3CS,2,2,seriesGroupingEnabled
2024-03-11T07:04:52Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
2024-03-23T02:42:04Z,Not Available,US,Kindle for iOS,B083GY7J9P,3,5,seriesGroupingEnabled
2024-03-14T16:17:30Z,Not Available,US,Kindle for iOS,B0C7QYS91W,3,4,seriesGroupingEnabled
2024-04-01T00:21:14Z,Not Available,US,Kindle for iOS,Not Available,5,5,seriesGroupingEnabled
2024-04-07T17:50:34Z,Not Available,US,Kindle for iOS,Not Available,5,5,seriesGroupingEnabled
2024-04-03T18:04:01Z,Not Available,US,Kindle for iOS,B0BJJTTM8K,4,5,seriesGroupingEnabled
2024-03-06T17:37:08Z,Not Available,US,Kindle for iOS,B01KB8XC5A,3,5,seriesGroupingEnabled
2024-02-26T00:12:58Z,Not Available,US,Kindle for iOS,Not Available,2,2,seriesGroupingEnabled
2024-03-05T08:10:36Z,Not Available,US,Kindle for iOS,B07QNKVR3N,3,5,seriesGroupingEnabled
2024-03-08T18:52:26Z,Not Available,US,Mac,Not Available,2,2,seriesGroupingEnabled
2024-02-28T11:06:31Z,Not Available,US,Kindle for iOS,B0BDW83LGQ,2,2,seriesGroupingEnabled
2024-03-31T12:56:18Z,Not Available,US,Kindle for iOS,Not Available,5,5,seriesGroupingEnabled
2024-03-03T09:11:08Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-03-29T21:55:54Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-04-13T12:40:26Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-27T21:20:37Z,Not Available,US,Kindle for iOS,B09ZKRWCG4,4,5,seriesGroupingEnabled
2024-02-23T22:22:42Z,Not Available,US,Mac,Not Available,1,2,seriesGroupingEnabled
2024-02-29T14:04:56Z,Not Available,US,Kindle for iOS,B08Y6DCS1Y,2,2,seriesGroupingEnabled
2024-02-25T01:59:37Z,Not Available,US,Kindle for iOS,B09S1CMMBT,1,2,seriesGroupingEnabled
2024-03-21T23:53:22Z,Not Available,US,Mac,Not Available,2,2,seriesGroupingEnabled
2024-03-22T19:05:40Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-02-29T00:22:43Z,Not Available,US,Kindle for iOS,Not Available,2,2,seriesGroupingEnabled
2024-03-02T21:45:16Z,Not Available,US,Kindle for iOS,B09QY2KWKY,3,4,seriesGroupingEnabled
2024-03-05T01:38:16Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-02-24T19:36:34Z,Not Available,US,Kindle for iOS,B07XQK3SGQ,1,2,seriesGroupingEnabled
2024-03-26T11:03:21Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-02-24T20:53:08Z,Not Available,US,Kindle for iOS,B09S1CMMBT,1,2,seriesGroupingEnabled
2024-03-29T21:34:45Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-04-11T20:30:39Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-30T00:43:58Z,Not Available,US,Kindle for iOS,B07ZFZZ2GQ,4,5,seriesGroupingEnabled
2024-03-20T00:34:12Z,Not Available,US,Kindle for iOS,B008UCJ7KO,4,5,seriesGroupingEnabled
2024-03-23T02:38:07Z,Not Available,US,Kindle for iOS,B07C1XR6BK,3,5,seriesGroupingEnabled
2024-03-11T07:00:13Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
2024-03-26T21:54:42Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-04-11T06:15:11Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-08T17:06:42Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-18T03:14:25Z,Not Available,US,Kindle for iOS,B01N7KLCRR,3,3,seriesGroupingEnabled
2024-03-12T02:00:27Z,Not Available,US,Kindle for iOS,B09P5GT746,3,5,seriesGroupingEnabled
2024-03-02T02:29:24Z,Not Available,US,Kindle for iOS,B0994RZ2L1,3,3,seriesGroupingEnabled
2024-04-13T03:25:30Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-21T13:05:10Z,Not Available,US,Kindle for iOS,B0183KJZE0,4,5,seriesGroupingEnabled
2024-02-24T14:31:02Z,Not Available,US,Kindle for iOS,B0CB1RMZRC,1,2,seriesGroupingEnabled
2024-03-16T07:52:28Z,Not Available,US,Kindle for iOS,B017S3J3X6,3,3,seriesGroupingEnabled
2024-03-11T07:13:57Z,Not Available,US,Kindle for iOS,Not Available,3,6,seriesGroupingEnabled
2024-03-15T19:15:05Z,Not Available,US,Kindle for iOS,B07XQK3SGQ,3,3,seriesGroupingEnabled
2024-04-04T23:30:11Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-21T23:53:39Z,Not Available,US,Mac,Not Available,4,5,seriesGroupingEnabled
2024-04-03T03:55:41Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-25T00:45:17Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-19T19:24:50Z,Not Available,US,Kindle for iOS,B008UCJ7KO,4,5,seriesGroupingEnabled
2024-03-26T18:53:43Z,Not Available,US,Mac,B0CHWQPB49,3,5,seriesGroupingEnabled
2024-03-23T20:44:10Z,Not Available,US,Kindle for iOS,B00V3MY1IQ,3,5,seriesGroupingEnabled
2024-03-26T16:29:06Z,Not Available,US,Kindle for iOS,B0BCZWC3QZ,4,5,seriesGroupingEnabled
2024-03-27T03:02:05Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-04-03T03:52:08Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-27T16:16:56Z,Not Available,US,Kindle for iOS,B09ZKRWCG4,4,5,seriesGroupingEnabled
2024-03-11T04:47:35Z,Not Available,US,Kindle for iOS,B07B9WH8KT,4,2,seriesGroupingEnabled
2024-03-05T14:34:56Z,Not Available,US,Kindle for iOS,B07QNKVR3N,3,5,seriesGroupingEnabled
2024-03-14T21:50:16Z,Not Available,US,Kindle for iOS,Not Available,3,4,seriesGroupingEnabled
2024-03-08T18:37:00Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-11T07:04:25Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
2024-03-18T03:14:12Z,Not Available,US,Kindle for iOS,B01N7KLCRR,3,3,seriesGroupingEnabled
2024-03-19T14:20:13Z,Not Available,US,Kindle for iOS,B008UCJ7KO,4,5,seriesGroupingEnabled
2024-04-06T20:20:44Z,Not Available,US,Kindle for iOS,Not Available,5,5,seriesGroupingEnabled
2024-04-05T13:50:40Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-22T02:55:16Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-03T07:24:05Z,Not Available,US,Kindle for iOS,Not Available,3,4,seriesGroupingEnabled
2024-03-02T14:58:05Z,Not Available,US,Kindle for iOS,B09QY2KWKY,3,4,seriesGroupingEnabled
2024-04-02T11:07:41Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-15T09:05:36Z,Not Available,US,Kindle for iOS,Not Available,3,4,seriesGroupingEnabled
2024-03-27T11:15:10Z,Not Available,US,Kindle for iOS,B09ZKRWCG4,4,5,seriesGroupingEnabled
2024-03-29T02:52:18Z,Not Available,US,Kindle for iOS,B0CYWDS6CT,4,5,seriesGroupingEnabled
2024-03-26T04:07:33Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-04-08T22:33:15Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-04-05T01:15:12Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-16T08:52:21Z,Not Available,US,Kindle for iOS,B017S3J3X6,3,3,seriesGroupingEnabled
2024-03-22T19:37:15Z,Not Available,US,Mac,Not Available,3,5,seriesGroupingEnabled
2024-03-31T15:18:34Z,Not Available,US,Kindle for iOS,B07ZFZZ2GQ,5,5,seriesGroupingEnabled
2024-03-03T14:50:30Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-03-17T20:20:14Z,Not Available,US,Kindle for iOS,B0757CRTLY,4,4,seriesGroupingEnabled
2024-03-28T21:22:38Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-04-15T20:14:53Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-04-15T20:14:44Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-31T00:35:37Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-03T09:10:57Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-04-10T00:36:21Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-03T02:53:05Z,Not Available,US,Kindle for iOS,B09QY2KWKY,3,4,seriesGroupingEnabled
2024-04-03T23:37:31Z,Not Available,US,Kindle for iOS,B0BJJTTM8K,4,5,seriesGroupingEnabled
2024-03-13T19:40:48Z,Not Available,US,Kindle for iOS,B08266SRVP,4,4,seriesGroupingEnabled
2024-03-03T09:06:41Z,Not Available,US,Kindle for iOS,B09NJBVM8Z,3,4,seriesGroupingEnabled
2024-03-04T03:39:11Z,Not Available,US,Kindle for iOS,B01MTZDCUN,2,4,seriesGroupingEnabled
2024-03-03T09:11:09Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-03-17T20:20:20Z,Not Available,US,Kindle for iOS,B0CLT4QRQL,4,5,seriesGroupingEnabled
2024-03-16T08:52:47Z,Not Available,US,Kindle for iOS,B01BU2NFTO,4,3,seriesGroupingEnabled
2024-03-18T01:33:20Z,Not Available,US,Kindle for iOS,B0CLT4QRQL,4,5,seriesGroupingEnabled
2024-03-13T12:24:46Z,Not Available,US,Kindle for iOS,B08266PLCC,3,5,seriesGroupingEnabled
2024-03-26T04:07:47Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-04-06T17:16:59Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-09T03:38:14Z,Not Available,US,Kindle for iOS,B01D6TA9Y8,2,2,seriesGroupingEnabled
2024-03-25T08:31:37Z,Not Available,US,Kindle for iOS,B00W22ITCU,4,5,seriesGroupingEnabled
2024-02-29T22:43:41Z,Not Available,US,Kindle for iOS,B08Y6DCS1Y,2,2,seriesGroupingEnabled
2024-02-26T08:38:08Z,Not Available,US,Kindle for iOS,B09X6KD3CS,2,2,seriesGroupingEnabled
2024-03-24T04:34:13Z,Not Available,US,Kindle for iOS,B00V3MY1GS,4,5,seriesGroupingEnabled
2024-04-02T11:07:46Z,Not Available,US,Kindle for iOS,B0BHLBHG79,4,5,seriesGroupingEnabled
2024-03-16T02:40:52Z,Not Available,US,Kindle for iOS,Not Available,3,3,seriesGroupingEnabled
2024-02-24T03:08:26Z,Not Available,US,Kindle for iOS,Not Available,1,2,seriesGroupingEnabled
2024-02-24T02:54:19Z,Not Available,US,Kindle for iOS,B0CL7GMPD4,1,2,seriesGroupingEnabled
2024-02-24T08:36:44Z,Not Available,US,Kindle for iOS,B0CB1RMZRC,1,2,seriesGroupingEnabled
2024-03-27T22:42:56Z,Not Available,US,Kindle for iOS,B09ZKRWCG4,4,5,seriesGroupingEnabled
2024-03-04T10:06:27Z,Not Available,US,Kindle for iOS,B07QNKVR3N,2,5,seriesGroupingEnabled
2024-03-08T18:38:22Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-06T12:21:37Z,Not Available,US,Kindle for iOS,B07C7N5CBS,3,5,seriesGroupingEnabled
2024-03-01T12:14:25Z,Not Available,US,Kindle for iOS,B091SLLP6H,3,2,seriesGroupingEnabled
2024-04-12T17:20:04Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-03T09:11:01Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-04-11T21:24:55Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-02-26T07:05:43Z,Not Available,US,Kindle for iOS,B09HLCTYZ8,2,2,seriesGroupingEnabled
2024-04-12T02:59:18Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-03-07T16:00:14Z,Not Available,US,Kindle for iOS,B083TZV25B,3,5,seriesGroupingEnabled
2024-03-11T07:14:00Z,Not Available,US,Kindle for iOS,Not Available,3,6,seriesGroupingEnabled
2024-03-11T07:13:54Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
2024-03-25T00:42:08Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-03T09:10:55Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-03-27T09:18:37Z,Not Available,US,Kindle for iOS,B08X472VK3,4,5,seriesGroupingEnabled
2024-03-16T20:54:50Z,Not Available,US,Kindle for iOS,B01M04PNMH,4,3,seriesGroupingEnabled
2024-04-10T00:36:24Z,Not Available,US,Kindle for iOS,Not Available,6,5,seriesGroupingEnabled
2024-02-29T08:58:56Z,Not Available,US,Kindle for iOS,B08Y6DCS1Y,2,2,seriesGroupingEnabled
2024-03-29T19:35:27Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-05T16:16:57Z,Not Available,US,Kindle for iOS,B07C7N5CBS,3,5,seriesGroupingEnabled
2024-03-08T09:59:37Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-29T02:54:53Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-03T17:24:44Z,Not Available,US,Kindle for iOS,Not Available,1,2,seriesGroupingEnabled
2024-04-13T12:39:01Z,Not Available,US,Kindle for iOS,B01MSWC05T,6,5,seriesGroupingEnabled
2024-03-28T16:16:40Z,Not Available,US,Kindle for iOS,B0CYWDS6CT,4,5,seriesGroupingEnabled
2024-03-03T20:21:28Z,Not Available,US,Kindle for iOS,B01MYYEYWP,2,3,seriesGroupingEnabled
2024-03-08T18:52:15Z,Not Available,US,Mac,Not Available,3,5,seriesGroupingEnabled
2024-03-31T12:56:04Z,Not Available,US,Kindle for iOS,B07ZFZZ2GQ,5,5,seriesGroupingEnabled
2024-03-04T09:54:22Z,Not Available,US,Kindle for iOS,Not Available,2,5,seriesGroupingEnabled
2024-03-13T14:07:02Z,Not Available,US,Kindle for iOS,B08266V1T2,4,4,seriesGroupingEnabled
2024-03-26T18:53:58Z,Not Available,US,Mac,Not Available,4,5,seriesGroupingEnabled
2024-03-22T02:55:19Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-18T03:14:16Z,Not Available,US,Kindle for iOS,B01N7KLCRR,3,3,seriesGroupingEnabled
2024-03-11T07:00:31Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
2024-03-08T18:52:29Z,Not Available,US,Mac,Not Available,2,2,seriesGroupingEnabled
2024-03-11T07:13:56Z,Not Available,US,Kindle for iOS,Not Available,3,6,seriesGroupingEnabled
2024-03-26T04:08:07Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-16T00:17:33Z,Not Available,US,Kindle for iOS,B07XQK3SGQ,3,3,seriesGroupingEnabled
2024-03-16T08:52:19Z,Not Available,US,Kindle for iOS,B017S3J3X6,3,3,seriesGroupingEnabled
2024-03-11T07:00:12Z,Not Available,US,Kindle for iOS,Not Available,4,2,seriesGroupingEnabled
2024-03-07T10:48:26Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-17T01:55:24Z,Not Available,US,Kindle for iOS,B0757CRTLY,4,4,seriesGroupingEnabled
2024-03-11T06:55:48Z,Not Available,US,Kindle for iOS,Not Available,4,2,seriesGroupingEnabled
2024-04-05T11:18:54Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-03-08T17:11:32Z,Not Available,US,Kindle for iOS,Not Available,3,5,seriesGroupingEnabled
2024-03-31T01:05:04Z,Not Available,US,Kindle for iOS,Not Available,5,5,seriesGroupingEnabled
2024-03-05T21:20:02Z,Not Available,US,Kindle for iOS,B07C7N5CBS,3,5,seriesGroupingEnabled
2024-03-03T09:11:11Z,Not Available,US,Kindle for iOS,B01MST9RU9,1,2,seriesGroupingEnabled
2024-03-27T01:45:46Z,Not Available,US,Kindle for iOS,Not Available,4,5,seriesGroupingEnabled
2024-02-27T12:16:50Z,Not Available,US,Kindle for iOS,B09X6KD3CS,2,2,seriesGroupingEnabled
2024-02-26T08:33:22Z,Not Available,US,Kindle for iOS,Not Available,2,2,seriesGroupingEnabled
2024-04-02T11:08:40Z,Not Available,US,Kindle for iOS,CDBC26A7DDB347D9A0B8CA4AE08F55D2,4,5,seriesGroupingEnabled
2024-03-03T07:07:41Z,Not Available,US,Kindle for iOS,Not Available,3,4,seriesGroupingEnabled
2024-02-25T14:34:54Z,Not Available,US,Kindle for iOS,Not Available,1,2,seriesGroupingEnabled
2024-03-03T20:21:14Z,Not Available,US,Kindle for iOS,B01MYYEYWP,2,2,seriesGroupingEnabled
2024-02-28T03:57:45Z,Not Available,US,Kindle for iOS,B0BDW83LGQ,2,2,seriesGroupingEnabled
2024-03-11T07:11:17Z,Not Available,US,Kindle for iOS,Not Available,3,2,seriesGroupingEnabled
