created_timestamp,preferred_marketplace,country,device_family,ASIN,prev_state,curr_state
2024-04-12T08:33:15Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-07T02:40:05Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-11T08:32:14Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-08T19:25:06Z,US,US,Kindle E-reader,B00O6V45CS,SCREEN SAVER,ACTIVE
2024-03-30T01:42:07Z,US,US,Kindle E-reader,B07ZFZZ2GQ,SCREEN SAVER,ACTIVE
2024-03-29T02:58:04Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
2024-04-08T23:14:14Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-03-31T12:49:34Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-07T01:30:23Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-11T08:33:13Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-05T06:33:05Z,US,US,Kindle E-reader,B008WOTQGU,SCREEN SAVER,ACTIVE
2024-04-05T00:17:45Z,US,US,Kindle E-reader,B008WOTQGU,ACTIVE,SCREEN SAVER
2024-03-31T05:40:06Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-06T22:36:56Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
2024-04-13T16:20:39Z,US,US,Kindle E-reader,B0778CV9Y4,SCREEN SAVER,ACTIVE
2024-04-02T01:26:09Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-15T00:45:47Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-08T01:44:45Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-08T23:15:10Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-05T01:36:48Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-03-31T12:48:39Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-06T20:20:58Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-09T01:12:18Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-05T01:26:51Z,US,US,Kindle E-reader,B008WOTQGU,SCREEN SAVER,ACTIVE
2024-04-09T02:16:41Z,US,US,Kindle E-reader,B00QE1DLIC,SCREEN SAVER,ACTIVE
