first_clicked_product_name,first_clicked_asin,first_added_product_name,first_added_asin,first_purchased_asin,first_purchase_product_name,click_count,add_count,borrow_count,order_count,aliases,marketplace_short_name,consume_count,is_recognized_session,max_total_found,total_txn_revenue,search_count,search_page_types,iss_alias,iss_query_prefix,keywords,active_refinement_count,search_type,operating_system_name,query_length,site_variant,spelling_correction,region,partition_date,clicked,free_units_ordered,iss_query_prefix_length,abandonments,paid_purchased,last_search_gmt_time,added,first_search_gmt_time
The Magnolia Parks Universe (Unabridged),B0C89HN5GM,The Magnolia Parks Universe (Unabridged),Not Applicable,Not Applicable,The Magnolia Parks Universe (Unabridged),2,0,0,0,na-audible-us,US,0,yes,18,0,2,Search,na-audible-us\,daisy haites,daisy haites,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-09-01T00:00:00Z,yes,0,12,0,0,2025-09-01T20:51:48Z,no,2025-09-01T20:46:10Z
"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",B0C88723VR,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,magn,magnolia parks,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-09-01T00:00:00Z,yes,0,4,0,0,2025-09-01T21:10:39Z,no,2025-09-01T21:10:39Z
"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",B0C88723VR,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,magn,magnolia parks,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-09-01T00:00:00Z,yes,0,4,0,0,2025-09-01T21:10:39Z,no,2025-09-01T21:10:39Z
"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 2",B0C88723VR,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 2",Not Applicable,Not Applicable,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 2",1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,magn,magnolia parks,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-09-01T00:00:00Z,yes,0,4,0,0,2025-09-01T21:10:39Z,no,2025-09-01T21:10:39Z
"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 1",B0C88723VR,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 1",Not Applicable,Not Applicable,"Magnolia Parks:  The Magnolia Parks Universe, Book 1 (Unabridged) Part 1",1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,magn,magnolia parks,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-09-01T00:00:00Z,yes,0,4,0,0,2025-09-01T21:10:39Z,no,2025-09-01T21:10:39Z
Say You'll Remember Me (Unabridged),B0DD8NMSNW,Say You'll Remember Me (Unabridged),Not Applicable,Not Applicable,Say You'll Remember Me (Unabridged),1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,say you,say,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-27T00:00:00Z,yes,0,7,0,0,2025-08-28T02:14:14Z,no,2025-08-28T02:14:14Z
Say You'll Remember Me (Unabridged),B0DD8NMSNW,Say You'll Remember Me (Unabridged),Not Applicable,Not Applicable,Say You'll Remember Me (Unabridged),1,0,0,0,na-audible-us,US,0,yes,19,0,1,Search,na-audible-us\,say you,say,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-27T00:00:00Z,yes,0,7,0,0,2025-08-28T02:14:14Z,no,2025-08-28T02:14:14Z
Retreat: A Novel (Unabridged),B0D8CPBB47,Retreat: A Novel (Unabridged),Not Applicable,Not Applicable,Retreat: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,20,0,1,Search,na-audible-us\,retreat\,retreat,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-23T00:00:00Z,yes,0,8,0,0,2025-08-24T04:05:16Z,no,2025-08-24T04:05:16Z
Retreat: A Novel (Unabridged),B0D8CPBB47,Retreat: A Novel (Unabridged),Not Applicable,Not Applicable,Retreat: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,20,0,1,Search,na-audible-us\,retreat\,retreat,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-23T00:00:00Z,yes,0,8,0,0,2025-08-24T04:05:16Z,no,2025-08-24T04:05:16Z
The Summer I Turned Pretty (Unabridged),B09VY37F2G,The Summer I Turned Pretty (Unabridged),Not Applicable,Not Applicable,The Summer I Turned Pretty (Unabridged),1,0,0,0,na-audible-us,US,0,yes,20,0,1,Search,na-audible-us\,the summ\,th summer,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-21T00:00:00Z,yes,0,9,0,0,2025-08-21T20:38:48Z,no,2025-08-21T20:38:48Z
The Summer I Turned Pretty (Unabridged),B09VY37F2G,The Summer I Turned Pretty (Unabridged),Not Applicable,Not Applicable,The Summer I Turned Pretty (Unabridged),1,0,0,0,na-audible-us,US,0,yes,20,0,1,Search,na-audible-us\,the summ\,th summer,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-21T00:00:00Z,yes,0,9,0,0,2025-08-21T20:38:48Z,no,2025-08-21T20:38:48Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",B0DWV4PY7Q,"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",Not Applicable,Not Applicable,"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,releas\,releas,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,7,0,0,2025-08-18T20:02:30Z,no,2025-08-18T20:02:30Z
"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 1",B0DWV4PY7Q,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 1",Not Applicable,Not Applicable,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 1",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,releas\,releas,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,7,0,0,2025-08-18T20:02:30Z,no,2025-08-18T20:02:30Z
"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",B0DWV4PY7Q,"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",Not Applicable,Not Applicable,"Releasing 10: Boys of Tommen, Book 6 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,releas\,releas,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,7,0,0,2025-08-18T20:02:30Z,no,2025-08-18T20:02:30Z
"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 3",B0DWV4PY7Q,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 3",Not Applicable,Not Applicable,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 3",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,releas\,releas,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,7,0,0,2025-08-18T20:02:30Z,no,2025-08-18T20:02:30Z
"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 2",B0DWV4PY7Q,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 2",Not Applicable,Not Applicable,"Releasing 10: Boys of Tommen, Book 6 (Unabridged) Part 2",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,releas\,releas,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,7,0,0,2025-08-18T20:02:30Z,no,2025-08-18T20:02:30Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),1984845306,1984845306,Daisy Jones & The Six: A Novel (Unabridged),2,1,0,1,na-audible-us,US,0,yes,0,1,1,Search,na-audible-us\,daisy\,daisy,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-08-18T00:00:00Z,yes,0,6,0,1,2025-08-18T20:02:41Z,yes,2025-08-18T20:02:41Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),B00IPK2Y38,I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),Not Applicable,Not Applicable,I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),2,0,0,0,na-audible-us,US,0,yes,15,0,3,Search,na-audible-us,judy greer\,judy greer,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,11,0,0,2025-08-16T22:43:49Z,no,2025-08-16T22:42:11Z
"Pablo Schreiber: Halo, being Canadian, and sleeping in for his first day on The Wire",B0CVB1LPK9,"Pablo Schreiber: Halo, being Canadian, and sleeping in for his first day on The Wire",Not Applicable,Not Applicable,"Pablo Schreiber: Halo, being Canadian, and sleeping in for his first day on The Wire",1,0,0,0,na-audible-us,US,0,yes,9,0,1,Search,na-audible-us,pablo schreiber\,pablo schreiber,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,16,0,0,2025-08-16T22:43:59Z,no,2025-08-16T22:43:59Z
"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",B07DQCZTCL,"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",Not Applicable,Not Applicable,"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,8,0,2,Search,na-audible-us,jennifer beals\,jennifer beals,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,15,0,0,2025-08-16T22:43:27Z,no,2025-08-16T22:43:22Z
"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",B07DQCZTCL,"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",Not Applicable,Not Applicable,"I Will Not Fear: A Strategy to Overcome Anxiety, Worry and Fear-Based Living - 2nd Edition (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,8,0,2,Search,na-audible-us,jennifer beals\,jennifer beals,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,15,0,0,2025-08-16T22:43:27Z,no,2025-08-16T22:43:22Z
I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),B00IPK2Y38,I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),Not Applicable,Not Applicable,I Don't Know What You Know Me From: Confessions of a Co-Star (Unabridged),2,0,0,0,na-audible-us,US,0,yes,15,0,3,Search,na-audible-us,judy greer\,judy greer,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,11,0,0,2025-08-16T22:43:49Z,no,2025-08-16T22:42:11Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
Daisy Jones & The Six: A Novel (Unabridged),1984845306,Daisy Jones & The Six: A Novel (Unabridged),Not Applicable,Not Applicable,Daisy Jones & The Six: A Novel (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,daisy jines\,daisy jines,0,kw,iOS,2,Mobile Application,Not Applicable,CDW,2025-08-16T00:00:00Z,yes,0,12,0,0,2025-08-16T22:42:03Z,no,2025-08-16T22:42:03Z
"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",B0BMCQC81N,"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",2,0,0,0,na-audible-us,US,0,yes,0,0,2,Search,na-audible-us,Not Applicable,Not Applicable,0,br,iOS,0,Mobile Application,Not Applicable,CDW,2025-08-10T00:00:00Z,yes,0,0,0,0,2025-08-10T17:51:53Z,no,2025-08-10T17:51:40Z
"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",B0BMCQC81N,"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Drive: Bittersweet Symphony Duet, Book 1 (Unabridged)",2,0,0,0,na-audible-us,US,0,yes,0,0,2,Search,na-audible-us,Not Applicable,Not Applicable,0,br,iOS,0,Mobile Application,Not Applicable,CDW,2025-08-10T00:00:00Z,yes,0,0,0,0,2025-08-10T17:51:53Z,no,2025-08-10T17:51:40Z
The Ravenhood (Unabridged),B091TLZQZ9,The Ravenhood (Unabridged),Not Applicable,Not Applicable,The Ravenhood (Unabridged),1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,flock,flock,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,5,0,0,2025-07-27T23:41:02Z,no,2025-07-27T23:41:02Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",B0F1QG8BGG,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",Not Applicable,Not Applicable,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,severed,severed,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,7,0,0,2025-07-28T00:11:45Z,no,2025-07-28T00:11:45Z
"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 3",B0F1QG8BGG,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 3",Not Applicable,Not Applicable,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 3",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,severed,severed,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,7,0,0,2025-07-28T00:11:45Z,no,2025-07-28T00:11:45Z
"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",B0F1QG8BGG,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",Not Applicable,Not Applicable,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,severed,severed,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,7,0,0,2025-07-28T00:11:45Z,no,2025-07-28T00:11:45Z
"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 1",B0F1QG8BGG,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 1",Not Applicable,Not Applicable,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 1",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,severed,severed,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,7,0,0,2025-07-28T00:11:45Z,no,2025-07-28T00:11:45Z
"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 2",B0F1QG8BGG,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 2",Not Applicable,Not Applicable,"Severed Heart: The Birth of a Warrior: The Ravenhood Legacy, Book 2 (Unabridged) Part 2",1,0,0,0,na-audible-us,US,0,yes,0,0,1,Search,na-audible-us\,severed,severed,0,kw,iOS,1,Mobile Application,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,7,0,0,2025-07-28T00:11:45Z,no,2025-07-28T00:11:45Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
"Flock: The Ravenhood, Book 1 (Unabridged)",1774248239,"Flock: The Ravenhood, Book 1 (Unabridged)",Not Applicable,Not Applicable,"Flock: The Ravenhood, Book 1 (Unabridged)",1,0,0,0,na-audible-us,US,0,yes,136,0,1,Search,na-audible-us,Not Applicable,ravenhood,0,kw,macOS,1,PC Browser,Not Applicable,CDW,2025-07-27T00:00:00Z,yes,0,0,0,0,2025-07-27T23:32:26Z,no,2025-07-27T23:32:26Z
