created_timestamp,preferred_marketplace,country,device_family,ASIN,metric_name,SelectedValue,activePageName,VoiceViewStatus,ToPageName
2024-04-07T21:54:30Z,www.amazon.com,US,Kindle E-reader,B00N6PD7L0,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-31T01:04:37Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Library,VoiceView turned off,
2024-03-30T01:19:05Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Set Brightness Level,9,In-book,VoiceView turned off,
2024-03-31T01:04:46Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Library,VoiceView turned off,
2024-04-24T03:12:13Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-04-07T02:38:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Home,VoiceView turned off,
2024-04-20T16:36:43Z,www.amazon.com,US,Kindle E-reader,B09CNFRZDC,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-31T14:28:02Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-08T02:11:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,Library,VoiceView turned off,
2024-04-24T02:34:45Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Library,VoiceView turned off,
2024-04-23T04:57:30Z,www.amazon.com,US,Kindle E-reader,B09X6HZ4FT,Set Brightness Level,7,In-book,VoiceView turned off,
2024-03-31T03:38:49Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-06T17:09:30Z,www.amazon.com,US,Kindle E-reader,B00FO60CH6,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-31T02:43:53Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-03-31T03:22:18Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-30T00:54:33Z,www.amazon.com,US,Kindle E-reader,B0CYWDS6CT,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-29T02:57:59Z,www.amazon.com,US,Kindle E-reader,Not Available,Set Brightness Level,11,Home,VoiceView turned off,
2024-04-22T04:16:38Z,www.amazon.com,US,Kindle E-reader,B083GY7J9P,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-06T00:52:02Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Home,VoiceView turned off,
