created_timestamp,preferred_marketplace,country,device_family,ASIN,action_performed,alert_type,desired_page_location
2024-10-14T17:19:08Z,www.amazon.com,Not Available,Kindle for iOS,B09Z9K12P2,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-17T17:05:45Z,www.amazon.com,Not Available,,B0CL1C4PM4,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-15T19:24:12Z,www.amazon.com,Not Available,Kindle for iOS,B01FWXWOV2,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-08T22:00:06Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-07T14:28:59Z,www.amazon.com,Not Available,Kindle for iOS,B0CNGBQRC5,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-07T21:10:04Z,www.amazon.com,Not Available,Kindle for iOS,B083TZV25B,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-22T00:11:15Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-06T01:56:30Z,www.amazon.com,Not Available,Kindle for iOS,B00AXIZ5MC,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-08T13:13:48Z,www.amazon.com,Not Available,Kindle for iOS,B09C2PWWNP,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-03-06T18:25:36Z,www.amazon.com,Not Available,Kindle for iOS,B0CHVBB7Y5,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-17T04:09:04Z,www.amazon.com,Not Available,Kindle for iOS,B0CL1C4PM4,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:18:56Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-01T15:54:29Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-04-21T15:00:06Z,www.amazon.com,Not Available,,B0CW1J839S,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-07T22:21:56Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-10-05T21:04:33Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-17T14:09:30Z,www.amazon.com,Not Available,Kindle for iOS,B0757CRTLY,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T19:43:08Z,www.amazon.com,Not Available,Kindle for iOS,B00P2RBHPS,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2024-10-22T20:28:51Z,www.amazon.com,Not Available,,B0CPD3911D,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-31T12:56:03Z,www.amazon.com,Not Available,Kindle for iOS,B07ZFZZ2GQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-12T22:13:53Z,www.amazon.com,Not Available,Kindle for iOS,B0D7NN1P97,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-12-10T13:44:31Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-10-06T03:18:12Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-12-10T04:46:57Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T11:22:57Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-14T22:50:35Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:18:45Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-26T18:45:58Z,www.amazon.com,Not Available,,B09Q9WSZ9G,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-18T18:17:07Z,www.amazon.com,Not Available,,B0CNSGXRN9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T13:20:23Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-13T13:26:26Z,www.amazon.com,Not Available,Kindle for iOS,B0BTV12H8V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-12-08T04:17:15Z,www.amazon.com,Not Available,Kindle for iOS,B091N9KW8N,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T21:36:54Z,www.amazon.com,Not Available,Kindle for iOS,B01D6TA9Y8,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-14T17:55:50Z,www.amazon.com,Not Available,,B0D3C17M1Z,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-10-14T17:19:09Z,www.amazon.com,Not Available,Kindle for iOS,B09Z9K12P2,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-10-22T18:14:16Z,www.amazon.com,Not Available,Kindle for iOS,B0CPD3911D,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-26T21:54:43Z,www.amazon.com,Not Available,Kindle for iOS,B0BCZWC3QZ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-22T00:33:40Z,www.amazon.com,Not Available,Kindle for iOS,B0183KJZE0,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-06-26T12:44:27Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-23T01:09:43Z,www.amazon.com,Not Available,Kindle for iOS,B0BXQP63XL,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-21T22:13:51Z,www.amazon.com,Not Available,Kindle for iOS,B0CXR6ZHLS,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-10T11:49:24Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-17T14:09:31Z,www.amazon.com,Not Available,Kindle for iOS,B0757CRTLY,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-22T00:34:07Z,www.amazon.com,Not Available,Kindle for iOS,B0183KJZE0,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-22T04:59:55Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:18:54Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-27T12:51:12Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-04-15T22:04:57Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1J839S,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-10T12:06:49Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-14T14:40:23Z,www.amazon.com,Not Available,,B0BF16RV53,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-19T05:43:11Z,www.amazon.com,Not Available,Kindle for iOS,B008UCJ7KO,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-14T20:41:30Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-09T00:50:23Z,www.amazon.com,Not Available,Kindle for iOS,B00QE1DLIC,Customer pressed No on pop-up,Furthest Page Read pop-up,Not Available
2025-04-21T16:15:34Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-07T22:22:00Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-09T19:05:25Z,www.amazon.com,Not Available,,B00P2RBHPS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-06-27T14:01:46Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:43:15Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-08T22:00:02Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T18:35:44Z,www.amazon.com,Not Available,,B083TZV25B,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-10T11:36:42Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-14T16:02:11Z,www.amazon.com,Not Available,Kindle for iOS,B0778CV9Y4,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-23T01:09:45Z,www.amazon.com,Not Available,Kindle for iOS,B0BXQP63XL,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T19:46:59Z,www.amazon.com,Not Available,,B00P2RBHPS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-19T15:48:19Z,www.amazon.com,Not Available,Kindle for iOS,B0DD357DWQ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-23T20:28:47Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-06T17:56:52Z,www.amazon.com,Not Available,Kindle for iOS,B00FO60CH6,Customer pressed Yes on pop-up,Furthest Page Read pop-up,Not Available
2024-09-20T11:52:59Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-22T15:38:22Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-03-05T23:11:26Z,www.amazon.com,Not Available,Kindle for iOS,B0DD1VWZ4Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-08T13:46:40Z,www.amazon.com,Not Available,Kindle for iOS,B09C2PWWNP,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-06-09T22:02:15Z,www.amazon.com,Not Available,Kindle for iOS,B0D2GST88W,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-27T12:51:06Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-14T17:55:31Z,www.amazon.com,Not Available,,B0D3C17M1Z,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-11T10:57:16Z,www.amazon.com,Not Available,Kindle for iOS,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-11T19:06:51Z,www.amazon.com,Not Available,,B0C7B3DFJZ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-01-08T19:09:06Z,www.amazon.com,Not Available,Kindle for iOS,B079JYG6D4,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-20T05:57:23Z,www.amazon.com,Not Available,Kindle for iOS,B09HJDSQ5P,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-07T20:33:19Z,www.amazon.com,Not Available,Kindle for iOS,B083TZV25B,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-23T20:51:44Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-04T11:18:40Z,www.amazon.com,Not Available,Kindle for iOS,B0BJJTTM8K,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-20T14:24:42Z,www.amazon.com,Not Available,,B0DD357DWQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:30:37Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-26T21:55:22Z,www.amazon.com,Not Available,Kindle for iOS,B0BCZWC3QZ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-08-08T12:59:25Z,www.amazon.com,Not Available,Kindle for iOS,B089G7T55M,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T18:57:57Z,www.amazon.com,Not Available,,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-19T18:47:26Z,www.amazon.com,Not Available,Kindle for iOS,B09HJDSQ5P,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-01T15:54:31Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-31T05:01:24Z,www.amazon.com,Not Available,Kindle for iOS,B07ZFZZ2GQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-19T14:48:58Z,www.amazon.com,Not Available,,B0DD357DWQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T18:35:44Z,www.amazon.com,Not Available,,B083TZV25B,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-20T22:42:02Z,www.amazon.com,Not Available,Kindle for iOS,B0CKMFZN5Z,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-21T20:57:48Z,www.amazon.com,Not Available,,B0CXR6ZHLS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-27T07:50:37Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-04T11:18:43Z,www.amazon.com,Not Available,Kindle for iOS,B0BJJTTM8K,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-09-20T12:42:45Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-10T04:02:53Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T23:59:03Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-13T21:37:09Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-09T15:13:58Z,www.amazon.com,Not Available,,B00LWSNUQ0,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-11T19:06:53Z,www.amazon.com,Not Available,,B0C7B3DFJZ,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-09T12:09:02Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T16:57:54Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-10-22T21:28:04Z,www.amazon.com,Not Available,Kindle for iOS,B0CPD3911D,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-26T18:46:02Z,www.amazon.com,Not Available,,B09Q9WSZ9G,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-11T04:45:43Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-09-20T12:30:38Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-09T18:40:33Z,www.amazon.com,Not Available,Kindle for iOS,B00O6V45E6,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-04-15T22:01:29Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1J839S,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-18T15:05:23Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T00:05:01Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T00:52:50Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-09T13:02:52Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-04T17:34:19Z,www.amazon.com,Not Available,Kindle for iOS,B06XWR6BC3,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T00:26:51Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-11-04T19:59:02Z,www.amazon.com,Not Available,Kindle for iOS,B0763NXSM7,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-03-25T22:08:55Z,www.amazon.com,Not Available,Kindle for iOS,B095G183J6,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-13T15:02:51Z,www.amazon.com,Not Available,,B0D7NN1P97,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-06T00:51:55Z,www.amazon.com,Not Available,Kindle for iOS,B00AXIZ5MC,Customer pressed No on pop-up,Furthest Page Read pop-up,Not Available
2024-12-10T14:11:46Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-26T21:30:41Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-07T14:28:58Z,www.amazon.com,Not Available,Kindle for iOS,B0CNGBQRC5,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-12-10T05:38:48Z,www.amazon.com,Not Available,Kindle for iOS,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-05T00:22:46Z,www.amazon.com,Not Available,Kindle for iOS,B008WOTQGU,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-20T15:24:59Z,www.amazon.com,Not Available,Kindle for iOS,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-21T19:31:57Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-04-15T22:01:32Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1J839S,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-04-01T13:47:44Z,www.amazon.com,Not Available,Kindle for iOS,B0CLFB86PL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-10-05T21:05:16Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Customer pressed No on pop-up,Most Recent Page Read pop-up,Not Available
2024-04-23T11:10:17Z,www.amazon.com,Not Available,Kindle for iOS,B09X6HZ4FT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-08T19:00:42Z,www.amazon.com,Not Available,Kindle for iOS,B07B9WH8KT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T20:05:13Z,www.amazon.com,Not Available,Kindle for iOS,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T16:45:28Z,www.amazon.com,Not Available,Kindle for iOS,B00P2RBHPS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-04-10T21:32:12Z,www.amazon.com,Not Available,Kindle for iOS,B0D1PC9FHN,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-08-30T21:51:52Z,www.amazon.com,Not Available,Kindle for iOS,B0DDJXD72B,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-18T15:30:41Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-26T22:16:42Z,www.amazon.com,Not Available,Kindle for iOS,B09Q9WSZ9G,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T19:31:53Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-27T07:08:01Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-19T05:43:20Z,www.amazon.com,Not Available,Kindle for iOS,B008UCJ7KO,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-20T05:57:20Z,www.amazon.com,Not Available,Kindle for iOS,B09HJDSQ5P,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-26T21:55:20Z,www.amazon.com,Not Available,Kindle for iOS,B0BCZWC3QZ,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-21T20:52:03Z,www.amazon.com,Not Available,,B0CKMFZN5Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T13:52:30Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-05T11:18:59Z,www.amazon.com,Not Available,Kindle for iOS,B008WOTQGU,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-10-22T18:14:11Z,www.amazon.com,Not Available,Kindle for iOS,B0CPD3911D,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-11T14:58:57Z,www.amazon.com,Not Available,Kindle for iOS,B0C7B3DFJZ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-18T20:04:03Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-13T14:42:01Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-27T07:48:46Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-10-08T02:51:09Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-10-14T17:18:51Z,www.amazon.com,Not Available,Kindle for iOS,B09Z9K12P2,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-04-01T13:47:46Z,www.amazon.com,Not Available,Kindle for iOS,B0CLFB86PL,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T17:12:39Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-13T22:44:53Z,www.amazon.com,Not Available,Kindle for iOS,B0BF16RV53,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-22T16:10:20Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-31T01:05:41Z,www.amazon.com,Not Available,Kindle for iOS,B07ZFZZ2GQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-30T22:59:30Z,www.amazon.com,Not Available,Kindle for iOS,B00IFVAAGA,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-23T20:52:25Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-18T15:59:49Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-23T01:09:47Z,www.amazon.com,Not Available,Kindle for iOS,B0BXQP63XL,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-11T14:58:56Z,www.amazon.com,Not Available,Kindle for iOS,B0C7B3DFJZ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-19T13:58:33Z,www.amazon.com,Not Available,,B0CNSGXRN9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-14T17:29:10Z,www.amazon.com,Not Available,,B0188332MI,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-04T17:34:20Z,www.amazon.com,Not Available,Kindle for iOS,B06XWR6BC3,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-04-21T16:15:33Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-30T22:59:28Z,www.amazon.com,Not Available,Kindle for iOS,B00IFVAAGA,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
