created_timestamp,preferred_marketplace,country,device_family,ASIN,action_performed,alert_type,desired_page_location
2024-09-20T12:30:40Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-07T22:21:59Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T17:12:34Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T12:25:18Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-12T13:15:27Z,www.amazon.com,Not Available,Kindle for iOS,B09DFCYN4V,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-20T06:56:00Z,www.amazon.com,Not Available,Kindle for iOS,B00NEQRNVG,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-13T21:37:06Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-12T13:15:29Z,www.amazon.com,Not Available,Kindle for iOS,B09DFCYN4V,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-14T21:14:23Z,www.amazon.com,Not Available,Kindle for iOS,B0BTV12H8V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-09-14T02:41:27Z,www.amazon.com,Not Available,Kindle for iOS,B0DWSZPM62,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-21T10:09:45Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-11T04:35:17Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T00:52:45Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-21T13:20:29Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-06-26T12:44:30Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-04-15T20:33:23Z,www.amazon.com,Not Available,,B0D1PC9FHN,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-17T17:05:45Z,www.amazon.com,Not Available,,B0CL1C4PM4,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-10T11:49:26Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-09-20T12:18:44Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T13:52:28Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-09T00:13:43Z,www.amazon.com,Not Available,Kindle for iOS,B00QE1DLIC,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-14T22:50:37Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-31T12:56:09Z,www.amazon.com,Not Available,Kindle for iOS,B07ZFZZ2GQ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-17T01:56:05Z,www.amazon.com,Not Available,Kindle for iOS,B017S3J3X6,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-21T10:09:23Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-04T11:18:38Z,www.amazon.com,Not Available,Kindle for iOS,B0BJJTTM8K,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-17T14:09:27Z,www.amazon.com,Not Available,Kindle for iOS,B0757CRTLY,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-04T05:11:46Z,www.amazon.com,Not Available,Kindle for iOS,B0BJJTTM8K,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-04-15T22:01:30Z,www.amazon.com,Not Available,Kindle for iOS,B0CW1J839S,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2024-04-24T02:36:24Z,www.amazon.com,Not Available,Kindle for iOS,B0B89YQFNX,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-30T12:07:27Z,www.amazon.com,Not Available,Kindle for iOS,B07ZFZZ2GQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-16T20:20:29Z,www.amazon.com,Not Available,Kindle for iOS,B01M04PNMH,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-19T05:43:12Z,www.amazon.com,Not Available,Kindle for iOS,B008UCJ7KO,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-12T13:15:23Z,www.amazon.com,Not Available,Kindle for iOS,B09DFCYN4V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-21T20:57:27Z,www.amazon.com,Not Available,,B0CXR6ZHLS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-17T01:55:48Z,www.amazon.com,Not Available,Kindle for iOS,B017S3J3X6,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:18:53Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-21T22:13:53Z,www.amazon.com,Not Available,Kindle for iOS,B0CXR6ZHLS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-09T15:58:23Z,www.amazon.com,Not Available,Kindle for iOS,B00P2RBHPS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-27T15:02:37Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-27T15:02:24Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-04-21T15:11:57Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-18T23:16:27Z,www.amazon.com,Not Available,Kindle for iOS,B008673ZAQ,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-14T20:15:27Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-22T00:26:48Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T16:57:53Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-04T05:11:41Z,www.amazon.com,Not Available,Kindle for iOS,B0BJJTTM8K,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-12T18:27:15Z,www.amazon.com,Not Available,Kindle for iOS,B09DFCYN4V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-10T01:34:35Z,www.amazon.com,Not Available,Kindle for iOS,B0BCHJ9885,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-23T20:40:44Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-21T22:13:50Z,www.amazon.com,Not Available,Kindle for iOS,B0CXR6ZHLS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-03-17T19:20:13Z,www.amazon.com,Not Available,Kindle for iOS,B00TU3BTUI,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T12:38:24Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-13T15:01:50Z,www.amazon.com,Not Available,,B0D7NN1P97,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-12-10T13:41:13Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-16T05:15:45Z,www.amazon.com,Not Available,Kindle for iOS,B017S3J3X6,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2025-06-22T20:32:37Z,www.amazon.com,Not Available,Kindle for iOS,B0DFGDFM4V,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T16:45:26Z,www.amazon.com,Not Available,Kindle for iOS,B00P2RBHPS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-16T05:15:25Z,www.amazon.com,Not Available,Kindle for iOS,B017S3J3X6,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-09T19:05:24Z,www.amazon.com,Not Available,,B00P2RBHPS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-18T15:59:50Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-14T22:50:41Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-18T15:05:18Z,www.amazon.com,Not Available,Kindle for iOS,B0CNSGXRN9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-12T23:35:50Z,www.amazon.com,Not Available,Kindle for iOS,B09DFCYN4V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:21:25Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-10-03T02:24:22Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T19:44:14Z,www.amazon.com,Not Available,Kindle for iOS,B079JF4D4S,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-19T15:48:17Z,www.amazon.com,Not Available,Kindle for iOS,B0DD357DWQ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-21T02:20:37Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-27T23:34:00Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-02T11:07:43Z,www.amazon.com,Not Available,Kindle for iOS,B0BHLBHG79,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-19T14:30:15Z,www.amazon.com,Not Available,Kindle for iOS,B0DD357DWQ,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-17T14:08:10Z,www.amazon.com,Not Available,Kindle for iOS,B0757CRTLY,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-05-05T19:45:47Z,www.amazon.com,Not Available,Kindle for iOS,B01MQLZ12X,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-04-10T20:04:32Z,www.amazon.com,Not Available,,B0CLFB86PL,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-08-30T18:34:18Z,www.amazon.com,Not Available,,B0DDJXD72B,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-11-04T19:59:00Z,www.amazon.com,Not Available,Kindle for iOS,B0763NXSM7,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-22T16:09:07Z,www.amazon.com,Not Available,Kindle for iOS,B083GY7J9P,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-03-06T17:06:51Z,www.amazon.com,Not Available,,B0DD1VWZ4Z,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-11-04T15:27:29Z,www.amazon.com,Not Available,Kindle for iOS,B0763NXSM7,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T12:09:04Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-18T21:21:07Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-10T12:06:51Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-10T12:07:45Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-09T13:02:50Z,www.amazon.com,Not Available,Kindle for iOS,B09F6SYVBR,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-11-04T18:57:31Z,www.amazon.com,Not Available,Kindle for iOS,B0763NXSM7,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-16T05:16:57Z,www.amazon.com,Not Available,Kindle for iOS,B017S3J3X6,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-03-06T17:06:56Z,www.amazon.com,Not Available,,B0DD1VWZ4Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-12-10T13:41:14Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-10-03T02:24:57Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-24T09:06:01Z,www.amazon.com,Not Available,Kindle for iOS,B0B89YQFNX,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-08T18:47:13Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-21T13:20:27Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-12-10T06:25:01Z,www.amazon.com,Not Available,Kindle for iOS,B07JH7ZKVX,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-10-22T20:28:53Z,www.amazon.com,Not Available,,B0CPD3911D,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-01-07T14:16:17Z,www.amazon.com,Not Available,Kindle for iOS,B079JYG6D4,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-11T11:51:57Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-22T16:58:00Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-14T19:21:28Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-21T19:14:06Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-08-30T18:34:33Z,www.amazon.com,Not Available,,B0DDJXD72B,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T13:31:18Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-03-08T18:57:58Z,www.amazon.com,Not Available,,Not Available,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T20:11:31Z,www.amazon.com,Not Available,Kindle for iOS,B00P2RBHPS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-20T15:32:36Z,www.amazon.com,Not Available,,B0CKMFZN5Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-03-26T21:55:19Z,www.amazon.com,Not Available,Kindle for iOS,B0BCZWC3QZ,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2024-07-10T11:49:23Z,www.amazon.com,Not Available,Kindle for iOS,B09D8Q2D9L,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-03-24T21:09:32Z,www.amazon.com,Not Available,Kindle for iOS,B08XK8L1J7,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-11T04:45:37Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-14T18:31:12Z,www.amazon.com,Not Available,Kindle for iOS,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-03-25T22:08:51Z,www.amazon.com,Not Available,Kindle for iOS,B095G183J6,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-26T21:30:38Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2024-07-11T04:35:13Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-09T16:44:52Z,www.amazon.com,Not Available,,B00P2RBHPS,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T05:36:04Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-12-31T03:26:23Z,www.amazon.com,Not Available,Kindle for iOS,B0D9KNVB11,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-28T02:15:50Z,www.amazon.com,Not Available,Kindle for iOS,B0DC66QD8K,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-08T13:13:50Z,www.amazon.com,Not Available,Kindle for iOS,B09C2PWWNP,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-05-07T22:21:58Z,www.amazon.com,Not Available,Kindle for iOS,B00LWSNUQ0,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2024-07-08T13:13:49Z,www.amazon.com,Not Available,Kindle for iOS,B09C2PWWNP,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-09T18:37:26Z,www.amazon.com,Not Available,Kindle for iOS,B00QE1DLIC,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-08-21T23:22:51Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-17T04:09:08Z,www.amazon.com,Not Available,Kindle for iOS,B0CL1C4PM4,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-07-27T19:13:22Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-23T01:09:40Z,www.amazon.com,Not Available,Kindle for iOS,B0BXQP63XL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-10-05T21:04:22Z,www.amazon.com,Not Available,Kindle for iOS,B0DCG89SDJ,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T19:07:14Z,www.amazon.com,Not Available,Kindle for iOS,B079JF4D4S,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-12-08T04:17:17Z,www.amazon.com,Not Available,Kindle for iOS,B091N9KW8N,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-05-13T14:42:01Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-06-26T13:20:47Z,www.amazon.com,Not Available,Kindle for iOS,B0D5YMWD9Y,Customer stayed on current page,Most Recent Page Read Bottom Sheet,Current Page
2025-08-08T18:47:15Z,www.amazon.com,Not Available,Kindle for iOS,B0D9CC3C9Y,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-09-20T12:21:49Z,www.amazon.com,Not Available,Kindle for iOS,B0BYFW12CT,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-04-02T11:07:42Z,www.amazon.com,Not Available,Kindle for iOS,B0BHLBHG79,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-02T01:26:05Z,www.amazon.com,Not Available,Kindle for iOS,B0BHLBHG79,Customer pressed No on pop-up,Furthest Page Read pop-up,Not Available
2025-08-23T15:09:27Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-07-14T21:14:25Z,www.amazon.com,Not Available,Kindle for iOS,B0BTV12H8V,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-03-24T21:21:19Z,www.amazon.com,Not Available,Kindle for iOS,B08XK8L1J7,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-14T20:15:24Z,www.amazon.com,Not Available,Kindle for iOS,B0188332MI,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-11T06:44:33Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-02T01:27:32Z,www.amazon.com,Not Available,Kindle for iOS,B0BHLBHG79,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-08-30T19:02:23Z,www.amazon.com,Not Available,,B0DDJXD72B,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-02-13T15:02:53Z,www.amazon.com,Not Available,,B0D7NN1P97,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-26T21:30:27Z,www.amazon.com,Not Available,Kindle for iOS,B017O4W3V8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-18T18:56:09Z,www.amazon.com,Not Available,,B0CNSGXRN9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-11T11:22:34Z,www.amazon.com,Not Available,Kindle for iOS,B09GL14D21,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-21T19:14:02Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-04-10T21:32:13Z,www.amazon.com,Not Available,Kindle for iOS,B0D1PC9FHN,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-09T18:37:25Z,www.amazon.com,Not Available,Kindle for iOS,B00QE1DLIC,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-22T19:49:17Z,www.amazon.com,Not Available,Kindle for iOS,B0CHWQPB49,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-04-21T19:31:34Z,www.amazon.com,Not Available,Kindle for iOS,B01N9F5IOL,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-02-19T13:58:35Z,www.amazon.com,Not Available,,B0CNSGXRN9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-15T18:00:30Z,www.amazon.com,Not Available,Kindle for iOS,B0BTV277VT,Customer pressed No on pop-up,Furthest Page Read pop-up,Not Available
2025-02-19T13:58:14Z,www.amazon.com,Not Available,,B0CNSGXRN9,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-08-22T00:26:52Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-02-14T19:21:36Z,www.amazon.com,Not Available,Kindle for iOS,B0D3C17M1Z,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-07-07T14:28:57Z,www.amazon.com,Not Available,Kindle for iOS,B0CNGBQRC5,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-04-19T18:47:31Z,www.amazon.com,Not Available,,Not Available,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-08T21:36:52Z,www.amazon.com,Not Available,Kindle for iOS,B01D6TA9Y8,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2024-03-22T00:33:39Z,www.amazon.com,Not Available,Kindle for iOS,B0183KJZE0,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
2025-05-08T16:21:26Z,www.amazon.com,Not Available,,B00LWSNUQ0,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2025-05-13T13:49:13Z,www.amazon.com,Not Available,,B00P2RBHPS,Customer swiped down on bottom sheet,Most Recent Page Read Bottom Sheet,Current Page
2024-08-30T18:34:20Z,www.amazon.com,Not Available,,B0DDJXD72B,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2025-08-22T13:29:33Z,www.amazon.com,Not Available,Kindle for iOS,B07DMZ5YR9,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-10-03T11:35:08Z,www.amazon.com,Not Available,Kindle for iOS,B07D7Q29LQ,Customer moved to Most Recent Page Read,Most Recent Page Read Bottom Sheet,Most Recent Page Read
2024-07-13T16:36:57Z,www.amazon.com,Not Available,Kindle for iOS,B0BTV12H8V,Presented alert to customer,Most Recent Page Read Bottom Sheet,Current Page
