created_timestamp,preferred_marketplace,country,device_family,ASIN,Reading Customization Setting Changed,Previous Setting Value,Setting New Value
2025-09-04T01:42:15Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-08-30T18:31:47Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-07-25T23:33:48Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-08-26T17:24:51Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-31T03:56:47Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-11T02:06:31Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Reading Progress Currently Displayed Option,Current Location,Time Left In Chapter
2025-08-30T16:21:55Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,Show Media Animations,On,On
2025-08-31T19:59:49Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,Text Alignment Mode,Alignment Automatic,Alignment Automatic
2025-08-10T01:26:39Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-04T12:35:00Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Current Location,Time Left In Chapter
2025-09-12T21:45:55Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Reading Progress Currently Displayed Option,Time Left In Book,Current Location
2025-08-22T01:07:06Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-09-23T11:15:38Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-14T23:18:04Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-09-14T23:46:41Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-05T21:03:45Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Automatic Screen Brightness,On,Off
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,Vertical Scrolling Comics,On,On
2025-07-27T04:57:24Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-08-26T17:20:45Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-02T11:19:53Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-10-05T21:04:11Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Line Spacing Mode,Small,Medium
2025-09-06T17:24:14Z,www.amazon.com,,Kindle for iOS,B0C6NMBN7H,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-08-22T00:04:41Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-26T01:03:23Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-31T03:56:48Z,www.amazon.com,,Kindle for iOS,B0DB2L4TWY,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-05T23:26:44Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,Automatic Screen Brightness,Off,On
2025-09-16T11:29:09Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-16T11:29:10Z,www.amazon.com,,Kindle for iOS,B0CWPBWTCY,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-09-13T00:14:26Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Reading Progress Currently Displayed Option,Current Location,Time Left In Chapter
2025-09-28T03:32:55Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-09-28T03:32:57Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-21T23:03:50Z,www.amazon.com,,Kindle for iOS,3984724CEF794A0FAABD20B80318BFC9,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-10-06T03:16:46Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-08-22T01:07:07Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-26T19:09:11Z,www.amazon.com,,Kindle for iOS,B003VPWY64,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-24T11:24:30Z,www.amazon.com,,Kindle for iOS,B0DSRPZ7NY,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-16T21:09:48Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,Visible Clock In Book,Off,Off
2025-09-18T11:29:49Z,www.amazon.com,,Kindle for iOS,B0DXVVG8LM,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-03T12:36:59Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-07-30T02:59:45Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Time Left In Book,Current Location
2025-10-05T21:04:31Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-10-05T21:04:12Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,LineSpacingV2,1,2
2025-09-09T22:30:37Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-14T03:13:29Z,www.amazon.com,,Kindle for iOS,B0DWSZPM62,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-01T01:40:31Z,www.amazon.com,,Kindle for iOS,B0DPX5M3BH,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-07-27T21:50:37Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-09-28T12:55:27Z,www.amazon.com,,Kindle for iOS,B09DLCLRK4,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-10-01T03:11:30Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-07-31T23:32:48Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Current Location,Time Left In Chapter
2025-10-05T20:34:07Z,www.amazon.com,US,Kindle for Android,Not Available,SystemThemeForPageColorSwitch,Off,On
2025-09-13T12:26:27Z,www.amazon.com,,Kindle for iOS,7841469D0E8342F98B7A7247C562830D,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-07-29T10:48:10Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-09-29T06:19:39Z,www.amazon.com,,Kindle for iOS,B09QD52KWF,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-10-06T03:16:45Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-08-11T03:11:27Z,www.amazon.com,,Kindle for iOS,B0D7F96JNZ,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-08-08T18:45:45Z,www.amazon.com,,Kindle for iOS,B0CZP7QV5D,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-10-02T11:19:49Z,www.amazon.com,,Kindle for iOS,B0CFDCMPVC,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-04T03:02:21Z,www.amazon.com,,Kindle for iOS,75138A0188C24E0CB2340EECDBF7A111,Reading Progress Currently Displayed Option,Time Left In Book,Current Location
2025-09-08T09:43:24Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
2025-07-26T18:51:58Z,www.amazon.com,,Kindle for iOS,F9E1D97B26F64086B915F88D6A59002F,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-09-26T01:10:51Z,www.amazon.com,,Kindle for iOS,B08LDYBGJD,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-09T02:20:23Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Reading Progress Currently Displayed Option,Time Left In Book,Current Page Number
2025-09-09T13:31:18Z,www.amazon.com,,Kindle for iOS,B0C6NNZSVQ,Reading Progress Currently Displayed Option,Time Left In Chapter,Time Left In Book
2025-08-22T01:07:11Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Reading Progress Currently Displayed Option,Current Page Number,Time Left In Chapter
