Asin,"""Product Name""",Marketplace
B0DTJ9DNB7,The Surrender,www.amazon.com
B0DQ1VGX9B,Dead Girls Don't Talk,www.amazon.com
B0DZ3LKD2X,"A Million Times, Yes",www.amazon.com
B0DPN9RQ69,A Beginner's Guide to Forever,www.amazon.com
B0DFZ3TKGS,Everything She Never Knew,www.amazon.com
B0DW4JWYR3,No Knight,www.amazon.com
