"Product Name","ASIN","Author ID"
"Only Santas in the Building (Under the Mistletoe collection)","B0DFCV9VB4","B074GGM62S"
"Season's Schemings: A Holiday Hockey Rom Com (Cyclones Christmas Book 1)","B0CN25HCG7","B0924V4QSG"
"Holiday Hostilities : A Festive Hockey Rom Com (Cyclones Christmas Book 2)","B0DJM93XSS","B0924V4QSG"
"A Worthy Opponent (Wicked Villains Book 3)","B07X8Z1QSQ","B0070EJJQA"
"Learn My Lesson (Wicked Villains Book 2)","B07VZDCG1G","B0070EJJQA"
"Desperate Measures (Deluxe Edition) (Wicked Villains, 1)","1464227993","B0070EJJQA"
"Queen of Shadows","B012BQ4GQE","B0070291GK"
"The Naughty, the Nice and the Nanny: Holiday Brothers, Book 1","B09WJCKRSH","B01N9OPRXV"
"The Naughty, the Nice and the Nanny: Holiday Brothers, Book 1","B09WJCKRSH","B08DWRCM6Y"
"Taming 7 (Boys of Tommen Book 5)","B0CFD5NCP9","B00IH4LJSI"
"Puck Me Secretly (A Vancouver Wolves Hockey Romance Book 1)","B07JH7ZKVX","B00G4GIZ60"
"Forget Your Morals: A Forbidden Secret Romance (The Carlson Brothers)","B0C6JG3XJB","B09DHZ1YW6"
"Binding 13 (Boys of Tommen Book 1)","B0C44DX85D","B00IH4LJSI"
"Keeping 13 (Boys of Tommen Book 2)","B0C44CFZPD","B00IH4LJSI"
"The Deal","B00TG1CZFC","B002WHBZOO"
"The Mistake (Off-Campus Book 2)","B00WASWK7Q","B002WHBZOO"
"The Score (Off-Campus Book 3)","B016VQCFO0","B002WHBZOO"
"The Goal (Off-Campus Book 4)","B01FTC8I84","B002WHBZOO"
"The Legacy (Off-Campus Book 5)","B0918YYH5S","B002WHBZOO"
"The Chase: A Grumpy Sunshine College Hockey Romance (Briar U Book 1)","B07G6M9HDV","B002WHBZOO"
"The Words: An Enemies-to-Lovers Standalone Romance","B091N9KW8N","B011JBZ24C"
"The Risk (Briar U Book 2)","B07G4H3665","B002WHBZOO"
"The Choice : Star-Crossed Lovers Duet (Book 1)","B0BHD7D1HL","B011JBZ24C"
"The Words","B09ZVJMLS1","B011JBZ24C"
"The Chase","B07P91NJHB","B002WHBZOO"
"Burn for You: Slow Burn, Book 1","B075VBLPVP","B0083J8KBG"
"Burn for You (Slow Burn Book 1)","B06XWR6BC3","B0083J8KBG"
"Mother Faker","B0CGXN3K5V","B09BW1XF36"
"Mother Faker","B0CGXN3K5V","B0D7W33FMC"
"My Dark Romeo: An Enemies-to-Lovers Romance (Dark Prince Road)","B0BXQP63XL","B00Z81FWWM"
"My Dark Romeo: An Enemies-to-Lovers Romance (Dark Prince Road)","B0BXQP63XL","B06XRW61HD"
"The Fixer Upper: The TOP TEN BESTSELLING romantic comedy from Phoebe MacLeod","B0CMH968CY","B08W8KGYCV"
"After (The After Series Book 1)","B00L01GJBM","B00L0SW18A"
"The Kiss Thief: An Arranged Marriage Romance","B07MLR5WY6","B00Z81FWWM"
"Dirty Talk (Pushing Boundaries Book 1)","B078N6643J","B00SNT0Z0U"
"It Happened One Summer: A Spicy Rom-Com Featuring a Wild Child Socialite, a Small-Town Grumpy Fisherman, and the Undeniable Attraction Between Them (Bellinger Sisters Book 1)","B08L3NHJ88","B00BKMOZYO"
"First Flight, Final Fall: A College Soccer Romance (Kluvberg Book 1)","B0CWJ2GTF3","B08JZ9BSPQ"
"All The Wrong Plays (Kluvberg Book 2)","B0CNNV2G3J","B08JZ9BSPQ"
"Taming Mr. Walker: An Enemies to Lovers Office Romance (The London Mister Series Book 1)","B09NJG1KGK","B09NJYJYDH"
"Resisting Mr. Kane: An Age Gap Office Romance (The London Mister Series Book 2)","B09X3DKLSZ","B09NJYJYDH"
"Fighting Mr. Knight: A Billionaire Office Romance (The London Mister Series Book 3)","B0BBB7VQFM","B09NJYJYDH"
"HAWKE","B0BKTXQPXR","B0BLCW83BN"
"King of Sloth (Kings of Sin, 4)","1728289750","B00X0CEQNW"
"Hawke","B0CQPJ3N43","B0BLCW83BN"
"Lights Out: An Into Darkness Novel","B0D7WYQ5X3","B07Z6QLP1P"
"Assistant to the Villain (Assistant and the Villain Book 1)","B0BYM2LJDX","B0CDSMMGML"
"Prey Tell (Ravaged Castle)","B0BQ79WJLC","B00RRC7LHO"
"Marry Lies (Ravaged Castle)","B0C5MX4PK7","B00RRC7LHO"
"Ward Willing (Ravaged Castle)","B0CDTXRNWY","B00RRC7LHO"
"Masked Sins (Ravaged Castle)","B0DGQMHV4C","B00RRC7LHO"
"Truly Madly Deeply: A Grumpy x Sunshine Romance (Forbidden Love Book 1)","B0CV2Y8CQC","B00Z81FWWM"
"How My Neighbor Stole Christmas","B0CX82WQ5Q","B00G2PREA6"
"The Striker (Gods of the Game Book 1)","B0CR19MXKV","B00X0CEQNW"
"The Assassin's Blade: The Throne of Glass Prequel Novellas (Throne Of Glass Series)","B00H45XC5O","B0070291GK"
"Lights Out: An Into Darkness Novel","B0D2GST88W","B07Z6QLP1P"
"Kingdom of Ash (Throne of Glass Book 7)","B079JYG6D4","B0070291GK"
"Tower of Dawn (Throne of Glass Book 6)","B01M8NHXGH","B0070291GK"
"Empire of Storms (Throne Of Glass Series Book 5)","B01ANM7GJC","B0070291GK"
"Queen of Shadows (Throne of Glass Book 4)","B00TU3BTUI","B0070291GK"
"Heir of Fire (Throne of Glass Book 3)","B00I43Z1J0","B0070291GK"
"Crown of Midnight (Throne of Glass Book 2)","B00CU7YHQY","B0070291GK"
"Throne of Glass","B007N6JEII","B0070291GK"
"Too Much : Hayes Brothers Book 1","B0B5NMN9XQ","B085S2KR6X"
"Too Sweet: Hayes Brothers Book 3","B0BKTCYCJ1","B085S2KR6X"
"Too Hard: Hayes Brothers Book 5","B0C35K5GRL","B085S2KR6X"
"Corrupt (Devil's Night Book 1)","B0181ONKDU","B00DH04U8I"
"Hideaway (Devil's Night Book 2)","B0763NXSM7","B00DH04U8I"
"Kill Switch (Devil's Night Book 3)","B07NK59922","B00DH04U8I"
"Conclave: Devil's Night 3.5","B081XD3QXJ","B00DH04U8I"
"Nightfall (Devil's Night Book 4)","B089H1D5V6","B00DH04U8I"
"Fire Night: Devil's Night 4.5","B08PTD2GFJ","B00DH04U8I"
"Falling: A Fake Dating College Hockey Romance (North University Book 1)","B0CXKKC82X","B0FK2383Y3"
"God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3)","B0BDSC5C7P","B07MM54G22"
"Too Wrong: Hayes Brothers Book 2","B0BBNK34MY","B085S2KR6X"
"Too Strong: Hayes Brothers Book 4","B0BSXMNJ8C","B085S2KR6X"
"Too Long: Hayes Brothers Book 6","B0CB4B21KB","B085S2KR6X"
"If This Was a Movie: A Single Dad Nanny Christmas Romantic Comedy (Evergreen Park Book 2)","B0D4W772V5","B09H9YFGXL"
"Kill Switch: Devil's Night Series, Book 3","B07VGN9SN9","B00DH04U8I"
"Hideaway: Devil's Night Series, Book 2","B07DD147Y7","B00DH04U8I"
"Sweet Mercy: Empire Nightclub Series, Book 1","B09Z39WVGD","B00539O6SK"
"Blurred Lines","B017OCOTRQ","B00ESEWKBG"
"Puck Me Secretly: Vancouver Wolves Hockey Romance Series, Book 1","B07RKYHXGN","B00G4GIZ60"
"Pretty Little Savage: Sick Boys, Book 1","B08T3CWFPZ","B073Y39DRG"
"Corrupt","B01D0A3TTU","B00DH04U8I"
"Drop Dead","B0D6HGBMBL","B09BG1FBVX"
"God of Ruin: A Dark College Romance (Legacy of Gods Book 4)","B0BM7X9WFJ","B07MM54G22"
"God of Fury: A Dark MM College Romance (Legacy of Gods Book 5)","B0CGJJTBKJ","B07MM54G22"
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6)","B0CPD3911D","B07MM54G22"
"Snapshot (Lessons in Love)","B0CVRZZV88","B0B241WVTL"
"The Sweetest Oblivion (Made Book 1)","B07DS4TZ93","B01IL4BO7Y"
"The Maddest Obsession (Made Book 2)","B07QQLW215","B01IL4BO7Y"
"The Darkest Temptation (Made Book 3)","B08QDJX3VB","B01IL4BO7Y"
"Priest: A Love Story","B00WHGBTHI","B00HFK1EJO"
"The Ritual: A Dark College Romance","B09H7Q4B74","B00E3IL41Y"
"The Sinner: A Dark College Romance","B0BDZ2M91F","B00E3IL41Y"
"The Sacrifice: A Dark Revenge Romance","B0BNFRLH91","B00E3IL41Y"
"Carnage: A Dark Revenge Romance","B0C1D5SZW4","B00E3IL41Y"
"Sabotage: A Dark Enemies to Lovers Romance","B09V2J7P9F","B00E3IL41Y"
"Madness: A Dark Revenge Romance","B0CR7FCTF2","B00E3IL41Y"
"God of Malice: A Dark College Romance (Legacy of Gods Book 1)","B09Z9K12P2","B07MM54G22"
"Code of Silence: A Mafia Romance (The Dark Kingdom Book 1)","B083C3VKPW","B00E3IL41Y"
"God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2)","B0B64FCB23","B07MM54G22"
"A Court of Thorns and Roses (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses, Book 1","B09V5QH7GL","B0070291GK"
"A Court of Thorns and Roses","B00OZP5VRS","B0070291GK"
"A Court of Silver Flames (A Court of Thorns and Roses Book 5)","B08CHNCDN5","B0070291GK"
"A Court of Frost and Starlight (A Court of Thorns and Roses Book 4)","B075818VDG","B0070291GK"
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","B0070291GK"
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","B0070291GK"
"Pen Pal","B0CKLQ12NB","B0083J8KBG"
"Say You Swear","B09SS8VQD6","B075CYBFVX"
"Not So Merry Memories","B0BNQYVMCD","B075CYBFVX"
"The Deal Dilemma","B0BG8HC2NG","B075CYBFVX"
"Dirty Curve","B09CP3FR9K","B075CYBFVX"
"Fumbled Hearts (A Fumbled Futures Novel Book 1)","B075CW598Y","B075CYBFVX"
"Promise Me Not","B0D6MG4KFQ","B075CYBFVX"
"Fake It 'Til You Break It","B084HGL8J7","B075CYBFVX"
"Fumbled Futures: A Sports Romance Collection","B09QJZHVQT","B075CYBFVX"
"Defenseless Hearts (A Fumbled Futures Novel Book 2)","B07D7Q29LQ","B075CYBFVX"
"A Court of Thorns and Roses","B00WXS68T4","B0070291GK"
"Defenseless Hearts: A Tender Hearts Novel, Book 2","B08P3Q8JM2","B075CYBFVX"
"Mr. Hook-up: Hooked, Book 1","B0C6YML8GD","B006OB9CHQ"
"My Temptation: Kingston Lane, Book 1","B0C6YMBQMG","B00LDYUMC8"
"My Rules: Kingston Lane, Book 2","B0DBNCH6Z9","B00LDYUMC8"
"The Playboy (Spade Hotel Series Book 1)","B0C1R1XL57","B006OB9CHQ"
"The Lawyer (The Dalton Family Book 1)","B095KMNDSW","B006OB9CHQ"
"Signed (The Agency Series Book 1)","B0797DCN67","B006OB9CHQ"
"The Billionaire (The Dalton Family Book 2)","B09FS8PZMQ","B006OB9CHQ"
"The Single Dad (The Dalton Family Book 3)","B09FSFGM8C","B006OB9CHQ"
"The Intern (The Dalton Family Book 4)","B09SZKVFMG","B006OB9CHQ"
"The Bachelor (The Dalton Family Book 5)","B0B33WTCMT","B006OB9CHQ"
"Mr. Hook-up (Hooked Book 1)","B0BYFW12CT","B006OB9CHQ"
"My Rules (Kingston Lane Book 2)","B0D4YYKBC7","B00LDYUMC8"
"My Temptation (Kingston Lane Book 1)","B0BTJCWKRC","B00LDYUMC8"
"Stand and Defend (Lakes Hockey Series Book 4)","B0CPTB4FTY","B0BQ5J4FN6"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0D5YPRZHB","B09MZJVH8V"
"Before We Came: A Brother's Best Friend Hockey Romance (Lakes Hockey Book 1) (Lakes Hockey Series)","B0BP7DM1VD","B0BQ5J4FN6"
"Strong and Wild (Lakes Hockey Series Book 2)","B0C3WPY9S1","B0BQ5J4FN6"
"In The Game: A Secret Baby Hockey Romance (Lakes Hockey Series Book 3)","B0CGXWSG9D","B0BQ5J4FN6"
"A Shadow In The Reaping (The Shadow Realm Book 1)","B09G6YLDQ5","B08ZLBTJMH"
"In a Jam (Friendship, RI Book 1)","B0BFW44657","B00OBYI288"
"The Bonus","B0D9QBHRNT","B00LDYUMC8"
"My Office Rival (Keep Your Enemy Closer)","B0CHGNRP6M","B0C69QQLC8"
"Bridesmaid Undercover","B0CW18879C","B00G2PREA6"
"The Rom-Commers: A Novel","B0CGS1BTDH","B001JS3MLG"
"Passenger Princess: A Grumpy Sunshine Bodyguard Pageant Queen Romance (Evergreen Park Book 1)","B0D4FTPPN4","B09H9YFGXL"
"The Anti-hero (The Goode Brothers)","B0C28VD15F","B07Y8SVDN7"
"Shucked (The Loew Brothers Book 1)","B0CBSH3BXT","B00OBYI288"
"The Happy Ever After Playlist (The Friend Zone Book 2)","B07W54QG2X","B07KX5X24Y"
"Mercy (Salacious Players' Club)","B09NJFBWVR","B07Y8SVDN7"
"Highest Bidder (Salacious Players' Club)","B0BCWZHGW6","B07Y8SVDN7"
"Madame (Salacious Players' Club)","B0BMVKB15H","B07Y8SVDN7"
"Change of Heart","B0D24DBDW4","B00OBYI288"
"One Wealthy Wedding: A Marriage of Convenience Romance (Kings Lane Billionaires)","B0DDJXD72B","B0C69QQLC8"
"One Rich Revenge (Kings Lane Billionaires)","B0CZKKHB94","B0C69QQLC8"
"One Billion Reasons (Kings Lane Billionaires)","B0CPHK75WH","B0C69QQLC8"
"If We Ever Meet Again (If Love Book 1)","B087WWR8YT","B00X0CEQNW"
"Eyes on Me (Salacious Players' Club)","B09NHPZZS5","B07Y8SVDN7"
"Give Me More (Salacious Players' Club)","B09NJGSCXW","B07Y8SVDN7"
"Forget Me Not","B0B6V8WKN5","B0C865D2NN"
"If the Sun Never Sets (If Love Book 2)","B089G7T55M","B00X0CEQNW"
"Black Ties and White Lies: A Billionaire Fake Engagement Romance (Black Tie Billionaires)","B0BHL1JX9P","B085LWBTC9"
"If We Were Perfect (If Love Book 4)","B08HYD8NY3","B00X0CEQNW"
"If Love Had A Price","B08DFMFLTG","B00X0CEQNW"
"Final Offer (Dreamland Billionaires Book 3)","B0B83315PM","B08191LLQJ"
"The Fine Print (Dreamland Billionaires Book 1)","B093DQNY17","B08191LLQJ"
"Terms and Conditions (Dreamland Billionaires Book 2)","B09PTXQL3J","B08191LLQJ"
"If the Sun Never Sets: If Love, Book 2","B0BH6SGYKF","B00X0CEQNW"
"Yours Truly","B0B8YVRMW4","B07KX5X24Y"
"The Long Game: A Novel (The Green Oak Series)","B0BTZ8VWJ8","B08X6HC9QH"
"So This Is War","B0CSGN4238","B00G2PREA6"
"Things We Hide from the Light (Knockemout Book 2)","B0BB64ZRMW","B00G2DKSBU"
"This Life and All the Rest (Next Life Book 2)","B0BLHPJ58D","B094GJL1JG"
"The Love You Fight For (Next Life Book 3)","B0CV4M7NSN","B094GJL1JG"
"From Lukov with Love","B079JF4D4S","B00I8224VU"
"Things We Never Got Over (Knockemout Book 1)","B09PNM8FFN","B00G2DKSBU"
"King of Wrath (Kings of Sin Book 1)","B0B36FKPS8","B00X0CEQNW"
"Kulti","B00V12L3CU","B00I8224VU"
"The American Roommate Experiment: A Novel (The Love Deception Series)","B09Q9WSZ9G","B08X6HC9QH"
"The Unhoneymooners","B07MGS7HF1","B009XCC1L2"
"A Touch of Darkness (Hades x Persephone Saga Book 1)","B09C2PWWNP","B07HKJ1ZVY"
"Kismet: A Grumpy/Sunshine Standalone Office Romance (Happy Endings Book 3)","B09B393F1L","B00B5OAC1C"
"A Game of Fate (Hades x Persephone Saga Book 2)","B09F6SYVBR","B07HKJ1ZVY"
"A Touch of Ruin (Hades x Persephone Saga Book 3)","B09D8Q2D9L","B07HKJ1ZVY"
"A Game of Retribution (Hades x Persephone Saga Book 4)","B09GL14D21","B07HKJ1ZVY"
"A Touch of Malice (Hades x Persephone Saga Book 5)","B09DFCYN4V","B07HKJ1ZVY"
"A Game of Gods (Hades x Persephone Saga Book 6)","B0BTV12H8V","B07HKJ1ZVY"
"A Game of Gods: Hades Saga, Book 3","B0C4LZ8PG1","B07HKJ1ZVY"
"A Touch of Malice: Hades & Persephone, Book 3","B09CHCR1PR","B07HKJ1ZVY"
"A Game of Retribution: Hades Saga, Book 2","B09WZ9K8CC","B07HKJ1ZVY"
"A Touch of Ruin: Hades & Persephone, Book 2","B08LDZRF5M","B07HKJ1ZVY"
"A Game of Fate: Hades Saga, Book 1","B08PMYK8HJ","B07HKJ1ZVY"
"Hooked: The Never After Series, Book 1","B09K2M1Q9N","B08CZDLXRM"
"A Touch of Darkness: Hades & Persephone Series, Book 1","B08BDH7FPQ","B07HKJ1ZVY"
"Leather & Lark: The Ruinous Love, Book 2","B0CQTP4B5R","B08ZLBTJMH"
"Leather & Lark: The Ruinous Love Trilogy","B0CNGBQRC5","B08ZLBTJMH"
"She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)","B000FC1PRK","B001H6Q1PO"
"Bridesmaid For Hire","B0CFCRR7Y4","B00G2PREA6"
"Pucking Ever After: Volume 2 (Jacksonville Rays)","B0CNWR8F16","B09MZJVH8V"
"Pucking Wild: A Reverse Age Gap Hockey Romance (Jacksonville Rays Book 2)","B0BXMJDB4C","B09MZJVH8V"
"Red, White & Royal Blue: A Novel","B07J4LPZRN","B07HNJ5FNV"
"King of Pride (Kings of Sin Book 2)","B0BJ7X6M16","B00X0CEQNW"
"King of Greed (Kings of Sin Book 3)","B0C13VFWML","B00X0CEQNW"
"King of Sloth (Kings of Sin Book 4)","B0CJ68GRM1","B00X0CEQNW"
"King of Sloth: Kings of Sin, Book 4","B0D26K47Y9","B00X0CEQNW"
"King of Greed: Kings of Sin, Book 3","B0CM6QNPYN","B00X0CEQNW"
"King of Pride: Kings of Sin, Book 2","B0C7CZ18PG","B00X0CEQNW"
"King of Wrath: Kings of Sin","B0BZQJ8C1B","B00X0CEQNW"
"Dead to You","B0076G21US","B001JS4S28"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0CF7SK2SP","B09MZJVH8V"
"Red, White & Royal Blue: A Novel","B07HMB6RFD","B07HNJ5FNV"
"Bridgerton: The Duke and I (Bridgertons Book 1)","B00UG8RP8Q","B000AQ50N6"
"Pucking Around: A Why Choose Hockey Romance (Jacksonville Rays Book 1)","B0BPVJ4RVR","B09MZJVH8V"
"The Idea of You: A Novel","B01MQLZ12X","B06XGSYXSF"
"Pucking Ever After: Volume 1 (Jacksonville Rays)","B0C2JYSCLX","B09MZJVH8V"
"That One Night: A Pucking Around Prequel Novella (Jacksonville Rays)","B0BSVL9789","B09MZJVH8V"
"The Idea of You","B07BN1CZ6J","B06XGSYXSF"
"Found in You (Fixed Book 2)","B00FIOHII0","B00CR6KMWQ"
"Forever with You (Fixed Book 3)","B00HLU14CA","B00CR6KMWQ"
"Hudson (Fixed Book 4)","B00IUS9FOG","B00CR6KMWQ"
"Fixed Forever","B074N6J64B","B00CR6KMWQ"
"Hudson","B00N1YRYGU","B00CR6KMWQ"
"Forever with You","B00JG5TMAO","B00CR6KMWQ"
"Found in You","B00JG4CTVO","B00CR6KMWQ"
"Fixed on You","B00IFVAAGA","B00CR6KMWQ"
"Royally In Trouble: A Royal Romance Duet (Not Really Royal Book 2)","B0B89YQFNX","B00G2PREA6"
"Wallbanger (The Cocktail Series Book 1)","B00B73MULG","B006T9XV8E"
"Perfectly Imperfect","B017O4W3V8","B00E1FW15M"
"Fixed on You","B00J2XQUU0","B00CR6KMWQ"
"Their Last Resort","B0CBNLZSPG","B00HK02B7S"
"Make Me: A Dark Crime Syndicate Romance (The Fox Family Crime Syndicate Book 1)","B0BCHJ9885","B09LPFCRKY"
"Perfectly Imperfect","B01B8L24S0","B00E1FW15M"
"33 Unplayed Voicemails","B0B9NZLGB2","B001IQXPY8"
"A Royally Inconvenient Marriage","B07ZQSHD99","B075KNG97R"
"Heidi's Guide to Four Letter Words","B07SYD5Q5M","B008B6LBLM"
"Heidi's Guide to Four Letter Words","B07SYD5Q5M","B07XF1N5JY"
"A Murder to Remember","B0CT62PK7B","B01DANAQ4I"
"The Bookworm Crush","B0833DF51Y","B00MRJ4V2U"
"Kismet","B09QD3FVHQ","B00B5OAC1C"
"Bigger Rock (The Big Rock Collections Book 1)","B0798BZNLY","B00B5OAC1C"
"Never Have I Ever","B07S2VLB1C","B00B5OAC1C"
"Royally Not Ready: A Royal Romance Duet (Not Really Royal Book 1)","B09X6HZ4FT","B00G2PREA6"
"Priceless: A Dark College Romance","B083GY7J9P","B072WV3LPD"
"The Bodyguard: A Novel","B09CNFRZDC","B001JS3MLG"
"The Spanish Love Deception: A Novel (The Love Deception Series)","B09HJDSQ5P","B08X6HC9QH"
"American Queen","153344367X","B00HFK1EJO"
"American King: American Queen Series, Book 3","B07B8WHLBY","B00HFK1EJO"
"American Prince: American Queen Series, Book 2","B072KPRX1D","B00HFK1EJO"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","B00Z81FWWM"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","B06XRW61HD"
"The Marriage Auction: Book One: The Marriage Auction, Book 1","B0BR8H5JWL","B00JAVVG8U"
"The Stopover: The Miles High Club, Book 1","B07YG8L383","B00LDYUMC8"
"The Casanova: The Miles High Club, Book 3","B0977K6JXF","B00LDYUMC8"
"The Stopover (The Miles High Club Book 1)","B07QNKVR3N","B00LDYUMC8"
"Someone Exactly Like Me: A Slow Burn, Forced Proximity, Strangers to Friends to Lovers Romance (Wounded Hearts Series Book 1) (Wounded Hearts Romance)","B099QTBDB4","B08P5TZZGL"
"The Marriage Auction: Book One","B0BJMZ2FQ3","B00JAVVG8U"
"Fix Her Up: A Novel","B07C1XR6BK","B00BKMOZYO"
"The Casanova (The Miles High Club Book 3)","B08X472VK3","B00LDYUMC8"
"Failure to Match: An Enemies to Lovers Billionaire Matchmaker Romance (Bad Billionaire Bosses Book 2)","B0CYWDS6CT","B08K6RG1XM"
"Beautifully Cruel","B07ZFZZ2GQ","B0083J8KBG"
"A Love Letter to Whiskey","B01M98D4TM","B00JDJOINE"
"Please Me: A Stark Ever After Novella (1001 Dark Nights)","B0778CV9Y4","B00TUBLRHA"
"Smitten with the Best Man (Chicago Law Book 1)","B07CNF13KX","B01ND0R15R"
"The Fix Up: The First Impressions Series, Book 1","B088XFKKXQ","B004MAAQY4"
"The Fix Up: 2nd Edition – originally published 2015 (First Impressions Book 1)","B0CW1KRY9H","B004MAAQY4"
"The Boyfriend Material Collection: A Romantic Comedy Collection of Standalones","B0BSRH7VKH","B00B5OAC1C"
"Romancing Mister Bridgerton","B06Y2DSFRJ","B000AQ50N6"
"An Offer from a Gentleman","B01N1ME9B5","B000AQ50N6"
"The Viscount Who Loved Me","B01MAWST0M","B000AQ50N6"
"The Duke and I","B01LZRIC6X","B000AQ50N6"
"Butcher & Blackbird (The Ruinous Love Trilogy Book 1)","B0CL1C4PM4","B08ZLBTJMH"
"Getting Schooled","B07957PFQT","B00CWDV0MA"
"One of Those Flings","B08DG74W7D","B00B5OAC1C"
"P.S. It's Always Been You: Part 3","B083QPVRH1","B00B5OAC1C"
"P.S. It's Always Been You: Part 2","B083QPJK9K","B00B5OAC1C"
"P.S. It's Always Been You: Part 1","B083QR12LM","B00B5OAC1C"
"Call Me Maybe","B08CLSPC6Q","B085Z38C15"
"The Accidental Dating Experiment","B0CY5R4HZH","B00B5OAC1C"
"Still Hung Up on You","B0CC3M4H42","B001IQXQ38"
"Lucky Suit","B07MLT5114","B00B5OAC1C"
"Maybe This Time","B0CXYYBCNY","B085Z38C15"
"The Kiss Quotient","B075HXST4P","B0763CNJ2J"
"Butcher & Blackbird: The Ruinous Love Trilogy, Book 1","B0CK8HCKVC","B08ZLBTJMH"
"Think Outside the Boss: New York Billionaires, Book 1","B09J97L6FL","B07P6Y6D5L"
"Take My Dare: A Stark International Novella (Stark International Trilogy Book 4)","B01LWVWGZW","B00TUBLRHA"
"Lost With Me","B0778VDY46","B00TUBLRHA"
"Anchor Me","B01K8ORQOK","B00TUBLRHA"
"Unwrap Me: A Stark Ever After Novella (Stark Series Book 19)","B016IOF76S","B00TUBLRHA"
"Seduce Me: A Stark Ever After Novella","B015BCVXF2","B00TUBLRHA"
"Have Me: A Stark Ever After Novella (Stark Trilogy)","B00O6V45E6","B001H6GHOO"
"Have Me: A Stark Ever After Novella (Stark Trilogy)","B00O6V45E6","B00TUBLRHA"
"Tame Me: A Stark International Security Novella (Stark International Trilogy Book 1)","B00H57X864","B001H6GHOO"
"Tame Me: A Stark International Security Novella (Stark International Trilogy Book 1)","B00H57X864","B00TUBLRHA"
"Tease Me: A Stark International Security Novel","B081LMVMDP","B00TUBLRHA"
"Tempt Me: A Stark International Security Novella","B01L7Q54NI","B00TUBLRHA"
"American Queen: American Queen Series, Book 1","B06ZZCWL4X","B00HFK1EJO"
"Midnight Ruin (Dark Olympus Book 6)","B0BZ9KMJ3L","B0070EJJQA"
"The Addendum (The Contract Series Book 3)","B0B9V6M62K","B00GV6LB00"
"Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus Book 1)","B08GC6FXVZ","B0070EJJQA"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","B07KWL5L8Y","B07N8P2T5C"
"Creative Strategy and the Business of Design","B01HH2TGDA","B01DEOISAW"
"Creative Confidence: Unleashing the Creative Potential Within Us All","B00CGI3DWQ","B0034NXD68"
"Creative Confidence: Unleashing the Creative Potential Within Us All","B00CGI3DWQ","B00E91YSBS"
"The Home Edit: A Guide to Organizing and Realizing Your House Goals","B07DZLJF1C","B07MCH7ZVP"
"The Home Edit: A Guide to Organizing and Realizing Your House Goals","B07DZLJF1C","B091QCLKWV"
"How Will You Measure Your Life?","B006ID0CH4","B000APPD3Y"
"How Will You Measure Your Life?","B006ID0CH4","B007P0E1BW"
"How Will You Measure Your Life?","B006ID0CH4","B007P4JXH0"
"Irresistibly Yours: An Oxford Novel","B00ONUYEZA","B00ESEWKBG"
"Seatmate: Love Lines, Book 3","B09V3DQ4DZ","B085Z38C15"
"Sweet Talk","B08YH3941R","B085Z38C15"
"Love at First Psych","B0BRQWHGD8","B085Z38C15"
"The Reason I Married Him","B0CFD3FF6N","B00G2PREA6"
"The Do-Over: The Miles High Club, Book 4","B0B724Y5NC","B00LDYUMC8"
"The Do-Over (The Miles High Club Book 4)","B09ZKRWCG4","B00LDYUMC8"
"Miles Ever After (Miles High Series)","B0BC16PP4Z","B00LDYUMC8"
"To Make Matters Worse","B0BCZWC3QZ","B09PRTM4NS"
"Fool Them Once : A Hot Fake Relationship Romantic Comedy","B0BNJMJ4K9","B08K6RG1XM"
"The Takeover: The Miles High Club, Book 2","B0845MQPHS","B00LDYUMC8"
"The Takeover (The Miles High Club Book 2)","B07Y82JMF8","B00LDYUMC8"
"Hard Limit: The Hacker Series #4","B00V3MY186","B00EY3RDPY"
"Hardline: The Hacker Series #3","B00V3MY1KO","B00EY3RDPY"
"Work with Me: An Enemies-to-Lovers Standalone Office Romance (Synergy Office Romance Book 1)","B08Y758VM1","B08Y77D69B"
"Reluctantly Yours: A steamy, enemies to lovers, fake dating romantic comedy","B0B1KVSRCL","B08JS83YS4"
"Same Time Next Year: A Novella","B0CMJRPR4H","B00BKMOZYO"
"Same Time Next Year: A Novella","B0CHWQPB49","B00BKMOZYO"
"With Any Luck: The Improbable Meet-Cute Collection","B0CRVVQY85","B00H7KAML8"
"Drop, Cover, and Hold On: The Improbable Meet-Cute Collection","B0CRVWTTCS","B073D2S3D2"
"Royal Valentine: The Improbable Meet-Cute Collection","B0CRVX1P5R","B00YB6ARUM"
