created_timestamp,preferred_marketplace,country_of_residence,device_family,ASIN,audible_immersion_reading_context,audible_immersion_reading_action,book_reading_mode,narration_duration_in_seconds
2024-03-22T21:50:34Z,US,Not Available,Kindle for iOS,B0CHWQPB49,out_of_app,narration,not_applicable,39
2024-03-26T01:36:17Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,672
2024-03-20T12:49:49Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,3
2024-03-20T21:25:28Z,US,Not Available,Kindle for iOS,B00NEQRNVG,out_of_app,narration,not_applicable,850
2024-03-21T21:32:42Z,US,Not Available,Kindle for iOS,B0183KJZE0,inbook_mini_player,narration,vertical_scroll_view,350
2024-03-21T17:56:07Z,US,Not Available,Kindle for iOS,B0183KJZE0,inbook_mini_player,narration,vertical_scroll_view,731
2024-03-12T06:18:51Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,24
2024-03-08T09:59:15Z,US,Not Available,Kindle for iOS,B083TZV25B,inbook_mini_player,narration,vertical_scroll_view,0
2024-03-22T20:05:07Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,886
2024-03-19T21:50:47Z,US,Not Available,Kindle for iOS,B008UCJ7KO,out_of_app,narration,not_applicable,697
2024-03-21T04:02:49Z,US,Not Available,Kindle for iOS,B0183KJZE0,inbook_mini_player,narration,vertical_scroll_view,472
2024-03-22T21:55:27Z,US,Not Available,Kindle for iOS,B0CHWQPB49,out_of_app,narration,not_applicable,332
2024-03-19T21:14:35Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,1642
2024-03-19T21:10:39Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,1406
2024-03-20T23:18:18Z,US,Not Available,Kindle for iOS,B00NEQRNVG,inbook_mini_player,narration,vertical_scroll_view,9
2024-03-21T22:09:04Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,2116
2024-03-21T22:06:12Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,1944
2024-03-22T01:04:31Z,US,Not Available,Kindle for iOS,B0183KJZE0,out_of_app,narration,not_applicable,1350
2024-03-27T10:30:16Z,US,Not Available,Kindle for iOS,B08X472VK3,out_of_app,narration,not_applicable,2817
2024-03-21T14:45:30Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,193
2024-03-27T09:43:08Z,US,Not Available,Kindle for iOS,Not Available,out_of_app,narration,not_applicable,1100
2024-03-21T14:48:29Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,372
2024-03-22T22:12:37Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,6
2024-03-19T02:10:25Z,US,Not Available,Kindle for iOS,Not Available,inbook_mini_player,narration,vertical_scroll_view,11
2024-03-20T22:03:29Z,US,Not Available,Kindle for iOS,B00NEQRNVG,inbook_mini_player,narration,vertical_scroll_view,889
2024-03-21T17:46:08Z,US,Not Available,Kindle for iOS,B0183KJZE0,out_of_app,narration,not_applicable,133
