DocumentId,Title,DocumentProvider,Filename,DocumentOriginalType,DocumentSizeInBytes,DocumentTypeAndConvertionCompletionStatus,HasBeenDeleted,EntryCreationDate
"3CBC04248FB0423080EBAE60721D9001","Half-Hearted - Kyra Parsi","Alex","Half-Hearted - Kyra Parsi.azw8","application/x-mobi8-ebook","217196","documentOrigin = personal document | conversionStatus = finished | documentType = document","false","2024-04-03T03:56:09.670Z"
"26855A002A7C4165A4B974B523E3F57D","November 2022 Patreon Short - Katee Robert","Alex","November 2022 Patreon Short - Katee Robert.azw8","application/x-mobipocket-ebook","153056","documentOrigin = personal document | conversionStatus = finished | documentType = document","false","2024-04-02T11:08:24.626Z"
"CDBC26A7DDB347D9A0B8CA4AE08F55D2","Zeus and Heras Wedding Night - Katee Robert","Alex","Zeus and Heras Wedding Night - Katee Robert.azw8","application/x-mobi8-ebook","151412","documentOrigin = personal document | conversionStatus = finished | documentType = document","false","2024-04-02T11:07:53.448Z"
"48940B5306CA40FAB2F4755F0AF1D6BE","Wicked Beauty Epilogue - Katee Robert","Alex","Wicked Beauty Epilogue - Katee Robert.azw8","application/x-mobi8-ebook","135168","documentOrigin = personal document | conversionStatus = finished | documentType = document","false","2024-04-02T11:07:09.741Z"
"5BEA93B92BE3430FB2DF09D918F5365C","Dark Olympus Shorts - Katee Robert","Alex","Dark Olympus Shorts - Katee Robert.azw8","application/x-mobi8-ebook","348336","documentOrigin = personal document | conversionStatus = finished | documentType = document","false","2024-04-02T11:04:53.658Z"
