created_timestamp,preferred_marketplace,country,device_family,ASIN
2024-04-02T01:28:21Z,US,US,Kindle E-reader,B0BHLBHG79
2024-04-09T05:34:59Z,US,US,Kindle E-reader,Not Available
2024-04-02T10:58:38Z,US,US,Kindle E-reader,Not Available
2024-04-09T02:14:16Z,US,US,Kindle E-reader,B00QE1DLIC
2024-04-09T01:10:22Z,US,US,Kindle E-reader,B00QE1DLIC
2024-04-09T00:49:39Z,US,US,Kindle E-reader,B00QE1DLIC
2024-04-02T10:58:39Z,US,US,Kindle E-reader,Not Available
