Created Timestamp,Preferred Marketplace,Country Of Residence,Device Family,ASIN,Search ID,Search Session ID,Search Result Selected Position,Search Result Section Position,Search Result Section Position Shown,Total Store Search Results Found,Search Outcome,Selected Search Result Value,Search Outcome Type,Search Action Sequence Number,Specialized Content ID
2024-03-16T01:31:45Z,US,Not Available,Kindle for iOS,Not Available,815B4C4A-2E54-4ED1-8D9B-F57E5904B5B9,3D033432-49A8-49FB-BF6F-71132E6A4A29,0,0,No Section Shown,Not Included in Search Result,Search Again After No Action,null,Non ASIN,1,No Data
2024-04-14T23:55:16Z,US,Not Available,Kindle for iOS,Not Available,D25B566D-74C3-439F-AC5E-46AC342B84CB,ED32617B-4C0A-4310-9012-C0652FF64461,1,1,Store,80,Product Detail Page Opened,B07NKMZVCT,ASIN,1,No Data
2024-02-25T23:58:20Z,US,Not Available,Kindle for iOS,Not Available,89226270-1245-4A68-9990-8C557316BD10,E7B22249-061D-43B7-9F98-A2805C2D3AEB,1,1,Store,31,Search Again After No Action,null,Non ASIN,2,No Data
2024-03-08T19:03:05Z,US,Not Available,Kindle for iOS,Not Available,F89EA91E-9708-4036-B419-CFC2F1AC7349,D8697C96-ECA5-4AD1-A512-F09E333B08CB,1,1,Store,2500,Product Detail Page Opened,B01D6TA9Y8,ASIN,1,No Data
2024-02-27T22:56:14Z,US,Not Available,Kindle for iOS,Not Available,C8EBB3A7-9E03-4E08-9425-19F1CBC0E9E9,5AAB2651-2D20-4BEE-98F1-2F59939DAC6E,1,1,Store,180,Product Detail Page Opened,B07WMFXGRD,ASIN,1,No Data
2024-03-04T00:06:19Z,US,Not Available,Kindle for iOS,Not Available,5BF491EB-5E88-4D69-AAA2-49DC43AFDD6B,045532BB-11F1-429D-A210-2DEBF33085E5,1,1,Library|Store,86,Library Book Opened,B09NJBVM8Z,ASIN,1,No Data
2024-03-27T02:36:31Z,US,Not Available,Kindle for iOS,Not Available,A22FDE96-CC1F-498C-B419-7A132C960424,2032436F-8BA6-40E6-8C30-497863232B7C,2,1,No Section Shown,4,Search Again After No Action,null,Non ASIN,1,No Data
2024-03-03T07:00:46Z,US,Not Available,Kindle for iOS,Not Available,13E34A33-1AEC-4C39-9FC9-FD46603E488B,B24C0BEF-B278-471C-9973-E2E4D6F0398C,1,2,Library|Store,28,Clear Search Results,null,Non ASIN,2,No Data
2024-03-28T02:33:22Z,US,Not Available,Kindle for iOS,Not Available,3C231FB0-E795-4659-AEE5-A3A551F1D352,19E8C322-E4C1-42D8-AE48-87976DB13C47,5,1,Store,805,Product Detail Page Opened,B088K1NBDG,ASIN,1,No Data
2024-02-25T23:58:26Z,US,Not Available,Kindle for iOS,Not Available,89226270-1245-4A68-9990-8C557316BD10,E7B22249-061D-43B7-9F98-A2805C2D3AEB,1,1,Store,Not Included in Search Result,Search Again After No Action,null,Non ASIN,1,No Data
2024-02-25T23:58:04Z,US,Not Available,Kindle for iOS,Not Available,89226270-1245-4A68-9990-8C557316BD10,E7B22249-061D-43B7-9F98-A2805C2D3AEB,1,1,Store,31,Product Detail Page Opened,B01M5IJK1Q,ASIN,1,No Data
2024-02-24T20:29:30Z,US,Not Available,Kindle for iOS,Not Available,9C45D2D1-89D2-4464-BD02-2326802AF2CF,0B113558-568D-46B5-B87C-54853D8F4D2C,6,2,Library|Store,149,Product Detail Page Opened,B09CNFRZDC,ASIN,1,No Data
2024-02-26T08:33:15Z,US,Not Available,Kindle for iOS,Not Available,C3AC1EAE-BFA4-48D0-84E7-329542459DCF,9175B57E-B509-49E5-9AD7-0BBF3ED63535,1,2,Library|Store,32,Product Detail Page Opened,B09X6KD3CS,ASIN,1,No Data
2024-04-10T18:19:21Z,US,Not Available,Kindle for iOS,Not Available,E427BED3-DF06-44A4-A5E6-16042BA89A54,89A0030E-DB5D-44B3-B698-BA9219B2E055,2,1,Store,31,Exit Search,null,Non ASIN,2,No Data
2024-03-07T04:49:09Z,US,Not Available,Kindle for iOS,Not Available,E959EE7B-6AAB-43E6-ABC9-329AB2C96344,F5DBAAEB-0A21-44BA-8D1E-271A93EAC323,5,2,Library|Store,351,Product Detail Page Opened,B083TZV25B,ASIN,2,No Data
2024-03-22T02:41:15Z,US,Not Available,Kindle for iOS,Not Available,A70D4867-DF95-49CA-9D46-72631FB2DB91,B89A0714-12AC-40C0-930F-AF48D7156B04,2,1,Store,2128,Product Detail Page Opened,B00V3MY1IQ,ASIN,2,No Data
2024-03-16T02:39:52Z,US,Not Available,Kindle for iOS,Not Available,18F53304-400B-42F2-B406-AD052FB2BA79,9DAD4520-3A97-4B73-9BA7-B18352DF4C83,1,1,No Section Shown,212,Exit Search,null,Non ASIN,2,No Data
2024-02-25T14:34:46Z,US,Not Available,Kindle for iOS,Not Available,729D7F9A-425B-4745-8253-858DBF506CB5,CB4FB6F5-6CF6-4A59-8A12-5FA39A5C9E77,4,1,Store,46,Product Detail Page Opened,B0B232HFC9,ASIN,1,No Data
2024-03-04T00:06:17Z,US,Not Available,Kindle for iOS,Not Available,5BF491EB-5E88-4D69-AAA2-49DC43AFDD6B,045532BB-11F1-429D-A210-2DEBF33085E5,1,2,Store,86,Search Again After No Action,null,Non ASIN,2,No Data
2024-02-24T19:00:31Z,US,Not Available,Kindle for iOS,Not Available,9C45D2D1-89D2-4464-BD02-2326802AF2CF,0B113558-568D-46B5-B87C-54853D8F4D2C,2,1,Store,105,Product Detail Page Opened,B0BFW44657,ASIN,4,No Data
2024-02-24T19:00:22Z,US,Not Available,Kindle for iOS,Not Available,9C45D2D1-89D2-4464-BD02-2326802AF2CF,0B113558-568D-46B5-B87C-54853D8F4D2C,6,1,Store,105,Product Detail Page Opened,B07XQK3SGQ,ASIN,3,No Data
2024-03-07T05:09:38Z,US,Not Available,Kindle for iOS,Not Available,7267F85B-0DDE-4D6A-88AF-B2348FE8ADF5,F5DBAAEB-0A21-44BA-8D1E-271A93EAC323,5,2,No Section Shown,351,Search Again After No Action,null,Non ASIN,1,No Data
2024-02-29T01:11:23Z,US,Not Available,Kindle for iOS,Not Available,D066507D-0BF5-45E5-B002-00376FD01493,C99F2CF7-105F-406F-99F3-DCF0BED2C227,2,1,Library|Store,345,Library Book Opened,B09HLCTYZ8,ASIN,3,No Data
2024-03-27T01:45:17Z,US,Not Available,Kindle for iOS,Not Available,61112238-96D8-4FD6-B95D-01C92EBF3DAB,2032436F-8BA6-40E6-8C30-497863232B7C,3,1,Store,4,Product Detail Page Opened,B0BNJMJ4K9,ASIN,2,No Data
2024-03-03T07:24:10Z,US,Not Available,Kindle for iOS,Not Available,13E34A33-1AEC-4C39-9FC9-FD46603E488B,B24C0BEF-B278-471C-9973-E2E4D6F0398C,1,1,Store,20,Exit Search,null,Non ASIN,2,No Data
2024-03-28T21:22:40Z,US,Not Available,Kindle for iOS,Not Available,99D80940-B6C0-49DB-8451-55CF801F86BB,F2426F09-36FA-492E-A69C-851EA5BD77B0,1,1,No Section Shown,4,Search Again After No Action,null,Non ASIN,1,No Data
2024-02-24T18:59:22Z,US,Not Available,Kindle for iOS,Not Available,9C45D2D1-89D2-4464-BD02-2326802AF2CF,0B113558-568D-46B5-B87C-54853D8F4D2C,0,0,Store,131,Search Reworded,null,Non ASIN,1,No Data
2024-03-23T02:34:43Z,US,Not Available,Kindle for iOS,Not Available,4CE123F5-F7C8-4BAB-B567-770A1072CEC8,1B13AE8F-A027-4852-B31C-2A599A20BBA2,1,1,No Section Shown,71,Search Again After No Action,null,Non ASIN,1,No Data
2024-03-27T02:44:17Z,US,Not Available,Kindle for iOS,Not Available,A22FDE96-CC1F-498C-B419-7A132C960424,2032436F-8BA6-40E6-8C30-497863232B7C,1,1,Store,2500,Product Detail Page Opened,B009UFDW9W,ASIN,1,No Data
2024-03-08T09:59:30Z,US,Not Available,Kindle for iOS,Not Available,A0A677B5-424D-488A-B4D0-CCA56094DA6B,2548C7E1-610B-4DF7-BC35-0C55B6537288,1,1,Store,92,Product Detail Page Opened,B07B9WH8KT,ASIN,1,No Data
2024-03-18T03:13:04Z,US,Not Available,Kindle for iOS,Not Available,12638915-12AD-40C4-9A48-CA59D92D5959,C91DAEC3-492D-4EF7-A3E9-744A23761457,0,0,No Section Shown,194,Search Reworded,null,Non ASIN,1,No Data
2024-03-23T02:34:56Z,US,Not Available,Kindle for iOS,Not Available,4CE123F5-F7C8-4BAB-B567-770A1072CEC8,1B13AE8F-A027-4852-B31C-2A599A20BBA2,1,1,Store,2500,Exit Search,null,Non ASIN,2,No Data
2024-03-22T02:42:00Z,US,Not Available,Kindle for iOS,Not Available,A70D4867-DF95-49CA-9D46-72631FB2DB91,B89A0714-12AC-40C0-930F-AF48D7156B04,1,1,Store,2128,Exit Search,null,Non ASIN,5,No Data
2024-03-07T04:50:45Z,US,Not Available,Kindle for iOS,Not Available,E959EE7B-6AAB-43E6-ABC9-329AB2C96344,F5DBAAEB-0A21-44BA-8D1E-271A93EAC323,5,2,Library|Store,351,Exit Search,null,Non ASIN,3,No Data
2024-03-04T00:45:08Z,US,Not Available,Kindle for iOS,Not Available,EB309CB5-CA58-4B6C-982C-71D74EFA15C2,045532BB-11F1-429D-A210-2DEBF33085E5,1,1,Store,264,Exit Search,null,Non ASIN,2,No Data
2024-03-22T02:48:52Z,US,Not Available,Kindle for iOS,Not Available,73720B2A-698D-440A-B861-68A11889D74A,B89A0714-12AC-40C0-930F-AF48D7156B04,1,1,Store,6,Clear Search Results,null,Non ASIN,2,No Data
2024-03-27T00:39:34Z,US,Not Available,Kindle for iOS,Not Available,FBA30373-4851-4286-A7CC-3DFB4F6D65E9,3B127D8F-52EB-4A2F-A850-77487E7A5A03,1,1,Store,13,Product Detail Page Opened,B0CN5B11QM,ASIN,1,No Data
2024-02-27T12:16:19Z,US,Not Available,Kindle for iOS,Not Available,0E87B9CC-236B-4A76-9838-50907988EAAA,5E039546-9BAC-4FBF-B114-A91BA4DFBA51,0,0,Library|Store,350,Exit Search,null,Non ASIN,1,No Data
2024-03-22T02:40:37Z,US,Not Available,Kindle for iOS,Not Available,343E644E-7F4E-4C44-B885-46002E502F90,90A388E4-6D61-4ACA-8ADD-12A6B97015D5,1,1,Store,7,Clear Search Results,null,Non ASIN,2,No Data
2024-02-26T00:12:31Z,US,Not Available,Kindle for iOS,Not Available,6C98BAA2-869D-4518-B581-0F48A1B4FDCC,9175B57E-B509-49E5-9AD7-0BBF3ED63535,1,1,Store,91,Product Detail Page Opened,B09HLCTYZ8,ASIN,1,No Data
2024-03-26T04:11:19Z,US,Not Available,Kindle for iOS,Not Available,C8E35961-F467-430C-9C21-9BD4E05C2EE3,1E3468CE-E6E6-432C-A250-3C7FE9C536CD,1,1,Store,10,Product Detail Page Opened,B0BCZWC3QZ,ASIN,2,No Data
2024-03-04T10:06:10Z,US,Not Available,Kindle for iOS,Not Available,6AE7ECA2-8E8A-4745-8D66-2084D59946F6,045532BB-11F1-429D-A210-2DEBF33085E5,2,1,Store,2500,Exit Search,null,Non ASIN,3,No Data
2024-02-26T08:33:11Z,US,Not Available,Kindle for iOS,Not Available,C3AC1EAE-BFA4-48D0-84E7-329542459DCF,9175B57E-B509-49E5-9AD7-0BBF3ED63535,1,1,No Section Shown,91,Search Again After No Action,null,Non ASIN,1,No Data
2024-03-02T14:57:41Z,US,Not Available,Kindle for iOS,Not Available,60E4EFA2-9611-483B-9A78-0D68B02D4FDE,B24C0BEF-B278-471C-9973-E2E4D6F0398C,1,1,Store,2500,Product Detail Page Opened,B09QY2KWKY,ASIN,1,No Data
2024-03-08T17:11:28Z,US,Not Available,Kindle for iOS,Not Available,CD97AB5E-9941-4993-929F-E68FE80C9BEC,2548C7E1-610B-4DF7-BC35-0C55B6537288,1,2,Library|Store,42,Search Again After No Action,null,Non ASIN,1,No Data
